time	WettedArea_bottom	maxU
1.67e-05	4.4383149170033e-06	1.1387333067338e-10
1.68e-05	4.438314917004e-06	2.1264620533909e-10
1.69e-05	4.4383149170047e-06	2.8599968754561e-10
1.7e-05	4.4383149170054e-06	3.9113824286479e-10
1.71e-05	4.4383149170061e-06	1.0107675212814e-10
1.72e-05	4.4383149170068e-06	1.5952062905776e-10
1.73e-05	4.4383149170075e-06	2.8521198249473e-10
1.74e-05	4.4383149170082e-06	3.2015507095682e-10
1.75e-05	4.4383149170089e-06	4.3568455088901e-10
1.76e-05	4.4383149170096e-06	1.0824018799286e-10
1.77e-05	4.4383149170102e-06	1.7842230326581e-10
1.78e-05	4.4383149170109e-06	3.1945113522572e-10
1.79e-05	4.4383149170116e-06	3.5816410658962e-10
1.8e-05	4.4383149170122e-06	2.4102398915921e-10
1.81e-05	4.4383149170129e-06	1.707963876453e-10
1.82e-05	4.4383149170135e-06	1.2736468310838e-10
1.83e-05	4.4383149170142e-06	9.9858982208325e-11
1.84e-05	4.4383149170148e-06	9.031314080882e-11
1.85e-05	4.4383149170154e-06	9.4757002288993e-11
1.86e-05	4.4383149170161e-06	1.0750546663355e-10
1.87e-05	4.4383149170167e-06	1.1884059869526e-10
1.88e-05	4.4383149170173e-06	1.2836351032613e-10
1.89e-05	4.4383149170179e-06	1.3832026018788e-10
1.9e-05	4.4383149170185e-06	1.586337202092e-10
1.91e-05	4.4383149170191e-06	1.6724768027857e-10
1.92e-05	4.4383149170197e-06	2.0284988241624e-10
1.93e-05	4.4383149170203e-06	2.7889185859754e-10
1.94e-05	4.4383149170209e-06	1.5233904531424e-10
1.95e-05	4.4383149170215e-06	7.7004331485182e-11
1.96e-05	4.4383149170221e-06	6.000857271059e-11
1.97e-05	4.4383149170227e-06	8.8010382593563e-11
1.98e-05	4.4383149170233e-06	1.1227892452898e-10
1.99e-05	4.4383149170238e-06	8.0762500297032e-11
2e-05	4.4383149170244e-06	8.6552952190181e-11
2.01e-05	4.438314917025e-06	1.2504320674421e-10
2.02e-05	4.4383149170255e-06	1.3875280417128e-10
2.03e-05	4.4383149170261e-06	1.843904182926e-10
2.04e-05	4.4383149170266e-06	2.2010636560555e-10
2.05e-05	4.4383149170272e-06	2.6865595839183e-10
2.06e-05	4.4383149170277e-06	7.5633350371257e-11
2.07e-05	4.4383149170283e-06	9.0504508394621e-11
2.08e-05	4.4383149170288e-06	1.6583162308409e-10
2.09e-05	4.4383149170294e-06	2.1283161880416e-10
2.1e-05	4.4383149170299e-06	2.8484015820181e-10
2.11e-05	4.4383149170304e-06	1.5327883245889e-10
2.12e-05	4.4383149170309e-06	7.2869081736828e-11
2.13e-05	4.4383149170315e-06	5.1852204105122e-11
2.14e-05	4.438314917032e-06	7.563280409214e-11
2.15e-05	4.4383149170325e-06	9.9575483537716e-11
2.16e-05	4.438314917033e-06	1.1934464148806e-10
2.17e-05	4.4383149170335e-06	1.0622676095693e-10
2.18e-05	4.438314917034e-06	1.5367825712249e-10
2.19e-05	4.4383149170345e-06	2.0405198888051e-10
2.2e-05	4.438314917035e-06	2.4760669885677e-10
2.21e-05	4.4383149170355e-06	6.9476056362803e-11
2.22e-05	4.438314917036e-06	9.1148029662897e-11
2.23e-05	4.4383149170365e-06	1.5060820298194e-10
2.24e-05	4.438314917037e-06	1.9734141598082e-10
2.25e-05	4.4383149170374e-06	2.6904994576592e-10
2.26e-05	4.4383149170379e-06	1.4515661590024e-10
2.27e-05	4.4383149170384e-06	6.9833831353455e-11
2.28e-05	4.4383149170389e-06	5.5659550640682e-11
2.29e-05	4.4383149170393e-06	8.096332741788e-11
2.3e-05	4.4383149170398e-06	1.0587666964304e-10
2.31e-05	4.4383149170403e-06	9.2073740005069e-11
2.32e-05	4.4383149170407e-06	1.1534398037528e-10
2.33e-05	4.4383149170412e-06	1.3940397895676e-10
2.34e-05	4.4383149170416e-06	1.7142536069533e-10
2.35e-05	4.4383149170421e-06	2.1335614006436e-10
2.36e-05	4.4383149170425e-06	1.2114542175541e-10
2.37e-05	4.438314917043e-06	7.3829118954075e-11
2.38e-05	4.4383149170434e-06	5.2953376305593e-11
2.39e-05	4.4383149170438e-06	5.1911550680547e-11
2.4e-05	4.4383149170443e-06	5.4264211388164e-11
2.41e-05	4.4383149170447e-06	6.7611510631183e-11
2.42e-05	4.4383149170451e-06	7.8612736108409e-11
2.43e-05	4.4383149170456e-06	1.0586035618858e-10
2.44e-05	4.438314917046e-06	1.2799918375841e-10
2.45e-05	4.4383149170464e-06	1.6421851654349e-10
2.46e-05	4.4383149170468e-06	1.7171762467261e-10
2.47e-05	4.4383149170473e-06	2.0375129713991e-10
2.48e-05	4.4383149170477e-06	9.492711081561e-11
2.49e-05	4.4383149170481e-06	4.8742223141074e-11
2.5e-05	4.4383149170485e-06	3.8988129773361e-11
2.51e-05	4.4383149170489e-06	5.7868900894197e-11
2.52e-05	4.4383149170493e-06	8.1299628806476e-11
2.53e-05	4.4383149170497e-06	9.7395219520112e-11
2.54e-05	4.4383149170501e-06	1.226265095548e-10
2.55e-05	4.4383149170505e-06	1.5007318565365e-10
2.56e-05	4.4383149170509e-06	1.6033176639705e-10
2.57e-05	4.4383149170513e-06	1.8806711140562e-10
2.58e-05	4.4383149170517e-06	2.0810869324039e-10
2.59e-05	4.438314917052e-06	9.6031399475998e-11
2.6e-05	4.4383149170524e-06	3.7750276977089e-11
2.61e-05	4.4383149170528e-06	2.8520768024402e-11
2.62e-05	4.4383149170532e-06	6.1559529162877e-11
2.63e-05	4.4383149170536e-06	8.5821628189098e-11
2.64e-05	4.4383149170539e-06	1.0049936538351e-10
2.65e-05	4.4383149170543e-06	1.2768245042707e-10
2.66e-05	4.4383149170547e-06	1.5545561213396e-10
2.67e-05	4.4383149170551e-06	1.6754824008203e-10
2.68e-05	4.4383149170554e-06	1.9592742072338e-10
2.69e-05	4.4383149170558e-06	2.1777966847843e-10
2.7e-05	4.4383149170561e-06	3.8451546913888e-11
2.71e-05	4.4383149170565e-06	8.1239046952041e-11
2.72e-05	4.4383149170569e-06	1.6314749233966e-10
2.73e-05	4.4383149170572e-06	1.9281816942441e-10
2.74e-05	4.4383149170576e-06	2.3325874425628e-10
2.75e-05	4.4383149170579e-06	2.6563605508201e-10
2.76e-05	4.4383149170583e-06	4.9947174054768e-11
2.77e-05	4.4383149170586e-06	9.390866415792e-11
2.78e-05	4.4383149170589e-06	1.9219815252317e-10
2.79e-05	4.4383149170593e-06	2.2698357430862e-10
2.8e-05	4.4383149170596e-06	2.7075863765724e-10
2.81e-05	4.43831491706e-06	1.1455341828312e-10
2.82e-05	4.4383149170603e-06	3.9446603974032e-11
2.83e-05	4.4383149170606e-06	5.8477494484886e-11
2.84e-05	4.438314917061e-06	1.055502553553e-10
2.85e-05	4.4383149170613e-06	1.3969030238752e-10
2.86e-05	4.4383149170616e-06	1.4436672861768e-10
2.87e-05	4.4383149170619e-06	1.8327066310786e-10
2.88e-05	4.4383149170623e-06	2.1811914233365e-10
2.89e-05	4.4383149170626e-06	2.4010657239018e-10
2.9e-05	4.4383149170629e-06	2.7712094005096e-10
2.91e-05	4.4383149170632e-06	5.0177183001932e-11
2.92e-05	4.4383149170635e-06	1.01129102827e-10
2.93e-05	4.4383149170638e-06	2.0446180864867e-10
2.94e-05	4.4383149170642e-06	2.4539415655212e-10
2.95e-05	4.4383149170645e-06	2.9426214642077e-10
2.96e-05	4.4383149170648e-06	1.2538964395259e-10
2.97e-05	4.4383149170651e-06	3.5766360898824e-11
2.98e-05	4.4383149170654e-06	6.1410265112214e-11
2.99e-05	4.4383149170657e-06	1.1241924357142e-10
3e-05	4.438314917066e-06	1.4939828540449e-10
3.01e-05	4.4383149170663e-06	1.5483728546701e-10
3.02e-05	4.4383149170666e-06	1.9722255290087e-10
3.03e-05	4.4383149170669e-06	2.3655626770295e-10
3.04e-05	4.4383149170672e-06	2.5969686039076e-10
3.05e-05	4.4383149170675e-06	3.0076630710015e-10
3.06e-05	4.4383149170677e-06	5.4592567945744e-11
3.07e-05	4.438314917068e-06	1.0958937439737e-10
3.08e-05	4.4383149170683e-06	2.216367782498e-10
3.09e-05	4.4383149170686e-06	2.6711925901053e-10
3.1e-05	4.4383149170689e-06	3.196384203682e-10
3.11e-05	4.4383149170692e-06	1.365623591497e-10
3.12e-05	4.4383149170694e-06	3.6020788361499e-11
3.13e-05	4.4383149170697e-06	6.5943679557515e-11
3.14e-05	4.43831491707e-06	1.21215622215e-10
3.15e-05	4.4383149170703e-06	1.6128328209722e-10
3.16e-05	4.4383149170705e-06	1.6700572267836e-10
3.17e-05	4.4383149170708e-06	2.1340808135665e-10
3.18e-05	4.4383149170711e-06	2.5604848177354e-10
3.19e-05	4.4383149170714e-06	2.8167595299727e-10
3.2e-05	4.4383149170716e-06	1.355927670935e-10
3.21e-05	4.4383149170719e-06	5.4221635212675e-11
3.22e-05	4.4383149170722e-06	2.8981186430229e-11
3.23e-05	4.4383149170724e-06	5.1032193360772e-11
3.24e-05	4.4383149170727e-06	7.8094611937101e-11
3.25e-05	4.4383149170729e-06	9.8635203304295e-11
3.26e-05	4.4383149170732e-06	1.3515703235079e-10
3.27e-05	4.4383149170734e-06	1.7178136845147e-10
3.28e-05	4.4383149170737e-06	2.1735529791179e-10
3.29e-05	4.438314917074e-06	2.3436397234558e-10
3.3e-05	4.4383149170742e-06	2.7929020581669e-10
3.31e-05	4.4383149170745e-06	5.2516612789206e-11
3.32e-05	4.4383149170747e-06	9.8821949299697e-11
3.33e-05	4.438314917075e-06	2.0219687041263e-10
3.34e-05	4.4383149170752e-06	2.4597921974695e-10
3.35e-05	4.4383149170754e-06	2.9355669674646e-10
3.36e-05	4.4383149170757e-06	3.3666003802227e-10
3.37e-05	4.4383149170759e-06	6.3844542354007e-11
3.38e-05	4.4383149170762e-06	1.1795228979299e-10
3.39e-05	4.4383149170764e-06	2.4207824296023e-10
3.4e-05	4.4383149170766e-06	2.9095224053199e-10
3.41e-05	4.4383149170769e-06	3.4442808453557e-10
3.42e-05	4.4383149170771e-06	1.4708671815142e-10
3.43e-05	4.4383149170773e-06	3.9371803607249e-11
3.44e-05	4.4383149170776e-06	7.1306798872707e-11
3.45e-05	4.4383149170778e-06	1.307291325483e-10
3.46e-05	4.438314917078e-06	1.7380360150405e-10
3.47e-05	4.4383149170783e-06	1.7806738025587e-10
3.48e-05	4.4383149170785e-06	2.2847611216667e-10
3.49e-05	4.4383149170787e-06	2.7265799768847e-10
3.5e-05	4.4383149170789e-06	3.0151596890647e-10
3.51e-05	4.4383149170792e-06	1.4580347705201e-10
3.52e-05	4.4383149170794e-06	5.735382328034e-11
3.53e-05	4.4383149170796e-06	3.1164363586451e-11
3.54e-05	4.4383149170798e-06	5.2632412364949e-11
3.55e-05	4.43831491708e-06	8.1416935183843e-11
3.56e-05	4.4383149170803e-06	1.0325725735837e-10
3.57e-05	4.4383149170805e-06	1.4255243942139e-10
3.58e-05	4.4383149170807e-06	1.8134213914407e-10
3.59e-05	4.4383149170809e-06	2.2952991232761e-10
3.6e-05	4.4383149170811e-06	2.4784187900091e-10
3.61e-05	4.4383149170813e-06	1.1671803699382e-10
3.62e-05	4.4383149170815e-06	3.3576367402444e-11
3.63e-05	4.4383149170817e-06	3.2406106380492e-11
3.64e-05	4.4383149170819e-06	6.8217779417168e-11
3.65e-05	4.4383149170821e-06	7.8872091310743e-11
3.66e-05	4.4383149170824e-06	1.0985383903442e-10
3.67e-05	4.4383149170826e-06	1.2642423251626e-10
3.68e-05	4.4383149170828e-06	1.4443926196638e-10
3.69e-05	4.438314917083e-06	1.6572747373984e-10
3.7e-05	4.4383149170832e-06	1.8703177284112e-10
3.71e-05	4.4383149170834e-06	9.0088010153969e-11
3.72e-05	4.4383149170836e-06	3.4915177897243e-11
3.73e-05	4.4383149170838e-06	1.5909566859068e-11
3.74e-05	4.4383149170839e-06	3.2687914436902e-11
3.75e-05	4.4383149170841e-06	3.4907490478383e-11
3.76e-05	4.4383149170843e-06	5.4293644885991e-11
3.77e-05	4.4383149170845e-06	6.2159546538188e-11
3.78e-05	4.4383149170847e-06	7.1733235035463e-11
3.79e-05	4.4383149170849e-06	8.2627235339728e-11
3.8e-05	4.4383149170851e-06	9.3093435995e-11
3.81e-05	4.4383149170853e-06	1.059894340065e-10
3.82e-05	4.4383149170855e-06	1.9171441160209e-11
3.83e-05	4.4383149170857e-06	3.8745557766491e-11
3.84e-05	4.4383149170858e-06	7.8366724964169e-11
3.85e-05	4.438314917086e-06	9.4532775386713e-11
3.86e-05	4.4383149170862e-06	1.1251621886459e-10
3.87e-05	4.4383149170864e-06	1.2864400252695e-10
3.88e-05	4.4383149170866e-06	1.3943442016259e-10
3.89e-05	4.4383149170868e-06	1.6107964678431e-10
3.9e-05	4.4383149170869e-06	2.9453308452297e-11
3.91e-05	4.4383149170871e-06	5.8332657858581e-11
3.92e-05	4.4383149170873e-06	1.1819063294297e-10
3.93e-05	4.4383149170875e-06	1.433959124767e-10
3.94e-05	4.4383149170876e-06	1.7061668237165e-10
3.95e-05	4.4383149170878e-06	1.9464552823347e-10
3.96e-05	4.438314917088e-06	2.1233987068635e-10
3.97e-05	4.4383149170882e-06	3.6353868414054e-11
3.98e-05	4.4383149170883e-06	8.1193807996751e-11
3.99e-05	4.4383149170885e-06	1.6136093917659e-10
4e-05	4.4383149170887e-06	1.9279200151668e-10
4.01e-05	4.4383149170888e-06	2.3212380630279e-10
4.02e-05	4.438314917089e-06	2.6266006955185e-10
4.03e-05	4.4383149170892e-06	2.884461332856e-10
4.04e-05	4.4383149170893e-06	4.9676967007602e-11
4.05e-05	4.4383149170895e-06	1.0984331320844e-10
4.06e-05	4.4383149170897e-06	2.1857069605182e-10
4.07e-05	4.4383149170898e-06	2.6249446564688e-10
4.08e-05	4.43831491709e-06	3.149823579306e-10
4.09e-05	4.4383149170901e-06	3.6035839290712e-10
4.1e-05	4.4383149170903e-06	6.667540423615e-11
4.11e-05	4.4383149170905e-06	1.3087182163218e-10
4.12e-05	4.4383149170906e-06	2.6072353206813e-10
4.13e-05	4.4383149170908e-06	3.1401588777742e-10
4.14e-05	4.4383149170909e-06	3.7116062407591e-10
4.15e-05	4.4383149170911e-06	4.4360112828586e-10
4.16e-05	4.4383149170912e-06	7.9240954904685e-11
4.17e-05	4.4383149170914e-06	1.6056623969832e-10
4.18e-05	4.4383149170915e-06	3.2016198390553e-10
4.19e-05	4.4383149170917e-06	3.7709809920679e-10
4.2e-05	4.4383149170919e-06	4.5097176521151e-10
4.21e-05	4.438314917092e-06	5.9615651402789e-11
4.22e-05	4.4383149170922e-06	2.0127455072171e-10
4.23e-05	4.4383149170923e-06	3.7468752581362e-10
4.24e-05	4.4383149170924e-06	4.341496520174e-10
4.25e-05	4.4383149170926e-06	2.4181665488647e-10
4.26e-05	4.4383149170927e-06	1.2561095762556e-10
4.27e-05	4.4383149170929e-06	6.5340285844295e-11
4.28e-05	4.438314917093e-06	6.560190060679e-11
4.29e-05	4.4383149170932e-06	8.8747603299147e-11
4.3e-05	4.4383149170933e-06	1.1230495526482e-10
4.31e-05	4.4383149170935e-06	1.3076841558596e-10
4.32e-05	4.4383149170936e-06	1.45132934098e-10
4.33e-05	4.4383149170937e-06	1.6628975092469e-10
4.34e-05	4.4383149170939e-06	1.8818369835286e-10
4.35e-05	4.438314917094e-06	2.9949980403549e-10
4.36e-05	4.4383149170942e-06	3.9901543554634e-10
4.37e-05	4.4383149170943e-06	4.7249828010269e-10
4.38e-05	4.4383149170944e-06	9.0465061630474e-11
4.39e-05	4.4383149170946e-06	1.5859258246831e-10
4.4e-05	4.4383149170947e-06	3.2495763506733e-10
4.41e-05	4.4383149170948e-06	3.9360840490865e-10
4.42e-05	4.438314917095e-06	4.8613057455209e-10
4.43e-05	4.4383149170951e-06	2.0730045842494e-10
4.44e-05	4.4383149170952e-06	6.2195331993972e-11
4.45e-05	4.4383149170954e-06	8.5413994976121e-11
4.46e-05	4.4383149170955e-06	1.6343425288173e-10
4.47e-05	4.4383149170956e-06	2.195556151226e-10
4.48e-05	4.4383149170958e-06	2.5503157472943e-10
4.49e-05	4.4383149170959e-06	3.3335844896009e-10
4.5e-05	4.438314917096e-06	3.8651748701252e-10
4.51e-05	4.4383149170962e-06	4.3302046121258e-10
4.52e-05	4.4383149170963e-06	2.0011332776878e-10
4.53e-05	4.4383149170964e-06	5.7942733230248e-11
4.54e-05	4.4383149170965e-06	5.2304287056428e-11
4.55e-05	4.4383149170967e-06	1.1243489456026e-10
4.56e-05	4.4383149170968e-06	1.5859262407815e-10
4.57e-05	4.4383149170969e-06	2.0328569709811e-10
4.58e-05	4.438314917097e-06	2.5905206507821e-10
4.59e-05	4.4383149170972e-06	3.1975633368826e-10
4.6e-05	4.4383149170973e-06	3.4796734147474e-10
4.61e-05	4.4383149170974e-06	4.0866253096908e-10
4.62e-05	4.4383149170975e-06	7.080265692029e-11
4.63e-05	4.4383149170976e-06	1.5098817197611e-10
4.64e-05	4.4383149170978e-06	2.99226074723e-10
4.65e-05	4.4383149170979e-06	3.6259702080637e-10
4.66e-05	4.438314917098e-06	4.3527328559196e-10
4.67e-05	4.4383149170981e-06	1.9103194255754e-10
4.68e-05	4.4383149170982e-06	6.5015651014801e-11
4.69e-05	4.4383149170983e-06	4.7003874190155e-11
4.7e-05	4.4383149170985e-06	1.0600385938986e-10
4.71e-05	4.4383149170986e-06	1.4991026590301e-10
4.72e-05	4.4383149170987e-06	1.8259802848141e-10
4.73e-05	4.4383149170988e-06	2.2556338163763e-10
4.74e-05	4.4383149170989e-06	2.9303546996702e-10
4.75e-05	4.438314917099e-06	3.4391950234781e-10
4.76e-05	4.4383149170991e-06	3.8734030751399e-10
4.77e-05	4.4383149170992e-06	6.2942484300911e-11
4.78e-05	4.4383149170994e-06	1.5047852203271e-10
4.79e-05	4.4383149170995e-06	2.9326922703787e-10
4.8e-05	4.4383149170996e-06	3.5117298969959e-10
4.81e-05	4.4383149170997e-06	4.2468311443102e-10
4.82e-05	4.4383149170998e-06	1.8654973773783e-10
4.83e-05	4.4383149170999e-06	6.5414847544624e-11
4.84e-05	4.4383149171e-06	4.4569034915199e-11
4.85e-05	4.4383149171001e-06	1.0191196218725e-10
