x_m,Pre_sim,Pim_sim,p_abs_sim,Pre_analytic,Pim_analytic,p_abs_analytic
6.422018166631460190e-03,-2.033289201790466905e-04,2.881062746047973633e+00,2.881062746047973633e+00,-8.000502980927972577e-04,2.880429783178833691e+00,2.880429894287334314e+00
6.713928189128637314e-03,-2.240150788566097617e-04,2.550775289535522461e+00,2.550775289535522461e+00,-8.819177184308248877e-04,2.550076476394969038e+00,2.550076628896050135e+00
7.005838211625814438e-03,-2.421477402094751596e-04,2.191408872604370117e+00,2.191408872604370117e+00,-9.490552978088253157e-04,2.190578466437267835e+00,2.190578672023584694e+00
7.297748234122991562e-03,-2.575083053670823574e-04,1.806947112083435059e+00,1.806947112083435059e+00,-1.006412138223129055e-03,1.806048760293331501e+00,1.806049040702514041e+00
7.589658256620168686e-03,-2.699243777897208929e-04,1.401833891868591309e+00,1.401833891868591309e+00,-1.058956256523529852e-03,1.400896140662178935e+00,1.400896540901768850e+00
7.881567813456058502e-03,-2.792635059449821711e-04,9.807397723197937012e-01,9.807397723197937012e-01,-1.095259664824362999e-03,9.797299798232843582e-01,9.797305920293938319e-01
8.173477835953235626e-03,-2.854066842701286077e-04,5.484136343002319336e-01,5.484136939048767090e-01,-1.117707295513693279e-03,5.473607191754927825e-01,5.473618603500897128e-01
8.465387858450412750e-03,-2.882853441406041384e-04,1.098238602280616760e-01,1.098242402076721191e-01,-1.128607074927602321e-03,1.087364249595847987e-01,1.087422818728804863e-01
8.757297880947589874e-03,-2.878777740988880396e-04,-3.300196528434753418e-01,3.300197720527648926e-01,-1.126710887119101653e-03,-3.311142841978850782e-01,3.311162011700741203e-01
9.049207903444766998e-03,-2.841767272911965847e-04,-7.660946846008300781e-01,7.660946846008300781e-01,-1.111019369067358037e-03,-7.671893145313863904e-01,7.671901190025697259e-01
9.341117925941944122e-03,-2.772242005448788404e-04,-1.193395853042602539e+00,1.193395853042602539e+00,-1.084691377685273288e-03,-1.194505681896618432e+00,1.194506174382824248e+00
9.633027948439121246e-03,-2.671115216799080372e-04,-1.607093691825866699e+00,1.607093691825866699e+00,-1.047031159025147784e-03,-1.608173025177023652e+00,1.608173366021607542e+00
9.924937039613723755e-03,-2.539439010433852673e-04,-2.002418518066406250e+00,2.002418518066406250e+00,-9.916313527493878389e-04,-2.003449061133100173e+00,2.003449306543052977e+00
1.021684706211090088e-02,-2.378698118263855577e-04,-2.374817609786987305e+00,2.374817609786987305e+00,-9.311481242510482757e-04,-2.375847590741040793e+00,2.375847773209983416e+00
1.050875708460807800e-02,-2.190841914853081107e-04,-2.720144748687744141e+00,2.720144748687744141e+00,-8.563424061689020681e-04,-2.721091542697642307e+00,2.721091677445460544e+00
1.080066710710525513e-02,-1.977936626644805074e-04,-3.034380912780761719e+00,3.034380912780761719e+00,-7.655398725390319967e-04,-3.035237532426919405e+00,3.035237628968175283e+00
1.109257712960243225e-02,-1.742385502438992262e-04,-3.313868761062622070e+00,3.313868761062622070e+00,-6.768902774433000835e-04,-3.314712406146266055e+00,3.314712475259418145e+00
1.138448715209960938e-02,-1.486974069848656654e-04,-3.555578708648681641e+00,3.555578708648681641e+00,-5.816037651376515689e-04,-3.556310451766952596e+00,3.556310499325081143e+00
1.167639717459678650e-02,-1.214565127156674862e-04,-3.756660461425781250e+00,3.756660461425781250e+00,-4.730323562481789806e-04,-3.757267503816474452e+00,3.757267533593380726e+00
1.196830719709396362e-02,-9.282460086978971958e-05,-3.914709091186523438e+00,3.914709091186523438e+00,-3.665318231999654605e-04,-3.915295087377325345e+00,3.915295104533832227e+00
1.226021721959114075e-02,-6.313488120213150978e-05,-4.028131484985351562e+00,4.028131484985351562e+00,-2.406870103602292571e-04,-4.028579849296582971e+00,4.028579856486491195e+00
1.255212631076574326e-02,-3.272341928095556796e-05,-4.095540046691894531e+00,4.095540046691894531e+00,-1.273717152792372995e-04,-4.095835363383677930e+00,4.095835365364171032e+00
1.284403633326292038e-02,-1.937101615112624131e-06,-4.116017341613769531e+00,4.116017341613769531e+00,-4.881147031279540123e-06,-4.116288497515796507e+00,4.116288497518690193e+00
1.313594635576009750e-02,2.887085065594874322e-05,-4.089575290679931641e+00,4.089575290679931641e+00,1.254442623399957830e-04,-4.089707896966111811e+00,4.089707898889997750e+00
1.342785637825727463e-02,5.934980435995385051e-05,-4.016432285308837891e+00,4.016432285308837891e+00,2.388484416363068714e-04,-4.016394925389410453e+00,4.016394932491373027e+00
1.371976640075445175e-02,8.914824866224080324e-05,-3.897248744964599609e+00,3.897248744964599609e+00,3.497126349780770244e-04,-3.897187099127072951e+00,3.897187114817739051e+00
1.401167642325162888e-02,1.179298851639032364e-04,-3.733641624450683594e+00,3.733641624450683594e+00,4.642297191466717679e-04,-3.733449673162590354e+00,3.733449702024534744e+00
1.430358644574880600e-02,1.453661534469574690e-04,-3.527409791946411133e+00,3.527409791946411133e+00,5.731965009605735802e-04,-3.527052602811514781e+00,3.527052649387830030e+00
1.459549646824598312e-02,1.711352670099586248e-04,-3.280728816986083984e+00,3.280728816986083984e+00,6.754423217153606796e-04,-3.280353763408343504e+00,3.280353832946929504e+00
1.488740649074316025e-02,1.949529832927510142e-04,-2.996655941009521484e+00,2.996655941009521484e+00,7.645626610054848202e-04,-2.996165976999314307e+00,2.996166074549993841e+00
1.517931651324033737e-02,2.165468467865139246e-04,-2.678380012512207031e+00,2.678380012512207031e+00,8.503430225157130760e-04,-2.677748131023077516e+00,2.677748266040114622e+00
1.547122560441493988e-02,2.356563636567443609e-04,-2.329380989074707031e+00,2.329380989074707031e+00,9.252571202657758212e-04,-2.328733841254422288e+00,2.328734025066906632e+00
1.576313562691211700e-02,2.520791604183614254e-04,-1.953836798667907715e+00,1.953836798667907715e+00,9.901929002936330285e-04,-1.953109630825021314e+00,1.953109881830366934e+00
1.605504564940929413e-02,2.656270808074623346e-04,-1.555995464324951172e+00,1.555995464324951172e+00,1.040321935472544347e-03,-1.555161097498569678e+00,1.555161445459179781e+00
1.634695567190647125e-02,2.761266950983554125e-04,-1.140295982360839844e+00,1.140295982360839844e+00,1.081842597837792685e-03,-1.139449546375419065e+00,1.139450059949340011e+00
1.663886569440364838e-02,2.834783226717263460e-04,-7.116114497184753418e-01,7.116114497184753418e-01,1.110923565980910131e-03,-7.107171060465162782e-01,7.107179742895943786e-01
1.693077571690082550e-02,2.875978825613856316e-04,-2.748001813888549805e-01,2.748003005981445312e-01,1.126524663728454417e-03,-2.738646078196185774e-01,2.738669247536318907e-01
1.722268573939800262e-02,2.884157293010503054e-04,1.651681959629058838e-01,1.651684492826461792e-01,1.129348130287384250e-03,1.661249676874304027e-01,1.661288064013859422e-01
1.751459576189517975e-02,2.859458618331700563e-04,6.032384037971496582e-01,6.032384634017944336e-01,1.120200509070341886e-03,6.042163438042572610e-01,6.042173822138561246e-01
1.780650578439235687e-02,2.802162780426442623e-04,1.034444928169250488e+00,1.034444928169250488e+00,1.095649709632263080e-03,1.035388020321829972e+00,1.035388600031043715e+00
1.809841580688953400e-02,2.712692948989570141e-04,1.453777313232421875e+00,1.453777313232421875e+00,1.059475581196846986e-03,1.454736787217131289e+00,1.454737173021755314e+00
1.839032582938671112e-02,2.592300006654113531e-04,1.856520295143127441e+00,1.856520295143127441e+00,1.014179516226581266e-03,1.857470213631177369e+00,1.857470490502377336e+00
1.868223585188388824e-02,2.442352997604757547e-04,2.238110780715942383e+00,2.238110780715942383e+00,9.586559245963633281e-04,2.238978353484239570e+00,2.238978558716491651e+00
1.897414587438106537e-02,2.264372742502018809e-04,2.594016790390014648e+00,2.594016790390014648e+00,8.823658711416415426e-04,2.594890733511296066e+00,2.594890883531005610e+00
1.926605589687824249e-02,2.060573606286197901e-04,2.920325517654418945e+00,2.920325517654418945e+00,8.006787296190423552e-04,2.921158415630326743e+00,2.921158525361865266e+00
1.955796405673027039e-02,1.833282003644853830e-04,3.213350296020507812e+00,3.213350296020507812e+00,7.173329799509731196e-04,3.214051334548864158e+00,3.214051414598393830e+00
1.984987407922744751e-02,1.584952842677012086e-04,3.469512939453125000e+00,3.469512939453125000e+00,6.116988544771303658e-04,3.470210956981280237e+00,3.470211010893778258e+00
2.014178410172462463e-02,1.318549184361472726e-04,3.686082601547241211e+00,3.686082601547241211e+00,5.112339820763434680e-04,3.686726890583578164e+00,3.686726926029678886e+00
2.043369412422180176e-02,1.037109250319190323e-04,3.860637426376342773e+00,3.860637426376342773e+00,3.989223437284728359e-04,3.861112236707084477e+00,3.861112257315011398e+00
2.072560414671897888e-02,7.437728345394134521e-05,3.990916252136230469e+00,3.990916252136230469e+00,2.895419345397031493e-04,3.991380251694493175e+00,3.991380262196440487e+00
2.101751416921615601e-02,4.419539618538692594e-05,4.075642108917236328e+00,4.075642108917236328e+00,1.771831690470064286e-04,4.076039571008083229e+00,4.076039574859110282e+00
2.130942419171333313e-02,1.350931870547356084e-05,4.113908290863037109e+00,4.113908290863037109e+00,4.728541551241424230e-05,4.114122282455650037e+00,4.114122282727386448e+00
2.160133421421051025e-02,-1.733191493258345872e-05,4.105011463165283203e+00,4.105011463165283203e+00,-6.758963921072230958e-05,4.105195426089761845e+00,4.105195426646173651e+00
2.189324423670768738e-02,-4.797459769179113209e-05,4.049243927001953125e+00,4.049243927001953125e+00,-1.904538163899049659e-04,4.049360299181650191e+00,4.049360303660463067e+00
2.218515425920486450e-02,-7.807070505805313587e-05,3.947317123413085938e+00,3.947317123413085938e+00,-3.176446142465419323e-04,3.947257879486175458e+00,3.947257892266959445e+00
2.247706428170204163e-02,-1.072723753168247640e-04,3.800151586532592773e+00,3.800151586532592773e+00,-4.260673669867369234e-04,3.800047973740924956e+00,3.800047997626597063e+00
2.276897430419921875e-02,-1.352482795482501388e-04,3.609583377838134766e+00,3.609583377838134766e+00,-5.301765827324733194e-04,3.609415113792095120e+00,3.609415152730149678e+00
2.306088432669639587e-02,-1.616825757082551718e-04,3.377866983413696289e+00,3.377866983413696289e+00,-6.353017178416918041e-04,3.377542720984041402e+00,3.377542780732844641e+00
2.335279434919357300e-02,-1.862649223767220974e-04,3.107450723648071289e+00,3.107450723648071289e+00,-7.269113600059278531e-04,3.107071988106143934e+00,3.107072073137987278e+00
2.364470437169075012e-02,-2.087185712298378348e-04,2.801531791687011719e+00,2.801531791687011719e+00,-8.217689878085877040e-04,2.801108571124912849e+00,2.801108691667233419e+00
2.393661439418792725e-02,-2.287930110469460487e-04,2.463676452636718750e+00,2.463676452636718750e+00,-8.962912104996556984e-04,2.463126730465853065e+00,2.463126893538645223e+00
2.422852441668510437e-02,-2.462475968059152365e-04,2.097603321075439453e+00,2.097603321075439453e+00,-9.656113854131407551e-04,2.097006409649950331e+00,2.097006631968130641e+00
2.452043443918228149e-02,-2.608871727716177702e-04,1.707558393478393555e+00,1.707558393478393555e+00,-1.026695327872541611e-03,1.706931568437620284e+00,1.706931877208991200e+00
2.481234446167945862e-02,-2.725528029259294271e-04,1.298048377037048340e+00,1.298048377037048340e+00,-1.069171083199296464e-03,1.297338154013253364e+00,1.297338594579426241e+00
2.510425262153148651e-02,-2.810985024552792311e-04,8.736761212348937988e-01,8.736761212348937988e-01,-1.100821652755744513e-03,8.729206085302972928e-01,8.729213026414326393e-01
2.539616264402866364e-02,-2.864298003260046244e-04,4.393159449100494385e-01,4.393160641193389893e-01,-1.121727664818349341e-03,4.385360374604126976e-01,4.385374720869751886e-01
2.568807266652584076e-02,-2.884959685616195202e-04,-5.073423380963504314e-05,2.929230104200541973e-04,-1.129642632438698563e-03,-8.594800899649039389e-04,1.419435980264383912e-03
2.597998268902301788e-02,-2.872608311008661985e-04,-4.394236207008361816e-01,4.394237399101257324e-01,-1.124070915357815170e-03,-4.402451456752339287e-01,4.402465807090734651e-01
2.627189271152019501e-02,-2.827396965585649014e-04,-8.737637996673583984e-01,8.737637996673583984e-01,-1.106861182303326948e-03,-8.746081131922811558e-01,8.746088135866451063e-01
2.656380273401737213e-02,-2.749955165199935436e-04,-1.298143625259399414e+00,1.298143625259399414e+00,-1.075835916232754626e-03,-1.298969459040074215e+00,1.298969904555829835e+00
2.685571275651454926e-02,-2.641055034473538399e-04,-1.707679748535156250e+00,1.707679748535156250e+00,-1.032078539959856199e-03,-1.708488341309917002e+00,1.708488653043392036e+00
2.714762277901172638e-02,-2.501934068277478218e-04,-2.097669124603271484e+00,2.097669124603271484e+00,-9.762952918011004975e-04,-2.098485247970668599e+00,2.098485475075539952e+00
2.743953280150890350e-02,-2.334292803425341845e-04,-2.463745594024658203e+00,2.463745594024658203e+00,-9.136484921165485525e-04,-2.464510252738168816e+00,2.464510422093020736e+00
2.773144282400608063e-02,-2.139956923201680183e-04,-2.801654815673828125e+00,2.801654815673828125e+00,-8.361077030719955838e-04,-2.802367877831849263e+00,2.802368002561382632e+00
2.802335284650325775e-02,-1.921126240631565452e-04,-3.107487440109252930e+00,3.107487440109252930e+00,-7.487444913291415151e-04,-3.108204279714602780e+00,3.108204369898235342e+00
2.831526286900043488e-02,-1.680396089795976877e-04,-3.377896547317504883e+00,3.377896547317504883e+00,-6.525601945078174588e-04,-3.378525022157968571e+00,3.378525085178784249e+00
2.860717289149761200e-02,-1.420454500475898385e-04,-3.609698295593261719e+00,3.609698295593261719e+00,-5.555638402886551924e-04,-3.610245319498522232e+00,3.610245362245088074e+00
2.889908291399478912e-02,-1.144249181379564106e-04,-3.800159215927124023e+00,3.800159215927124023e+00,-4.528471110727478243e-04,-3.800711230561654830e+00,3.800711257539566290e+00
2.919099293649196625e-02,-8.550009079044684768e-05,-3.947300195693969727e+00,3.947300195693969727e+00,-3.304187382835778474e-04,-3.947743123609835258e+00,3.947743137437551120e+00
2.948290295898914337e-02,-5.559786950470879674e-05,-4.049340248107910156e+00,4.049340248107910156e+00,-2.092781556518170081e-04,-4.049669198734380693e+00,4.049669204141901346e+00
2.977481298148632050e-02,-2.505903466953895986e-05,-4.104989528656005859e+00,4.104989528656005859e+00,-9.548540562520514815e-05,-4.105322178204724004e+00,4.105322179315168185e+00
3.006672300398349762e-02,5.765287369285942987e-06,-4.113844394683837891e+00,4.113844394683837891e+00,1.931786218861108578e-05,-4.114064597699728765e+00,4.114064597745082708e+00
3.035863302648067474e-02,3.652427403721958399e-05,-4.075710773468017578e+00,4.075710773468017578e+00,1.494996144600645757e-04,-4.075797985911617793e+00,4.075797988653428128e+00
3.065054304897785187e-02,6.686439883196726441e-05,-3.990867853164672852e+00,3.990867853164672852e+00,2.700958675416528635e-04,-3.990959432357180869e+00,3.990959441496810367e+00
3.094245120882987976e-02,9.644187230151146650e-05,-3.860533952713012695e+00,3.860533952713012695e+00,3.782516895264873610e-04,-3.860515972854011491e+00,3.860515991384480206e+00
3.123436123132705688e-02,1.249189081136137247e-04,-3.686117649078369141e+00,3.686117649078369141e+00,4.984502400836014367e-04,-3.685965948869318609e+00,3.685965982571832722e+00
3.152627125382423401e-02,1.519635989097878337e-04,-3.469442605972290039e+00,3.469442605972290039e+00,5.988525256743245772e-04,-3.469291258216557594e+00,3.469291309902092557e+00
3.181818127632141113e-02,1.772756950231269002e-04,-3.213220596313476562e+00,3.213220596313476562e+00,6.992505937034972823e-04,-3.212978532483810046e+00,3.212978608573858974e+00
3.211009129881858826e-02,2.005647838814184070e-04,-2.920321702957153320e+00,2.920321702957153320e+00,7.856939721888686482e-04,-2.919947319834322208e+00,2.919947425540854180e+00
3.240200132131576538e-02,2.215537679148837924e-04,-2.593926906585693359e+00,2.593926906585693359e+00,8.640987791300018279e-04,-2.593550064227546414e+00,2.593550208174387972e+00
3.269391134381294250e-02,2.400167431915178895e-04,-2.237970352172851562e+00,2.237970352172851562e+00,9.421933664257149893e-04,-2.237530133776227004e+00,2.237530332148594869e+00
3.298582136631011963e-02,2.557415864430367947e-04,-1.856474876403808594e+00,1.856474876403808594e+00,1.001597795002553493e-03,-1.855928104564108061e+00,1.855928374832678251e+00
3.327773138880729675e-02,2.685323706828057766e-04,-1.453676342964172363e+00,1.453676342964172363e+00,1.052333463763424279e-03,-1.453127763596330224e+00,1.453128144638383690e+00
3.356964141130447388e-02,2.782617812044918537e-04,-1.034316301345825195e+00,1.034316301345825195e+00,1.092569496127834610e-03,-1.033730956928730960e+00,1.033731534307091637e+00
3.386155143380165100e-02,2.848177682608366013e-04,-6.031532883644104004e-01,6.031533479690551758e-01,1.116147138921505435e-03,-6.025071566930171318e-01,6.025081905258546922e-01
3.415346145629882812e-02,2.881048130802810192e-04,-1.650630235671997070e-01,1.650632768869400024e-01,1.128116934466407871e-03,-1.643985698592158318e-01,1.644024404307104226e-01
3.444537147879600525e-02,2.881075779441744089e-04,2.748971879482269287e-01,2.748973071575164795e-01,1.127890925383894394e-03,2.755806921052803560e-01,2.755830001998760825e-01
3.473728150129318237e-02,2.848257136065512896e-04,7.117309570312500000e-01,7.117309570312500000e-01,1.115585804591519813e-03,7.124188232537529419e-01,7.124196967083022969e-01
3.502919152379035950e-02,2.782735100481659174e-04,1.140398144721984863e+00,1.140398144721984863e+00,1.087674805279036658e-03,1.141101224509910583e+00,1.141101742884699677e+00
3.532110154628753662e-02,2.685493382159620523e-04,1.556052923202514648e+00,1.556052923202514648e+00,1.051258304754194763e-03,1.556759705776921354e+00,1.556760060726980033e+00
3.561301156878471375e-02,2.557637344580143690e-04,1.953976035118103027e+00,1.953976035118103027e+00,1.000090359300734267e-03,1.954622527699857226e+00,1.954622783549937681e+00
3.590492159128189087e-02,2.400417288299649954e-04,2.329473018646240234e+00,2.329473018646240234e+00,9.327833941643508611e-04,2.330144500951653708e+00,2.330144687653556534e+00
3.619683161377906799e-02,2.215831918874755502e-04,2.678397178649902344e+00,2.678397178649902344e+00,8.633401756225618333e-04,2.679054240377849005e+00,2.679054379485939386e+00
3.648874163627624512e-02,2.005985006690025330e-04,2.996794223785400391e+00,2.996794223785400391e+00,7.849864028577943197e-04,2.997350805858852496e+00,2.997350908650231016e+00
3.678065165877342224e-02,1.773114199750125408e-04,3.280805110931396484e+00,3.280805110931396484e+00,6.921582426730882309e-04,3.281392021531480907e+00,3.281392094531449199e+00
3.707256168127059937e-02,1.520025107311084867e-04,3.527385234832763672e+00,3.527385234832763672e+00,5.979947674229684016e-04,3.527942660393053043e+00,3.527942711073829063e+00
3.736447170376777649e-02,1.249605993507429957e-04,3.733758211135864258e+00,3.733758211135864258e+00,4.833168308380539737e-04,3.734173504954536593e+00,3.734173536232562984e+00
3.765638172626495361e-02,9.648472041590139270e-05,3.897302150726318359e+00,3.897302150726318359e+00,3.771517372444679428e-04,3.897742837590330023e+00,3.897742855837228237e+00
3.794829174876213074e-02,6.690863665426149964e-05,4.016370296478271484e+00,4.016370296478271484e+00,2.575202784012663019e-04,4.016771463393276953e+00,4.016771471648251435e+00
3.824020177125930786e-02,3.656963963294401765e-05,4.089655399322509766e+00,4.089655399322509766e+00,1.366830821989269108e-04,4.089902797769851439e+00,4.089902800053801357e+00
3.853211179375648499e-02,5.810700713482219726e-06,4.116043567657470703e+00,4.116043567657470703e+00,1.427072287535619142e-05,4.116300075881914822e+00,4.116300075906652367e+00
3.882402181625366211e-02,-2.501378912711516023e-05,4.095447063446044922e+00,4.095447063446044922e+00,-1.005112567188496021e-04,4.095662400565871053e+00,4.095662401799189389e+00
3.911592811346054077e-02,-5.555286770686507225e-05,4.028166294097900391e+00,4.028166294097900391e+00,-2.181405734888534605e-04,4.028226725736513636e+00,4.028226731642996938e+00
3.940783813595771790e-02,-8.545616583433002234e-05,3.914707183837890625e+00,3.914707183837890625e+00,-3.370859989290063961e-04,3.914762328480751563e+00,3.914762342993378219e+00
3.969974815845489502e-02,-1.143828922067768872e-04,3.756547689437866211e+00,3.756547689437866211e+00,-4.519951756919933549e-04,3.756566164539931307e+00,3.756566191732270354e+00
3.999165818095207214e-02,-1.420057669747620821e-04,3.555566549301147461e+00,3.555566549301147461e+00,-5.566062286827965118e-04,3.555440406589568170e+00,3.555440450158079635e+00
4.028356820344924927e-02,-1.680020213825628161e-04,3.313837528228759766e+00,3.313837528228759766e+00,-6.661213632052329124e-04,3.313697623086456101e+00,3.313697690038501342e+00
4.057547822594642639e-02,-1.920783688547089696e-04,3.034260034561157227e+00,3.034260034561157227e+00,-7.553258665439533965e-04,3.034081721037941826e+00,3.034081815056034692e+00
4.086738824844360352e-02,-2.139653806807473302e-04,2.720090866088867188e+00,2.720090866088867188e+00,-8.419768293065175860e-04,2.719801625823364599e+00,2.719801756149958560e+00
4.115929827094078064e-02,-2.334018790861591697e-04,2.374758243560791016e+00,2.374758243560791016e+00,-9.142630153308472802e-04,2.374437581576861689e+00,2.374437757592612996e+00
4.145120829343795776e-02,-2.501705894246697426e-04,2.002297163009643555e+00,2.002297163009643555e+00,-9.769971961379290970e-04,2.001940993755012776e+00,2.001941232154512917e+00
4.174311831593513489e-02,-2.640876336954534054e-04,1.607008218765258789e+00,1.607008218765258789e+00,-1.035837060688791621e-03,1.606583362138900739e+00,1.606583696064400657e+00
4.203502833843231201e-02,-2.749810519162565470e-04,1.193310618400573730e+00,1.193310618400573730e+00,-1.078543213507487464e-03,1.192861126667574601e+00,1.192861614257957115e+00
4.232693836092948914e-02,-2.827305288519710302e-04,7.659844756126403809e-01,7.659844756126403809e-01,-1.107082656359271522e-03,7.655009511660748611e-01,7.655017517081024181e-01
4.261884838342666626e-02,-2.872571931220591068e-04,3.299191296100616455e-01,3.299192488193511963e-01,-1.125646262745121562e-03,3.294091408887735994e-01,3.294110641441612142e-01
4.291075840592384338e-02,-2.884959394577890635e-04,-1.099288836121559143e-01,1.099292635917663574e-01,-1.129358102412523785e-03,-1.104621364323317562e-01,1.104679095254298832e-01
4.320266842842102051e-02,-2.864353009499609470e-04,-5.485062003135681152e-01,5.485062599182128906e-01,-1.120692918425675528e-03,-5.490634345649474390e-01,5.490645782864468361e-01
4.349457845091819763e-02,-2.811094745993614197e-04,-9.808373451232910156e-01,9.808373451232910156e-01,-1.100533358277534053e-03,-9.813985370092861427e-01,9.813991540742431630e-01
4.378648847341537476e-02,-2.725670929066836834e-04,-1.401952624320983887e+00,1.401952624320983887e+00,-1.068342995196595174e-03,-1.402521119968532570e+00,1.402521526863150347e+00
4.407839849591255188e-02,-2.609067014418542385e-04,-1.807016730308532715e+00,1.807016730308532715e+00,-1.019677194293043977e-03,-1.807599598048970524e+00,1.807599885651794303e+00
4.437030851840972900e-02,-2.462719858158379793e-04,-2.191486597061157227e+00,2.191486597061157227e+00,-9.597897216308321931e-04,-2.192034190372583513e+00,2.192034400496191360e+00
4.466221854090690613e-02,-2.288202231284230947e-04,-2.550897598266601562e+00,2.550897598266601562e+00,-8.954892939332970451e-04,-2.551424965097241149e+00,2.551425122244925348e+00
4.495412856340408325e-02,-2.087501488858833909e-04,-2.881104469299316406e+00,2.881104469299316406e+00,-8.087461708874087683e-04,-2.881652397847474845e+00,2.881652511336241673e+00
4.524603858590126038e-02,-1.863002980826422572e-04,-3.178471326828002930e+00,3.178471326828002930e+00,-7.259797200683487748e-04,-3.178961450796831123e+00,3.178961533692858055e+00
4.553794860839843750e-02,-1.617199450265616179e-04,-3.439502954483032227e+00,3.439502954483032227e+00,-6.328340363249081212e-04,-3.439947640737688772e+00,3.439947698947718902e+00
4.582985863089561462e-02,-1.352887193206697702e-04,-3.661148786544799805e+00,3.661148786544799805e+00,-5.291636229745671442e-04,-3.661620050426973805e+00,3.661620088663346984e+00
4.612176865339279175e-02,-1.073151142918504775e-04,-3.841061353683471680e+00,3.841061353683471680e+00,-4.232670492720974273e-04,-3.841457542226758282e+00,3.841457565545380870e+00
4.641367867588996887e-02,-7.811441173544153571e-05,-3.977077484130859375e+00,3.977077484130859375e+00,-3.014611097371296404e-04,-3.977394266968335756e+00,3.977394278392750060e+00
4.670558869838714600e-02,-4.801976683665998280e-05,-4.067539215087890625e+00,4.067539215087890625e+00,-1.874422429993197073e-04,-4.067888221569567975e+00,4.067888225888097509e+00
