# time	centerY	horizontalAxis	verticalAxis	xMax	yMin	yMax	weightedVolume	selectedCells
0.000103910273282	0.00037637535517	0.000972758999065	0.000955	0.000972758999065	1.70535714286e-05	0.000972053571429	5.81552884775e-12	674
0.000202302099551	0.0003795996237	0.000972758999065	0.000955	0.000972758999065	1.70535714286e-05	0.000972053571429	5.81552884775e-12	676
0.000296342287859	0.000384023133929	0.000972758999065	0.000955	0.000972758999065	1.70535714286e-05	0.000972053571429	5.81552884775e-12	675
0.000401150259505	0.000390152064738	0.000972758999065	0.000955	0.000972758999065	1.70535714286e-05	0.000972053571429	5.81552884775e-12	677
0.000499301030611	0.00039689543026	0.000938634234536	0.000955	0.000938634234536	1.70535714286e-05	0.000972053571429	5.81552884775e-12	676
0.000597491020915	0.000404492725965	0.000938634234536	0.000955	0.000938634234536	1.70535714286e-05	0.000972053571429	5.81552884775e-12	678
0.000701143998539	0.000413309113345	0.000938634234536	0.000989107142857	0.000938634234536	1.70535714286e-05	0.00100616071429	5.81552884775e-12	680
0.000802156088357	0.000422587101467	0.000904509743875	0.000989107142857	0.000904509743875	1.70535714286e-05	0.00100616071429	5.81552884775e-12	682
0.000898487423465	0.000432007968066	0.000904509743875	0.000989107142857	0.000904509743875	1.70535714286e-05	0.00100616071429	5.81552884775e-12	686
0.00100288120989	0.000442789424407	0.000904509743875	0.000989107142857	0.000904509743875	1.70535714286e-05	0.00100616071429	5.81552884775e-12	690
0.00110181981698	0.000453487710732	0.000904509743875	0.00102321428571	0.000904509743875	1.70535714286e-05	0.00104026785714	5.81552884775e-12	692
0.00119815265527	0.000464321416704	0.000870385559302	0.000989107142857	0.000870385559302	1.70535714286e-05	0.00100616071429	5.81552884775e-12	692
0.00129874212634	0.000476017051237	0.000870385559302	0.000989107142857	0.000870385559302	1.70535714286e-05	0.00100616071429	5.81552884775e-12	696
0.00140029829919	0.000488172264079	0.000870385559302	0.00102321428571	0.000870385559302	1.70535714286e-05	0.00104026785714	5.81552884775e-12	699
0.00150255233618	0.00050070180081	0.000836261718297	0.00102321428571	0.000836261718297	1.70535714286e-05	0.00104026785714	5.81552884775e-12	709
0.00160020586431	0.000512945530229	0.000836261718297	0.00109142857143	0.000836261718297	1.70535714286e-05	0.00110848214286	5.81552884775e-12	728
0.00170009087431	0.00052579655627	0.000836261718297	0.00115964285714	0.000836261718297	1.70535714286e-05	0.00117669642857	5.81552884775e-12	746
0.00180006901573	0.00053891344398	0.000836261718297	0.00122785714286	0.000836261718297	1.70535714286e-05	0.00124491071429	5.81552884775e-12	764
0.00189878212125	0.00055211197739	0.000802138264719	0.00126196428571	0.000802138264719	1.70535714286e-05	0.00127901785714	5.81552884775e-12	773
0.00200382150789	0.000566383383859	0.000802138264719	0.00133017857143	0.000802138264719	1.70535714286e-05	0.00134723214286	5.81552884775e-12	789
0.00210042724827	0.000579675157385	0.000802138264719	0.00136428571429	0.000802138264719	1.70535714286e-05	0.00138133928571	5.81552884775e-12	802
0.00220069227795	0.000593613180629	0.000802138264719	0.00139839285714	0.000802138264719	1.70535714286e-05	0.00141544642857	5.81552884775e-12	813
0.00229825666161	0.000607300003957	0.000802138264719	0.0014325	0.000802138264719	1.70535714286e-05	0.00144955357143	5.81552884775e-12	821
0.00240074732973	0.000621814015459	0.000768015250226	0.00146660714286	0.000768015250226	1.70535714286e-05	0.00148366071429	5.81552884775e-12	829
0.00250246180399	0.000636362207638	0.000768015250226	0.00150071428571	0.000768015250226	1.70535714286e-05	0.00151776785714	5.81552884775e-12	841
0.00260084890737	0.000650558370363	0.000768015250226	0.00153482142857	0.000768015250226	1.70535714286e-05	0.001551875	5.81552884775e-12	850
0.00269737486298	0.000664553321736	0.000768015250226	0.00156892857143	0.000768015250226	1.70535714286e-05	0.00158598214286	5.81552884775e-12	857
0.00280176369741	0.000679703047456	0.000768015250226	0.00156892857143	0.000768015250226	1.70535714286e-05	0.00158598214286	5.81552884775e-12	866
0.00289903844759	0.000693552370216	0.000733892736085	0.00160303571429	0.000733892736085	1.70535714286e-05	0.00162008928571	5.81552884775e-12	871
0.00300045525124	0.000706317176323	0.000733892736085	0.00160303571429	0.000733892736085	1.70535714286e-05	0.00162008928571	5.81552884775e-12	881
0.00310102561882	0.000717900553038	0.000733892736085	0.00163714285714	0.000733892736085	1.70535714286e-05	0.00165419642857	5.81552884775e-12	883
0.00320240651801	0.000728354484169	0.000699770795518	0.00163714285714	0.000699770795518	1.70535714286e-05	0.00165419642857	5.81552884775e-12	890
0.00329859078216	0.000737647478603	0.000699770795518	0.00167125	0.000699770795518	1.70535714286e-05	0.00168830357143	5.81552884775e-12	898
0.00339862506438	0.000747251662538	0.000699770795518	0.00167125	0.000699770795518	1.70535714286e-05	0.00168830357143	5.81552884775e-12	897
