time	WettedArea_bottom	maxU
4.3e-06	4.4383149167464e-06	1.2077089598681e-06
4.4e-06	4.4383149167501e-06	1.1821786205273e-06
4.5e-06	4.4383149167538e-06	1.1573219427432e-06
4.6e-06	4.4383149167573e-06	1.1331199451631e-06
4.7e-06	4.4383149167609e-06	1.1095552802925e-06
4.8e-06	4.4383149167643e-06	1.0866097271323e-06
4.9e-06	4.4383149167677e-06	1.0642658845172e-06
5e-06	4.438314916771e-06	1.0425066970907e-06
5.1e-06	4.4383149167742e-06	1.0213154597217e-06
5.2e-06	4.4383149167774e-06	1.0006758400258e-06
5.3e-06	4.4383149167806e-06	9.8057189236625e-07
5.4e-06	4.4383149167836e-06	9.6098806759663e-07
5.5e-06	4.4383149167867e-06	9.4190921876553e-07
5.6e-06	4.4383149167896e-06	9.2332060389964e-07
5.7e-06	4.4383149167926e-06	9.0520788365149e-07
5.8e-06	4.4383149167954e-06	8.8755711830218e-07
5.9e-06	4.4383149167983e-06	8.7035476393168e-07
6e-06	4.4383149168011e-06	8.535876674387e-07
6.1e-06	4.4383149168038e-06	8.3724306087822e-07
6.2e-06	4.4383149168065e-06	8.2130855492404e-07
6.3e-06	4.4383149168091e-06	8.0577213178539e-07
6.4e-06	4.4383149168118e-06	7.9062213725108e-07
6.5e-06	4.4383149168143e-06	7.7584727303263e-07
6.6e-06	4.4383149168169e-06	7.6143747290927e-07
6.7e-06	4.4383149168194e-06	7.4738062428926e-07
6.8e-06	4.4383149168219e-06	7.3366698825762e-07
6.9e-06	4.4383149168243e-06	7.2028787972171e-07
7e-06	4.4383149168267e-06	7.0723139982986e-07
7.1e-06	4.438314916829e-06	6.9448939639861e-07
7.2e-06	4.4383149168314e-06	6.8205275273949e-07
7.3e-06	4.4383149168337e-06	6.6991265410029e-07
7.4e-06	4.4383149168359e-06	6.5806059144801e-07
7.5e-06	4.4383149168382e-06	6.464883347204e-07
7.6e-06	4.4383149168404e-06	6.3518791942456e-07
7.7e-06	4.4383149168426e-06	6.2415164026245e-07
7.8e-06	4.4383149168447e-06	6.1337203908264e-07
7.9e-06	4.4383149168468e-06	6.0284014278208e-07
8e-06	4.4383149168489e-06	5.9255258366539e-07
8.1e-06	4.438314916851e-06	5.8250062652949e-07
8.2e-06	4.4383149168531e-06	5.7267775797094e-07
8.3e-06	4.4383149168551e-06	5.6307766867628e-07
8.4e-06	4.4383149168571e-06	5.5607161434667e-07
8.5e-06	4.4383149168591e-06	5.5006462146632e-07
8.6e-06	4.438314916861e-06	5.441216118723e-07
8.7e-06	4.4383149168629e-06	5.382434332108e-07
8.8e-06	4.4383149168648e-06	5.3242975828926e-07
8.9e-06	4.4383149168667e-06	5.2668061113987e-07
9e-06	4.4383149168686e-06	5.2099599779624e-07
9.1e-06	4.4383149168704e-06	5.1537584837679e-07
9.2e-06	4.4383149168722e-06	5.0982011101548e-07
9.3e-06	4.438314916874e-06	5.0432843900835e-07
9.4e-06	4.4383149168758e-06	4.9890083158841e-07
9.5e-06	4.4383149168776e-06	4.935368821397e-07
9.6e-06	4.4383149168793e-06	4.8823625430195e-07
9.7e-06	4.438314916881e-06	4.8299871306125e-07
9.8e-06	4.4383149168827e-06	4.7782391183868e-07
9.9e-06	4.4383149168844e-06	4.7271141120254e-07
1e-05	4.4383149168861e-06	4.676607867145e-07
1.01e-05	4.4383149168877e-06	4.626716386889e-07
1.02e-05	4.4383149168894e-06	4.5774352370674e-07
1.03e-05	4.438314916891e-06	4.5287596901858e-07
1.04e-05	4.4383149168926e-06	4.4806848399583e-07
1.05e-05	4.4383149168942e-06	4.4332056245253e-07
1.06e-05	4.4383149168957e-06	4.3863168330082e-07
1.07e-05	4.4383149168973e-06	4.3400131177205e-07
1.08e-05	4.4383149168988e-06	4.2942890088775e-07
1.09e-05	4.4383149169003e-06	4.2491389295348e-07
1.1e-05	4.4383149169018e-06	4.2045572084669e-07
1.11e-05	4.4383149169033e-06	4.1605380914988e-07
1.12e-05	4.4383149169048e-06	4.1170757516213e-07
1.13e-05	4.4383149169063e-06	4.0741642986754e-07
1.14e-05	4.4383149169077e-06	4.0317977880605e-07
1.15e-05	4.4383149169091e-06	3.9899702294507e-07
1.16e-05	4.4383149169105e-06	3.9486755949938e-07
1.17e-05	4.438314916912e-06	3.9079078281604e-07
1.18e-05	4.4383149169133e-06	3.867660849739e-07
1.19e-05	4.4383149169147e-06	3.8279285643588e-07
1.2e-05	4.4383149169161e-06	3.7887048675284e-07
1.21e-05	4.4383149169174e-06	3.749983650971e-07
1.22e-05	4.4383149169188e-06	3.7117588082852e-07
1.23e-05	4.4383149169201e-06	3.6740242400159e-07
1.24e-05	4.4383149169214e-06	3.6367738587106e-07
1.25e-05	4.4383149169227e-06	3.6000015934178e-07
1.26e-05	4.438314916924e-06	3.5637013938288e-07
1.27e-05	4.4383149169253e-06	3.5278672343372e-07
1.28e-05	4.4383149169266e-06	3.4924931177443e-07
1.29e-05	4.4383149169278e-06	3.4575730780456e-07
1.3e-05	4.4383149169291e-06	3.4231011834053e-07
1.31e-05	4.4383149169303e-06	3.3890715391408e-07
1.32e-05	4.4383149169315e-06	3.3554782902592e-07
1.33e-05	4.4383149169328e-06	3.3223156239796e-07
1.34e-05	4.438314916934e-06	3.2895777720587e-07
1.35e-05	4.4383149169352e-06	3.2572590127786e-07
1.36e-05	4.4383149169363e-06	3.225353672888e-07
1.37e-05	4.4383149169375e-06	3.19385612893e-07
1.38e-05	4.4383149169387e-06	3.1627608089392e-07
1.39e-05	4.4383149169398e-06	3.1320621938539e-07
1.4e-05	4.438314916941e-06	3.101754819209e-07
1.41e-05	4.4383149169421e-06	3.071833276126e-07
1.42e-05	4.4383149169432e-06	3.042292211526e-07
1.43e-05	4.4383149169444e-06	3.0131263291223e-07
1.44e-05	4.4383149169455e-06	2.9843303903415e-07
1.45e-05	4.4383149169466e-06	2.9558992150014e-07
1.46e-05	4.4383149169477e-06	2.9278276818771e-07
1.47e-05	4.4383149169487e-06	2.9001107290759e-07
1.48e-05	4.4383149169498e-06	2.8727433544528e-07
1.49e-05	4.4383149169509e-06	2.845720615978e-07
1.5e-05	4.4383149169519e-06	2.8190376318956e-07
1.51e-05	4.438314916953e-06	2.7926895814804e-07
1.52e-05	4.438314916954e-06	2.766671706338e-07
1.53e-05	4.438314916955e-06	2.740979308442e-07
1.54e-05	4.4383149169561e-06	2.715607750018e-07
1.55e-05	4.4383149169571e-06	2.6905524534206e-07
1.56e-05	4.4383149169581e-06	2.6658089010129e-07
1.57e-05	4.4383149169591e-06	2.6413726349565e-07
1.58e-05	4.4383149169601e-06	2.6172392571954e-07
1.59e-05	4.438314916961e-06	2.5934044291291e-07
1.6e-05	4.438314916962e-06	2.5698638714588e-07
1.61e-05	4.438314916963e-06	2.5466133641924e-07
1.62e-05	4.438314916964e-06	2.5236487458304e-07
1.63e-05	4.4383149169649e-06	2.5009659130454e-07
1.64e-05	4.4383149169658e-06	2.4785608201999e-07
1.65e-05	4.4383149169668e-06	2.4564294789521e-07
1.66e-05	4.4383149169677e-06	2.4345679578106e-07
1.67e-05	4.4383149169686e-06	2.4129723816531e-07
1.68e-05	4.4383149169696e-06	2.3916389312743e-07
1.69e-05	4.4383149169705e-06	2.3705638428292e-07
1.7e-05	4.4383149169714e-06	2.3499769552651e-07
1.71e-05	4.4383149169723e-06	2.3341257841446e-07
1.72e-05	4.4383149169732e-06	2.3183987214467e-07
1.73e-05	4.438314916974e-06	2.3027950759133e-07
1.74e-05	4.4383149169749e-06	2.2873141453495e-07
1.75e-05	4.4383149169758e-06	2.2719552173403e-07
1.76e-05	4.4383149169766e-06	2.2567175699426e-07
1.77e-05	4.4383149169775e-06	2.2416004723248e-07
1.78e-05	4.4383149169784e-06	2.226603185412e-07
1.79e-05	4.4383149169792e-06	2.2117249623855e-07
1.8e-05	4.43831491698e-06	2.1969650493433e-07
1.81e-05	4.4383149169809e-06	2.1823226859335e-07
1.82e-05	4.4383149169817e-06	2.1677971058498e-07
1.83e-05	4.4383149169825e-06	2.1533875374008e-07
1.84e-05	4.4383149169833e-06	2.1390932039516e-07
1.85e-05	4.4383149169841e-06	2.124913324479e-07
1.86e-05	4.4383149169849e-06	2.1108518316906e-07
1.87e-05	4.4383149169857e-06	2.0968947850437e-07
1.88e-05	4.4383149169865e-06	2.0830526210213e-07
1.89e-05	4.4383149169873e-06	2.0693269699918e-07
1.9e-05	4.4383149169881e-06	2.0557071160079e-07
1.91e-05	4.4383149169889e-06	2.0421993772445e-07
1.92e-05	4.4383149169897e-06	2.028797818569e-07
1.93e-05	4.4383149169904e-06	2.0155055198953e-07
1.94e-05	4.4383149169912e-06	2.002319264846e-07
1.95e-05	4.4383149169919e-06	1.989240285828e-07
1.96e-05	4.4383149169927e-06	1.9762665554753e-07
1.97e-05	4.4383149169934e-06	1.9633981200214e-07
1.98e-05	4.4383149169942e-06	1.9506335858348e-07
1.99e-05	4.4383149169949e-06	1.9379725017643e-07
2e-05	4.4383149169956e-06	1.9254138077917e-07
2.01e-05	4.4383149169963e-06	1.9129568646956e-07
2.02e-05	4.4383149169971e-06	1.900600771982e-07
2.03e-05	4.4383149169978e-06	1.8883447998202e-07
2.04e-05	4.4383149169985e-06	1.8761881100221e-07
2.05e-05	4.4383149169992e-06	1.8641299314936e-07
2.06e-05	4.4383149169999e-06	1.8521694527178e-07
2.07e-05	4.4383149170006e-06	1.840305895023e-07
2.08e-05	4.4383149170013e-06	1.8285350209457e-07
2.09e-05	4.438314917002e-06	1.8168655141098e-07
2.1e-05	4.4383149170026e-06	1.8052871488433e-07
2.11e-05	4.4383149170033e-06	1.7938050918869e-07
2.12e-05	4.438314917004e-06	1.782413994859e-07
2.13e-05	4.4383149170047e-06	1.771112584018e-07
2.14e-05	4.4383149170053e-06	1.7599079867374e-07
2.15e-05	4.438314917006e-06	1.7487909641386e-07
2.16e-05	4.4383149170066e-06	1.7377661837231e-07
2.17e-05	4.4383149170073e-06	1.7268286807947e-07
2.18e-05	4.4383149170079e-06	1.7159771513889e-07
2.19e-05	4.4383149170086e-06	1.7052182959613e-07
2.2e-05	4.4383149170092e-06	1.6945434375125e-07
2.21e-05	4.4383149170098e-06	1.6839569371019e-07
2.22e-05	4.4383149170105e-06	1.6734541251617e-07
2.23e-05	4.4383149170111e-06	1.6630337552966e-07
2.24e-05	4.4383149170117e-06	1.6527020465805e-07
2.25e-05	4.4383149170123e-06	1.6424508448256e-07
2.26e-05	4.4383149170129e-06	1.6322842208481e-07
2.27e-05	4.4383149170136e-06	1.6221953095159e-07
2.28e-05	4.4383149170142e-06	1.612192384011e-07
2.29e-05	4.4383149170148e-06	1.6022670469856e-07
2.3e-05	4.4383149170154e-06	1.5924234059708e-07
2.31e-05	4.438314917016e-06	1.5826547796588e-07
2.32e-05	4.4383149170165e-06	1.572969140534e-07
2.33e-05	4.4383149170171e-06	1.5633584726481e-07
2.34e-05	4.4383149170177e-06	1.5538266715389e-07
2.35e-05	4.4383149170183e-06	1.5443673400317e-07
2.36e-05	4.4383149170189e-06	1.5349880386864e-07
2.37e-05	4.4383149170194e-06	1.5256811220656e-07
2.38e-05	4.43831491702e-06	1.5164502939568e-07
2.39e-05	4.4383149170206e-06	1.5072894449278e-07
2.4e-05	4.4383149170211e-06	1.4982057731667e-07
2.41e-05	4.4383149170217e-06	1.4891919840579e-07
2.42e-05	4.4383149170222e-06	1.4802515989225e-07
2.43e-05	4.4383149170228e-06	1.4713787735172e-07
2.44e-05	4.4383149170233e-06	1.4625803623877e-07
2.45e-05	4.4383149170239e-06	1.4538494006383e-07
2.46e-05	4.4383149170244e-06	1.4451892377064e-07
2.47e-05	4.438314917025e-06	1.4365942826984e-07
2.48e-05	4.4383149170255e-06	1.4280710729329e-07
2.49e-05	4.438314917026e-06	1.4196129527065e-07
2.5e-05	4.4383149170266e-06	1.4112231123594e-07
2.51e-05	4.4383149170271e-06	1.402896198254e-07
2.52e-05	4.4383149170276e-06	1.3946384510338e-07
2.53e-05	4.4383149170281e-06	1.3864435077166e-07
2.54e-05	4.4383149170286e-06	1.3783144072953e-07
2.55e-05	4.4383149170291e-06	1.3702460237524e-07
2.56e-05	4.4383149170297e-06	1.3622443196646e-07
2.57e-05	4.4383149170302e-06	1.3543032061078e-07
2.58e-05	4.4383149170307e-06	1.3464234102687e-07
2.59e-05	4.4383149170312e-06	1.3386079187813e-07
2.6e-05	4.4383149170317e-06	1.3308513882325e-07
2.61e-05	4.4383149170321e-06	1.3236449010962e-07
2.62e-05	4.4383149170326e-06	1.3175903203194e-07
2.63e-05	4.4383149170331e-06	1.3115699275921e-07
2.64e-05	4.4383149170336e-06	1.3055835631323e-07
2.65e-05	4.4383149170341e-06	1.299629405945e-07
2.66e-05	4.4383149170346e-06	1.2937066209559e-07
2.67e-05	4.438314917035e-06	1.2878173412339e-07
2.68e-05	4.4383149170355e-06	1.2819614115279e-07
2.69e-05	4.438314917036e-06	1.2761359166054e-07
2.7e-05	4.4383149170365e-06	1.2703445400233e-07
2.71e-05	4.4383149170369e-06	1.2645837925134e-07
2.72e-05	4.4383149170374e-06	1.2588553299499e-07
2.73e-05	4.4383149170378e-06	1.2531570216809e-07
2.74e-05	4.4383149170383e-06	1.2474921494898e-07
2.75e-05	4.4383149170388e-06	1.2418575410286e-07
2.76e-05	4.4383149170392e-06	1.2362546237884e-07
2.77e-05	4.4383149170397e-06	1.2306813219893e-07
2.78e-05	4.4383149170401e-06	1.2251397911532e-07
2.79e-05	4.4383149170405e-06	1.2196298089724e-07
2.8e-05	4.438314917041e-06	1.2141487184722e-07
2.81e-05	4.4383149170414e-06	1.2086905972723e-07
2.82e-05	4.4383149170419e-06	1.2032688244959e-07
2.83e-05	4.4383149170423e-06	1.1978788912783e-07
2.84e-05	4.4383149170427e-06	1.1925184029768e-07
2.85e-05	4.4383149170431e-06	1.1871998440444e-07
2.86e-05	4.4383149170436e-06	1.1818871974348e-07
2.87e-05	4.438314917044e-06	1.1766162342785e-07
2.88e-05	4.4383149170444e-06	1.1713741866913e-07
2.89e-05	4.4383149170448e-06	1.1661620925097e-07
2.9e-05	4.4383149170452e-06	1.160989233224e-07
2.91e-05	4.4383149170457e-06	1.1558226630671e-07
2.92e-05	4.4383149170461e-06	1.1506964267315e-07
2.93e-05	4.4383149170465e-06	1.1455983137355e-07
2.94e-05	4.4383149170469e-06	1.1405398564151e-07
2.95e-05	4.4383149170473e-06	1.1354874138522e-07
2.96e-05	4.4383149170477e-06	1.130474118009e-07
2.97e-05	4.4383149170481e-06	1.1254882771245e-07
2.98e-05	4.4383149170485e-06	1.1205410993568e-07
2.99e-05	4.4383149170489e-06	1.1156000830853e-07
3e-05	4.4383149170493e-06	1.1106972429631e-07
3.01e-05	4.4383149170497e-06	1.1058212481379e-07
3.02e-05	4.4383149170501e-06	1.100973093719e-07
3.03e-05	4.4383149170504e-06	1.0961603298419e-07
3.04e-05	4.4383149170508e-06	1.0913680863509e-07
3.05e-05	4.4383149170512e-06	1.0865889380654e-07
3.06e-05	4.4383149170516e-06	1.0818463588784e-07
3.07e-05	4.438314917052e-06	1.0771301207553e-07
3.08e-05	4.4383149170523e-06	1.0724409262499e-07
3.09e-05	4.4383149170527e-06	1.0677867432068e-07
3.1e-05	4.4383149170531e-06	1.0631393332665e-07
3.11e-05	4.4383149170535e-06	1.0585275634032e-07
3.12e-05	4.4383149170538e-06	1.0539409989947e-07
3.13e-05	4.4383149170542e-06	1.0493894692664e-07
3.14e-05	4.4383149170545e-06	1.0448444119564e-07
3.15e-05	4.4383149170549e-06	1.0403339829612e-07
3.16e-05	4.4383149170553e-06	1.0358481381343e-07
3.17e-05	4.4383149170556e-06	1.03139641134e-07
3.18e-05	4.438314917056e-06	1.0269639218263e-07
3.19e-05	4.4383149170563e-06	1.022541031487e-07
3.2e-05	4.4383149170567e-06	1.0181532071711e-07
3.21e-05	4.438314917057e-06	1.0137894303464e-07
3.22e-05	4.4383149170574e-06	1.0094508202308e-07
3.23e-05	4.4383149170577e-06	1.0051433655413e-07
3.24e-05	4.4383149170581e-06	1.0008546026545e-07
3.25e-05	4.4383149170584e-06	9.9657786576322e-08
3.26e-05	4.4383149170587e-06	9.9233322366448e-08
3.27e-05	4.4383149170591e-06	9.8811200736612e-08
3.28e-05	4.4383149170594e-06	9.8391477430625e-08
3.29e-05	4.4383149170598e-06	9.7974825765495e-08
3.3e-05	4.4383149170601e-06	9.7559987920448e-08
3.31e-05	4.4383149170604e-06	9.7146127269105e-08
3.32e-05	4.4383149170607e-06	9.6735487782074e-08
3.33e-05	4.4383149170611e-06	9.6327088326543e-08
3.34e-05	4.4383149170614e-06	9.5921021654865e-08
3.35e-05	4.4383149170617e-06	9.5517833431566e-08
3.36e-05	4.438314917062e-06	9.5116405601366e-08
3.37e-05	4.4383149170624e-06	9.4716109456949e-08
3.38e-05	4.4383149170627e-06	9.4318783996822e-08
3.39e-05	4.438314917063e-06	9.3923634060024e-08
3.4e-05	4.4383149170633e-06	9.3530712899347e-08
3.41e-05	4.4383149170636e-06	9.3140571954699e-08
3.42e-05	4.4383149170639e-06	9.2752138050131e-08
3.43e-05	4.4383149170642e-06	9.2364793647723e-08
3.44e-05	4.4383149170646e-06	9.1980310959137e-08
3.45e-05	4.4383149170649e-06	9.1597922568629e-08
3.46e-05	4.4383149170652e-06	9.1217683029077e-08
3.47e-05	4.4383149170655e-06	9.0840167009709e-08
3.48e-05	4.4383149170658e-06	9.0464304869372e-08
3.49e-05	4.4383149170661e-06	9.0111707642309e-08
3.5e-05	4.4383149170664e-06	8.9778176031726e-08
3.51e-05	4.4383149170667e-06	8.9446068277127e-08
3.52e-05	4.438314917067e-06	8.9115504766142e-08
3.53e-05	4.4383149170673e-06	8.8785957852732e-08
3.54e-05	4.4383149170675e-06	8.8458234995042e-08
3.55e-05	4.4383149170678e-06	8.8132738606377e-08
3.56e-05	4.4383149170681e-06	8.7808142511645e-08
3.57e-05	4.4383149170684e-06	8.7484944981907e-08
3.58e-05	4.4383149170687e-06	8.7163255105604e-08
3.59e-05	4.438314917069e-06	8.6842564597513e-08
3.6e-05	4.4383149170693e-06	8.6523645847065e-08
3.61e-05	4.4383149170696e-06	8.6206511779989e-08
3.62e-05	4.4383149170698e-06	8.5891082607923e-08
3.63e-05	4.4383149170701e-06	8.5576676887831e-08
3.64e-05	4.4383149170704e-06	8.5263083062001e-08
3.65e-05	4.4383149170707e-06	8.495121900198e-08
3.66e-05	4.4383149170709e-06	8.4641598810236e-08
3.67e-05	4.4383149170712e-06	8.4332854440383e-08
3.68e-05	4.4383149170715e-06	8.4025452756237e-08
3.69e-05	4.4383149170717e-06	8.3719033118202e-08
3.7e-05	4.438314917072e-06	8.3414298819752e-08
3.71e-05	4.4383149170723e-06	8.3111625069792e-08
3.72e-05	4.4383149170726e-06	8.2809814594389e-08
3.73e-05	4.4383149170728e-06	8.2509299318824e-08
3.74e-05	4.4383149170731e-06	8.220976717559e-08
3.75e-05	4.4383149170733e-06	8.191188636855e-08
3.76e-05	4.4383149170736e-06	8.161568950488e-08
3.77e-05	4.4383149170739e-06	8.1321072812703e-08
3.78e-05	4.4383149170741e-06	8.1027435617221e-08
3.79e-05	4.4383149170744e-06	8.0734558870789e-08
3.8e-05	4.4383149170746e-06	8.0443285594441e-08
3.81e-05	4.4383149170749e-06	8.0154109715504e-08
3.82e-05	4.4383149170751e-06	7.9865754716996e-08
3.83e-05	4.4383149170754e-06	7.9578654046606e-08
3.84e-05	4.4383149170756e-06	7.9292881269951e-08
3.85e-05	4.4383149170759e-06	7.9008008675849e-08
3.86e-05	4.4383149170761e-06	7.8724690467489e-08
3.87e-05	4.4383149170764e-06	7.8442962088554e-08
3.88e-05	4.4383149170766e-06	7.8162729483993e-08
3.89e-05	4.4383149170769e-06	7.7883429467396e-08
3.9e-05	4.4383149170771e-06	7.760488081032e-08
3.91e-05	4.4383149170773e-06	7.7327847918439e-08
3.92e-05	4.4383149170776e-06	7.7052784739671e-08
3.93e-05	4.4383149170778e-06	7.6778516973406e-08
3.94e-05	4.4383149170781e-06	7.6505443897773e-08
3.95e-05	4.4383149170783e-06	7.6233271447852e-08
3.96e-05	4.4383149170785e-06	7.5962574142697e-08
3.97e-05	4.4383149170788e-06	7.5693365767792e-08
3.98e-05	4.438314917079e-06	7.5425578564076e-08
3.99e-05	4.4383149170792e-06	7.5158708635739e-08
4e-05	4.4383149170795e-06	7.4892545106932e-08
4.01e-05	4.4383149170797e-06	7.4627820500497e-08
4.02e-05	4.4383149170799e-06	7.4364976218431e-08
4.03e-05	4.4383149170801e-06	7.4102893103306e-08
4.04e-05	4.4383149170804e-06	7.3841950842016e-08
4.05e-05	4.4383149170806e-06	7.3581870939377e-08
4.06e-05	4.4383149170808e-06	7.3323191089202e-08
4.07e-05	4.438314917081e-06	7.3065929958619e-08
4.08e-05	4.4383149170813e-06	7.2810017647696e-08
4.09e-05	4.4383149170815e-06	7.2554982671986e-08
4.1e-05	4.4383149170817e-06	7.2300628022545e-08
4.11e-05	4.4383149170819e-06	7.2047638755517e-08
4.12e-05	4.4383149170821e-06	7.1796168835609e-08
4.13e-05	4.4383149170824e-06	7.1545684456684e-08
4.14e-05	4.4383149170826e-06	7.1296567664617e-08
4.15e-05	4.4383149170828e-06	7.104802255888e-08
4.16e-05	4.438314917083e-06	7.0800805955081e-08
4.17e-05	4.4383149170832e-06	7.0554906799969e-08
4.18e-05	4.4383149170834e-06	7.0310287551488e-08
4.19e-05	4.4383149170836e-06	7.0066544434281e-08
4.2e-05	4.4383149170838e-06	6.9823432103931e-08
4.21e-05	4.438314917084e-06	6.9581615205262e-08
4.22e-05	4.4383149170842e-06	6.9341499863086e-08
4.23e-05	4.4383149170845e-06	6.9102078481962e-08
4.24e-05	4.4383149170847e-06	6.8863690762935e-08
4.25e-05	4.4383149170849e-06	6.8626091534726e-08
4.26e-05	4.4383149170851e-06	6.8389752233745e-08
4.27e-05	4.4383149170853e-06	6.8154647083219e-08
4.28e-05	4.4383149170855e-06	6.7920901119386e-08
4.29e-05	4.4383149170857e-06	6.7687531500423e-08
4.3e-05	4.4383149170859e-06	6.7455629381481e-08
4.31e-05	4.4383149170861e-06	6.7224649901705e-08
4.32e-05	4.4383149170863e-06	6.6994401450835e-08
4.33e-05	4.4383149170865e-06	6.6765367476046e-08
4.34e-05	4.4383149170866e-06	6.6537523246221e-08
4.35e-05	4.4383149170868e-06	6.6311029676231e-08
4.36e-05	4.438314917087e-06	6.6084858370343e-08
4.37e-05	4.4383149170872e-06	6.5860114476533e-08
4.38e-05	4.4383149170874e-06	6.5636262889131e-08
4.39e-05	4.4383149170876e-06	6.5413118025115e-08
4.4e-05	4.4383149170878e-06	6.519114341538e-08
4.41e-05	4.438314917088e-06	6.497031536348e-08
4.42e-05	4.4383149170882e-06	6.4750787599505e-08
4.43e-05	4.4383149170884e-06	6.4531574300313e-08
4.44e-05	4.4383149170885e-06	6.4313736842651e-08
4.45e-05	4.4383149170887e-06	6.4096763259191e-08
4.46e-05	4.4383149170889e-06	6.3880724371496e-08
4.47e-05	4.4383149170891e-06	6.3665401353211e-08
4.48e-05	4.4383149170893e-06	6.3451200217366e-08
4.49e-05	4.4383149170895e-06	6.3238098375982e-08
4.5e-05	4.4383149170896e-06	6.3026221615258e-08
4.51e-05	4.4383149170898e-06	6.2814668482034e-08
4.52e-05	4.43831491709e-06	6.260443063773e-08
4.53e-05	4.4383149170902e-06	6.2395021250052e-08
4.54e-05	4.4383149170904e-06	6.2186273513857e-08
4.55e-05	4.4383149170905e-06	6.1978606485712e-08
4.56e-05	4.4383149170907e-06	6.1771998538431e-08
4.57e-05	4.4383149170909e-06	6.1566603989827e-08
4.58e-05	4.438314917091e-06	6.1361498644868e-08
4.59e-05	4.4383149170912e-06	6.1157664947839e-08
4.6e-05	4.4383149170914e-06	6.0954632087142e-08
4.61e-05	4.4383149170916e-06	6.0752236209829e-08
4.62e-05	4.4383149170917e-06	6.0550881733672e-08
4.63e-05	4.4383149170919e-06	6.0350547922165e-08
4.64e-05	4.4383149170921e-06	6.0151385641803e-08
4.65e-05	4.4383149170922e-06	5.9952504830118e-08
4.66e-05	4.4383149170924e-06	5.9754849693681e-08
4.67e-05	4.4383149170926e-06	5.9557968567377e-08
4.68e-05	4.4383149170927e-06	5.9361923902905e-08
4.69e-05	4.4383149170929e-06	5.9166522136122e-08
4.7e-05	4.4383149170931e-06	5.897211884854e-08
4.71e-05	4.4383149170932e-06	5.8778694257493e-08
4.72e-05	4.4383149170934e-06	5.858637416681e-08
4.73e-05	4.4383149170936e-06	5.8394342125837e-08
4.74e-05	4.4383149170937e-06	5.8203482120088e-08
4.75e-05	4.4383149170939e-06	5.8013364071409e-08
4.76e-05	4.438314917094e-06	5.7823840281337e-08
4.77e-05	4.4383149170942e-06	5.7635278489074e-08
4.78e-05	4.4383149170944e-06	5.7447659740021e-08
4.79e-05	4.4383149170945e-06	5.7261134212633e-08
4.8e-05	4.4383149170947e-06	5.7074866340057e-08
4.81e-05	4.4383149170948e-06	5.688973159757e-08
4.82e-05	4.438314917095e-06	5.6705313839355e-08
4.83e-05	4.4383149170951e-06	5.6521467575952e-08
4.84e-05	4.4383149170953e-06	5.6338548534042e-08
4.85e-05	4.4383149170954e-06	5.6156538525602e-08
