theta_deg,SPL_sim_dB,SPL_analytic_dB,directivity_sim,directivity_analytic,p_far_abs_sim_pa,p_far_abs_analytic_pa,p_far_real,p_far_imag,r_far_m
9.250000000000000000e+00,1.179190333411501967e+02,1.182080450086901777e+02,2.423677495735647169e-01,2.441608996563344736e-01,2.225853929335539760e+01,2.301162265962645392e+01,-1.745439081235203815e+01,1.381255996705632505e+01,4.000000000000000000e+00
9.500000000000000000e+00,1.169524756808862520e+02,1.172429466030120579e+02,2.168437690666523143e-01,2.184847837843672536e-01,1.991447114057706713e+01,2.059170574974367796e+01,-1.545450399970630961e+01,1.255963641718734536e+01,4.000000000000000000e+00
9.750000000000000000e+00,1.158958279618121310e+02,1.161860362003141489e+02,1.920058944282306002e-01,1.934530922531761954e-01,1.763341349336340613e+01,1.823252440310420752e+01,-1.350862573554561941e+01,1.133376822442056131e+01,4.000000000000000000e+00
1.000000000000000000e+01,1.147315547085725882e+02,1.150184278660510699e+02,1.679194096509314948e-01,1.691201127045397767e-01,1.542136189492419263e+01,1.593919510940580153e+01,-1.162100936179650112e+01,1.013758078178704203e+01,4.000000000000000000e+00
1.025000000000000000e+01,1.134360216279332434e+02,1.137139668654923241e+02,1.446519340527659125e-01,1.455365948268339538e-01,1.328452635979141050e+01,1.371650091409367533e+01,-9.795609725585103789e+00,8.973553961949265911e+00,4.000000000000000000e+00
1.050000000000000000e+01,1.119764934504278528e+02,1.122349254267278553e+02,1.222778617893350156e-01,1.227496146527251170e-01,1.122973908919050068e+01,1.156887862871937855e+01,-8.036072697690462618e+00,7.844015273361405249e+00,4.000000000000000000e+00
1.075000000000000000e+01,1.103063031894365906e+02,1.105239450291380194e+02,1.008877235834370889e-01,1.008024569142571686e-01,9.265314232401667738e+00,9.500407743168960195e+00,-6.345726260739972702e+00,6.751133686196710393e+00,4.000000000000000000e+00
1.100000000000000000e+01,1.083572844404129114e+02,1.084874498955155673e+02,8.060971493493006290e-02,7.973451572759650274e-02,7.403024991824321610e+00,7.514801065420710025e+00,-4.727573185919847099e+00,5.696914147268428152e+00,4.000000000000000000e+00
1.125000000000000000e+01,1.060303561928613050e+02,1.059567096058603397e+02,6.166531764701536911e-02,5.958121378284343683e-02,5.663211785802058529e+00,5.615397105364316133e+00,-3.184285307949638710e+00,4.683192800688801505e+00,4.000000000000000000e+00
1.150000000000000000e+01,1.032036514889450416e+02,1.025765453693111340e+02,4.453543901109537767e-02,4.037394011798153132e-02,4.090040118454029816e+00,3.805154210133750325e+00,-1.718199399139908268e+00,3.711632928423649780e+00,4.000000000000000000e+00
1.175000000000000000e+01,9.992270419389816993e+01,9.735807754388416413e+01,3.052518980135968812e-02,2.214000646078685339e-02,2.803368591019850253e+00,2.086646449429156114e+00,-3.313146344979412961e-01,2.783721622232388171e+00,4.000000000000000000e+00
1.200000000000000178e+01,9.756157848796327414e+01,8.426309092426932068e+01,2.325959174702015714e-02,4.902622028877121757e-03,2.136111498990135527e+00,4.620612404774356308e-01,9.747083687407194219e-01,1.900767195640930884e+00,4.000000000000000000e+00
1.225000000000000000e+01,9.872555865562974020e+01,9.153077090669083304e+01,2.659506744909734613e-02,1.131911341343880793e-02,2.442434502390316453e+00,1.066801306344271394e+00,2.198546962168227203e+00,1.063897341667649821e+00,4.000000000000000000e+00
1.250000000000000000e+01,1.014711417349076328e+02,9.892278228086325953e+01,3.648213533313077878e-02,2.651019853174483784e-02,3.350441815162072512e+00,2.498527348576095264e+00,3.339214360903769219e+00,2.740580389635672853e-01,4.000000000000000000e+00
1.275000000000000000e+01,1.038793058988542839e+02,1.026378064635629528e+02,4.813804607357397708e-02,4.065970180758471386e-02,4.420895898564165094e+00,3.832086614875793273e+00,4.396056062704427170e+00,-4.679867941524772923e-01,4.000000000000000000e+00
1.300000000000000000e+01,1.057652653763474859e+02,1.050638235275587107e+02,5.981173935992529361e-02,5.376071579234247694e-02,5.492983093209515388e+00,5.066828093548557455e+00,5.368744839532656243e+00,-1.161654901542207963e+00,4.000000000000000000e+00
1.325000000000000000e+01,1.072445083861960029e+02,1.068203993987147555e+02,7.091671052446425760e-02,6.581029476560996960e-02,6.512840056243467401e+00,6.202474156986573561e+00,6.257274356471793197e+00,-1.806544554128107549e+00,4.000000000000000000e+00
1.350000000000000000e+01,1.084231931304210406e+02,1.081628074628447536e+02,8.122370948641093047e-02,7.680937640873700123e-02,7.459412947210666722e+00,7.239113179575040746e+00,7.061951479223735006e+00,-2.402432688360657931e+00,4.000000000000000000e+00
1.375000000000000000e+01,1.093751366522130297e+02,1.092211826648124031e+02,9.063167280615129495e-02,8.676268817361235119e-02,8.323420314491711380e+00,8.177190713157678204e+00,7.783387337246630899e+00,-2.949272332302004695e+00,4.000000000000000000e+00
1.400000000000000000e+01,1.101505260779385367e+02,1.100708224662114390e+02,9.909448095159612002e-02,9.567863909109317055e-02,9.100626638224715848e+00,9.017499290221426378e+00,8.422487214856284155e+00,-3.447189336829026729e+00,4.000000000000000000e+00
1.425000000000000178e+01,1.107841528551988972e+02,1.107591349284894875e+02,1.065935205091092103e-01,1.035691978226221666e-01,9.789322502039171425e+00,9.761166930532134245e+00,8.980439347315234855e+00,-3.896478432908715650e+00,4.000000000000000000e+00
1.450000000000000178e+01,1.113007798577881431e+02,1.113178180366119250e+02,1.131259283514153419e-01,1.104497578121834273e-01,1.038924496240785444e+01,1.040964443200581968e+01,9.458702703021364400e+00,-4.297598639330258763e+00,4.000000000000000000e+00
1.475000000000000178e+01,1.117184752627555611e+02,1.117690284942767107e+02,1.186989634492560536e-01,1.163389904436789440e-01,1.090106066778446703e+01,1.096469153111744887e+01,9.858993836414573053e+00,-4.651168048593489424e+00,4.000000000000000000e+00
1.499999999999999822e+01,1.120507030047329664e+02,1.121287799160554073e+02,1.233270415685809446e-01,1.212586871508733316e-01,1.132609353149245024e+01,1.142836202211380225e+01,1.018327289909164080e+01,-4.957958021881676558e+00,4.000000000000000000e+00
1.525000000000000000e+01,1.123076647394370156e+02,1.124089393884894292e+02,1.270300298920281346e-01,1.252335914631443059e-01,1.166616811338424675e+01,1.180298792769838911e+01,1.043372889889401200e+01,-5.218886827104733506e+00,4.000000000000000000e+00
1.550000000000000000e+01,1.124971837269219463e+02,1.126184615163384422e+02,1.298321800910763879e-01,1.282912220003024351e-01,1.192351163545407289e+01,1.209116281668622150e+01,1.061276429839938729e+01,-5.435012756878132123e+00,4.000000000000000000e+00
1.575000000000000000e+01,1.126253009814381159e+02,1.127641825102502366e+02,1.317614035508327397e-01,1.304616874536662918e-01,1.210068742002196274e+01,1.229572436638097166e+01,1.072297904530289081e+01,-5.607526765970261451e+00,4.000000000000000000e+00
1.600000000000000000e+01,1.126966854410052719e+02,1.128513476055255040e+02,1.328487386695131056e-01,1.317774946083840604e-01,1.220054596764958710e+01,1.241973626910503903e+01,1.076715412765390312e+01,-5.737744670171033512e+00,4.000000000000000000e+00
1.625000000000000000e+01,1.127149203403652962e+02,1.128839697649743101e+02,1.331279303362397082e-01,1.322733504737201304e-01,1.222618633727444681e+01,1.246646958341841582e+01,1.074823474683912750e+01,-5.827098950643998521e+00,4.000000000000000000e+00
1.650000000000000000e+01,1.126827046302157385e+02,1.128650773637943701e+02,1.326350772973323155e-01,1.319859595937350194e-01,1.218092376107909303e+01,1.243938363110031808e+01,1.066931320055711652e+01,-5.877130209688986362e+00,4.000000000000000000e+00
1.675000000000000000e+01,1.126019941316522477e+02,1.127968859513050148e+02,1.314083220681908359e-01,1.309538176105862206e-01,1.206826116665711268e+01,1.234210654094866122e+01,1.053361156689078015e+01,-5.889478325328044050e+00,4.000000000000000000e+00
1.700000000000000000e+01,1.124740982539371856e+02,1.126809159008704455e+02,1.294875685557469736e-01,1.292170021467017316e-01,1.189186324405889295e+01,1.217841553988924197e+01,1.034446427894399712e+01,-5.865873353308145077e+00,4.000000000000000000e+00
1.725000000000000000e+01,1.122997423377133259e+02,1.125180695846975709e+02,1.269142185994417416e-01,1.268169620604911729e-01,1.165553225027463746e+01,1.195221709079443784e+01,1.010530067741918536e+01,-5.808126225913441409e+00,4.000000000000000000e+00
1.750000000000000000e+01,1.120791017328132284e+02,1.123086764026430018e+02,1.237309222288374005e-01,1.237963061132683479e-01,1.136318507342392259e+01,1.166752697480991152e+01,9.819627625989051367e+00,-5.718119297443598370e+00,4.000000000000000000e+00
1.775000000000000000e+01,1.118118107950282223e+02,1.120525102907753023e+02,1.199813386351508554e-01,1.201985920628810683e-01,1.101883128088907782e+01,1.132845041389750840e+01,9.491012271415876000e+00,-5.597796786284123804e+00,4.000000000000000000e+00
1.800000000000000000e+01,1.114969475676906541e+02,1.117487814680182368e+02,1.157099062456558580e-01,1.160681171724347593e-01,1.062655200343666451e+01,1.093916232674761169e+01,9.123065027106701308e+00,-5.449155163227264786e+00,4.000000000000000000e+00
1.825000000000000000e+01,1.111329926014993248e+02,1.113961016184213406e+02,1.109616212090061699e-01,1.114497110907390343e-01,1.019047959178010032e+01,1.050388780822111912e+01,8.719422855221274915e+00,-5.274233535058114875e+00,4.000000000000000000e+00
1.850000000000000000e+01,1.107177577804203565e+02,1.109924190069561973e+02,1.057818242508826861e-01,1.063885320249825794e-01,9.714778041855037571e+00,1.002688291907663221e+01,8.283732918590482441e+00,-5.075104071442203768e+00,4.000000000000000000e+00
1.875000000000000000e+01,1.102482777085675281e+02,1.105349167050263475e+02,1.002159963830941830e-01,1.009298670859874042e-01,9.203624233177121639e+00,9.512415868953969067e+00,7.819636669613129420e+00,-4.853862521823920417e+00,4.000000000000000000e+00
1.900000000000000000e+01,1.097206515180819792e+02,1.100198625007780464e+02,9.430956446334820553e-02,9.511893764252263295e-02,8.661190071864375284e+00,8.964748671450442075e+00,7.330754438979190546e+00,-4.612618867449262972e+00,4.000000000000000000e+00
1.925000000000000000e+01,1.091298158197513288e+02,1.094423921491596587e+02,8.810771824123155016e-02,8.900071047393255663e-02,8.091625688528663929e+00,8.388119345675359995e+00,6.820670582604459575e+00,-4.353488151683786000e+00,4.000000000000000000e+00
1.950000000000000000e+01,1.084692180846990226e+02,1.087961965772679491e+02,8.165524149083240590e-02,8.261971546010199452e-02,7.499043929854421364e+00,7.786724733934065057e+00,6.292919240535857384e+00,-4.078581529647292925e+00,4.000000000000000000e+00
1.975000000000000000e+01,1.077303406087133055e+02,1.080730651866994378e+02,7.499636148976833450e-02,7.601987049491365500e-02,6.887506535072301261e+00,7.164704000210046608e+00,5.750970756858111876e+00,-3.789997575781084649e+00,4.000000000000000000e+00
2.000000000000000000e+01,1.069019917876900081e+02,1.072622050520341617e+02,6.817462420705400206e-02,6.924431425422135356e-02,6.261012673478076884e+00,6.526122868917744846e+00,5.198218804850431418e+00,-3.489813885345813826e+00,4.000000000000000000e+00
2.025000000000000000e+01,1.059692203543966258e+02,1.063491964267261949e+02,6.123280875627553493e-02,6.233524739234148904e-02,5.623491087993887305e+00,5.874958658024469926e+00,4.637968256767610598e+00,-3.180079003100817037e+00,4.000000000000000000e+00
2.050000000000000000e+01,1.049115907842853659e+02,1.053143298805787254e+02,5.421290786374215187e-02,5.533378268253528326e-02,4.978798301404768978e+00,5.215086155123609402e+00,4.073423832774673237e+00,-2.862804709485839538e+00,4.000000000000000000e+00
2.075000000000000000e+01,1.037003185260919480e+02,1.041298327453618242e+02,4.715623134157607976e-02,4.827980455728801690e-02,4.330728119107446261e+00,4.550264379417812144e+00,3.507679558684611010e+00,-2.539958691635368027e+00,4.000000000000000000e+00
2.100000000000000000e+01,1.022932397346411761e+02,1.027549624515814344e+02,4.010376530571687498e-02,4.121183844376106326e-02,3.683044618928806191e+00,3.884124266875475406e+00,2.943709057312740462e+00,-2.213457623474045288e+00,4.000000000000000000e+00
2.125000000000000000e+01,1.006253439799419596e+02,1.011266418946537442e+02,3.309713202076294825e-02,3.416693022896581666e-02,3.039570301237286110e+00,3.220157310091021241e+00,2.384356693481122669e+00,-1.885160676020878334e+00,4.000000000000000000e+00
2.150000000000000000e+01,9.858932183891995749e+01,9.913968305467669495e+01,2.618118233389500615e-02,2.718053612833918470e-02,2.404424172567659834e+00,2.561705178642670333e+00,1.832329587969086848e+00,-1.556863475928673690e+00,4.000000000000000000e+00
2.175000000000000000e+01,9.599092774612343248e+01,9.659863228920387712e+01,1.941196728016335651e-02,2.028642317084376756e-02,1.782753840917673527e+00,1.911950340034096252e+00,1.290190511084974734e+00,-1.230292527171082506e+00,4.000000000000000000e+00
2.200000000000000000e+01,9.243337377713578462e+01,9.307185935382925379e+01,1.288818769310399147e-02,1.351658045379263220e-02,1.183623781183072321e+00,1.273907695658709871e+00,7.603516619888163186e-01,-9.071001077571085869e-01,4.000000000000000000e+00
2.225000000000000000e+01,8.706306615311032715e+01,8.723294102252695836e+01,6.945067498567902321e-03,6.901141261650043171e-03,6.378202466453073427e-01,6.504172406695551967e-01,2.450693354852901407e-01,-5.888596503713587893e-01,4.000000000000000000e+00
2.250000000000000000e+01,8.246301816917336680e+01,6.386530417553687755e+01,4.089536340435512632e-03,4.683160853692473497e-04,3.755743306828026040e-01,4.413775120061873974e-02,-2.535605262834609297e-01,-2.770616129648592052e-01,4.000000000000000000e+00
2.275000000000000000e+01,8.828418763054317253e+01,8.565643055103207359e+01,7.993418381075248144e-03,5.755663477293775088e-03,7.340985648314934942e-01,5.424585029040362993e-01,-7.336059039567451867e-01,2.689015744589809409e-02,4.000000000000000000e+00
2.300000000000000000e+01,9.280876239748178591e+01,9.185275889922083081e+01,1.345740377626428869e-02,1.174659001435478765e-02,1.235899377155413870e+00,1.107090026814846695e+00,-1.193301403589363652e+00,3.216815671511100705e-01,4.000000000000000000e+00
2.325000000000000000e+01,9.578018645304464940e+01,9.530650145779117111e+01,1.894665233233977161e-02,1.748231491114123418e-02,1.740020304512190918e+00,1.647669362777538060e+00,-1.631050106322036175e+00,6.060909261666692638e-01,4.000000000000000000e+00
2.350000000000000000e+01,9.792075230878560888e+01,9.766744063573982260e+01,2.424157197370097397e-02,2.294277245679099408e-02,2.226294477126996352e+00,2.162305362097105110e+00,-2.045424583260289086e+00,8.789911109224241015e-01,4.000000000000000000e+00
2.375000000000000000e+01,9.955937773528094681e+01,9.943173763427532208e+01,2.927467282493473669e-02,2.810999366908620289e-02,2.688523768201068975e+00,2.649304488097704358e+00,-2.435167097192928232e+00,1.139351245635446208e+00,4.000000000000000000e+00
2.400000000000000355e+01,1.008623142307276055e+02,1.008164037175517933e+02,3.401252506614648591e-02,3.296811010568716227e-02,3.123638054085522420e+00,3.107171175322986478e+00,-2.799189016047184175e+00,1.386237910811843443e+00,4.000000000000000000e+00
2.425000000000000000e+01,1.019238040226194641e+02,1.019359234679541260e+02,3.843380341544663098e-02,3.750334797163927536e-02,3.529678866189892350e+00,3.534607274181708725e+00,-3.136569466042799181e+00,1.618815889196654423e+00,4.000000000000000000e+00
2.450000000000000000e+01,1.028020562918113114e+02,1.028580795976112654e+02,4.252320380324341870e-02,4.170401287182481931e-02,3.905240711271139809e+00,3.930510613900171091e+00,-3.446553255358763668e+00,1.836348461198317406e+00,4.000000000000000000e+00
2.475000000000000000e+01,1.035353923256105304e+02,1.036262857500202301e+02,4.626928406257192761e-02,4.556046559269311125e-02,4.249272765020180032e+00,4.293972720004056498e+00,-3.728548101757453992e+00,2.038197263373477064e+00,4.000000000000000000e+00
2.500000000000000000e+01,1.041502914112337663e+02,1.042699745558929436e+02,4.966354699754681190e-02,4.906508933003764922e-02,4.560994663016293416e+00,4.624275725609196641e+00,-3.982121200022127994e+00,2.223821724958508383e+00,4.000000000000000000e+00
2.525000000000000000e+01,1.046657469458290421e+02,1.048099706564117923e+02,5.269998730617125177e-02,5.221224880871210006e-02,4.839854891080303645e+00,4.920888518545571522e+00,-4.206995167230854094e+00,2.392778098698284506e+00,4.000000000000000000e+00
2.550000000000000000e+01,1.050957852608601399e+02,1.052614987942227742e+02,5.537483260122464529e-02,5.499824176595035502e-02,5.085507001183019682e+00,5.183462168767949407e+00,-4.403043405831974511e+00,2.544718103335039228e+00,4.000000000000000000e+00
2.575000000000000000e+01,1.054510012850448533e+02,1.056359745116305078e+02,5.768637217419006480e-02,5.742124329233430635e-02,5.297793885488061960e+00,5.411824682615689497e+00,-4.570284926171107820e+00,2.679387196119263237e+00,4.000000000000000000e+00
2.600000000000000000e+01,1.057395360488589944e+02,1.059421234686330848e+02,5.963482728117973364e-02,5.948124354344228037e-02,5.476735863686793770e+00,5.605975132273908201e+00,-4.708878671560713158e+00,2.796622494566211259e+00,4.000000000000000000e+00
2.625000000000000355e+01,1.059677212323835533e+02,1.061867091997075647e+02,6.122224132631819832e-02,6.117997935080710104e-02,5.622520597673499765e+00,5.766077210258125696e+00,-4.819117390172950266e+00,2.896350367444419316e+00,4.000000000000000000e+00
2.650000000000000000e+01,1.061405165033213649e+02,1.063750215820216880e+02,6.245237926793596045e-02,6.252086027306270888e-02,5.735493853223886163e+00,5.892452259899033429e+00,-4.901421098968708812e+00,2.978583715619448569e+00,4.000000000000000000e+00
2.675000000000000000e+01,1.062618130097269642e+02,1.065112130739987748e+02,6.333063079892037317e-02,6.350888963709845625e-02,5.816150608284164747e+00,5.985571833646604389e+00,-4.956330185543418310e+00,3.043418963947520428e+00,4.000000000000000000e+00
2.700000000000000000e+01,1.063346474299187463e+02,1.065985345763254486e+02,6.386391449586525937e-02,6.415058112474794627e-02,5.865126250232561844e+00,6.046049831550726061e+00,-4.984498194197947818e+00,3.091032785850786890e+00,4.000000000000000000e+00
2.725000000000000000e+01,1.063613542703294144e+02,1.066395028513418879e+02,6.406058153579391456e-02,6.445387146309491944e-02,5.883187733427672761e+00,6.074634272516394873e+00,-4.986684342688706195e+00,3.121678582611787878e+00,4.000000000000000000e+00
2.750000000000000000e+01,1.063436740760081989e+02,1.066360196928352053e+02,6.393031835640693161e-02,6.442802977598241498e-02,5.871224639732393946e+00,6.072198750884724383e+00,-4.963745816029820901e+00,3.135682739699159782e+00,4.000000000000000000e+00
2.775000000000000000e+01,1.062828289716230046e+02,1.065894558385114834e+02,6.348404808086031970e-02,6.408356415088126146e-02,5.830240125574928101e+00,6.039733630567764244e+00,-4.916629883362392484e+00,3.133440682682833156e+00,4.000000000000000000e+00
2.800000000000000000e+01,1.061795728974077235e+02,1.065007080244349424e+02,6.273383078988262196e-02,6.343212596903206879e-02,5.761341763151865081e+00,5.978337028376804696e+00,-4.846365883327332647e+00,3.115412755440075010e+00,4.000000000000000000e+00
2.825000000000000000e+01,1.060342211407593851e+02,1.063702345128050410e+02,6.169276288095505711e-02,6.248641253786699212e-02,5.665732297789056737e+00,5.889205637344322675e+00,-4.754057122540791269e+00,3.082119943452758193e+00,4.000000000000000000e+00
