theta_deg,SPL_sim_dB,SPL_analytic_dB,directivity_sim,directivity_analytic,p_far_abs_sim_pa,p_far_abs_analytic_pa,p_far_real,p_far_imag,r_far_m
0.000000000000000000e+00,1.303819490253227400e+02,1.304545226783565113e+02,1.000000000000000000e+00,1.000000000000000000e+00,9.346358703169846649e+01,9.424777960769380059e+01,-7.273226907749409520e+01,5.869803349066194897e+01,4.000000000000000000e+00
2.500000000000000000e-01,1.303750066623300654e+02,1.304475854558079106e+02,9.992010502535887406e-01,9.992016415964334319e-01,9.338891432254079916e+01,9.417253610082650539e+01,-7.267214475049405564e+01,5.865363326944123656e+01,4.000000000000000000e+00
5.000000000000000000e-01,1.303541690333357224e+02,1.304267632239332215e+02,9.968068193088641671e-01,9.968091762358659569e-01,9.316514091026455446e+01,9.394705155280470876e+01,-7.249197285015293346e+01,5.852057205053742450e+01,4.000000000000000000e+00
7.500000000000001110e-01,1.303194044344317888e+02,1.303920242053804373e+02,9.928251508813509263e-01,9.928304223215044244e-01,9.279299989665830140e+01,9.357206283077070452e+01,-7.219235574379510467e+01,5.829926759387770119e+01,4.000000000000000000e+00
1.000000000000000000e+00,1.302706597447661920e+02,1.303433151541747179e+02,9.872690806608817038e-01,9.872783734246851628e-01,9.227370964405325537e+01,9.304879454997214339e+01,-7.177429446596059393e+01,5.799041425432849195e+01,4.000000000000000000e+00
1.250000000000000000e+00,1.302078599998283437e+02,1.302805609248216570e+02,9.801567807578440705e-01,9.801711428316594032e-01,9.160896858307015123e+01,9.237895384741959504e+01,-7.123918436750004446e+01,5.759498012420242219e+01,4.000000000000000000e+00
1.500000000000000222e+00,1.301309077834717414e+02,1.302036638582544583e+02,9.715114823273917066e-01,9.715318863035176111e-01,9.080094798080055796e+01,9.156472310218096311e+01,-7.058880905557238350e+01,5.711420305255069252e+01,4.000000000000000000e+00
1.750000000000000000e+00,1.300396824277069356e+02,1.301125029734205327e+02,9.613613767685786904e-01,9.613887034409032140e-01,8.985228270652351057e+01,9.060875063922473771e+01,-6.982533265546996404e+01,5.654958556104530487e+01,4.000000000000000000e+00
2.000000000000000000e+00,1.299340390055823775e+02,1.300069329495025556e+02,9.497394960050195012e-01,9.497745181531632719e-01,8.876606004230657732e+01,8.951413946390290732e+01,-6.895129043382874556e+01,5.590288868157148983e+01,4.000000000000000000e+00
2.250000000000000000e+00,1.298138070982880663e+02,1.298867828794746515e+02,9.366835724608472136e-01,9.367269388366417093e-01,8.754580659585663227e+01,8.828443408406548087e+01,-6.796957783109893114e+01,5.517612474595618721e+01,4.000000000000000000e+00
2.500000000000000000e+00,1.296787893128067140e+02,1.297518547707540506e+02,9.222358794495197909e-01,9.222880989683848174e-01,8.619547338268516512e+01,8.692360548637121553e+01,-6.688343795927698920e+01,5.437154916325938814e+01,4.000000000000000000e+00
2.750000000000000000e+00,1.295287595208247922e+02,1.296019217629274465e+02,9.064430527931884862e-01,9.065044789189944385e-01,8.471941915401461642e+01,8.543603434254470130e+01,-6.569644762843412877e+01,5.349165122519617199e+01,4.000000000000000000e+00
3.000000000000000444e+00,1.293634607829727372e+02,1.294367260256749148e+02,8.893558945863407894e-01,8.894267098811626804e-01,8.312239205582450552e+01,8.382649253007603818e+01,-6.441250197327380533e+01,5.253914398451114209e+01,4.000000000000000000e+00
3.250000000000000000e+00,1.291826029145087489e+02,1.292559762917850037e+02,8.710291601088363533e-01,8.711093608980585712e-01,8.140950971297944250e+01,8.210012306011923044e+01,-6.303579775760913151e+01,5.151695325588941188e+01,4.000000000000000000e+00
3.500000000000000000e+00,1.289858596389375975e+02,1.290593449701711961e+02,8.515213289801610852e-01,8.516107100576770783e-01,7.958623784048482719e+01,8.026241851306757269e+01,-6.157081544142919682e+01,5.042820579278706106e+01,4.000000000000000000e+00
3.749999999999999556e+00,1.287728652643066027e+02,1.288464647715803437e+02,8.308943617282142924e-01,8.309925009950942520e-01,7.765836749153250196e+01,7.831919808943190731e+01,-6.002230010115718528e+01,4.927621669747524180e+01,4.000000000000000000e+00
4.000000000000000000e+00,1.285432108024542117e+02,1.286169247645906637e+02,8.092134430225425001e-01,8.093196859138442889e-01,7.563199105915776954e+01,7.627658339017597200e+01,-5.839524129926782336e+01,4.806447612502196876e+01,4.000000000000000000e+00
4.250000000000000000e+00,1.282964394335327540e+02,1.283702657607062747e+02,7.865467128933173457e-01,7.866601563999942037e-01,7.351347715500091340e+01,7.414097304654059428e+01,-5.669485200447983431e+01,4.679663534495798416e+01,4.000000000000000000e+00
4.500000000000000000e+00,1.280320411956706721e+02,1.281059749037698907e+02,7.629649873241778346e-01,7.630844633575966096e-01,7.130944449491201453e+01,7.191901632458205995e+01,-5.492654666806452468e+01,4.547649222723610762e+01,4.000000000000000000e+00
4.750000000000000000e+00,1.277494467513367908e+02,1.278234793090768306e+02,7.385414696696418480e-01,7.386655274417879280e-01,6.902673492698706070e+01,6.961758583413453039e+01,-5.309591856579957181e+01,4.410797622125181761e+01,4.000000000000000000e+00
5.000000000000000000e+00,1.274480200460196784e+02,1.275221385595127543e+02,7.133514544072744323e-01,7.134783414056021789e-01,6.667238574318297140e+01,6.724374947565810601e+01,-5.120871651809020619e+01,4.269513289893431818e+01,4.000000000000000000e+00
5.250000000000000000e+00,1.271270496288111644e+02,1.272012358170864843e+02,6.874720247925563132e-01,6.875996658084375657e-01,6.425360142105705563e+01,6.480474176143754050e+01,-4.927082110359002343e+01,4.124210813421271382e+01,4.000000000000000000e+00
5.500000000000000000e+00,1.267857383450700723e+02,1.268599672447136300e+02,6.609817460427769298e-01,6.611077195578917154e-01,6.177772494763309652e+01,6.230793464983722174e+01,-4.728822048336711248e+01,3.975313199260994423e+01,4.000000000000000000e+00
5.750000000000000000e+00,1.264231910339889851e+02,1.264974293499385425e+02,6.339603557385775634e-01,6.340818667722782909e-01,5.925220888321906898e+01,5.976080803278874498e+01,-4.526698595408529258e+01,3.823250240532614441e+01,4.000000000000000000e+00
6.000000000000000888e+00,1.260383997622510037e+02,1.261126037523121113e+02,6.064884532028480546e-01,6.066023014585553153e-01,5.668458632964456712e+01,5.717092001738575391e+01,-4.321324734915971533e+01,3.668456870270208015e+01,4.000000000000000000e+00
6.250000000000000000e+00,1.256302259901435434e+02,1.257043387292173406e+02,5.786471897040145196e-01,5.787497314996049580e-01,5.408244197554888899e+01,5.454587714238672902e+01,-4.113316840684430531e+01,3.511371508189924384e+01,4.000000000000000000e+00
6.500000000000000000e+00,1.251973788858192904e+02,1.252713266964430119e+02,5.505179614450972370e-01,5.506050634359151985e-01,5.145338340203706906e+01,5.189330466958840304e+01,-3.903292222343197437e+01,3.352434408331553328e+01,4.000000000000000000e+00
6.750000000000000000e+00,1.247383887586144624e+02,1.248120765084180448e+02,5.221821074579086064e-01,5.222490895098209629e-01,4.880501284678796026e+01,4.922081708844035575e+01,-3.691866690845019860e+01,3.192086014940766248e+01,4.000000000000000000e+00
7.000000000000000000e+00,1.242515742468355029e+02,1.243248790871389815e+02,4.937206147488488739e-01,4.937621784157340543e-01,4.614489964592270610e+01,4.653598896994088818e+01,-3.479652155655380596e+01,3.030765333866288103e+01,4.000000000000000000e+00
7.250000000000000888e+00,1.237350014297963838e+02,1.238077643608578455e+02,4.652138333784735513e-01,4.652239711674570621e-01,4.348055360431903438e+01,4.384632630280658816e+01,-3.267254264835006694e+01,2.868908326576168122e+01,4.000000000000000000e+00
7.499999999999999112e+00,1.231864323789492914e+02,1.232584467405867201e+02,4.367412046648406210e-01,4.367130834539693640e-01,4.081939959252116523e+01,4.115923844116609587e+01,-3.055270098895367425e+01,2.706946333737531063e+01,4.000000000000000000e+00
7.750000000000000000e+00,1.226032597283200545e+02,1.226742552703621811e+02,4.083810064830352138e-01,4.083068158083189569e-01,3.816875374151977951e+01,3.848201078862167179e+01,-2.844285928935274654e+01,2.545304535074065200e+01,4.000000000000000000e+00
8.000000000000000000e+00,1.219824224897845397e+02,1.220520429738634363e+02,3.802101208613426486e-01,3.800808728607787401e-01,3.553580172145669280e+01,3.582177833848255943e+01,-2.634875049117438550e+01,2.384400451980586055e+01,4.000000000000000000e+00
8.250000000000000000e+00,1.213202963419907263e+02,1.213880674876230046e+02,3.523038310396979789e-01,3.521090928876134951e-01,3.292757977397960190e+01,3.318550018433678162e+01,-2.427595693054804471e+01,2.224642499095004311e+01,4.000000000000000000e+00
8.500000000000000000e+00,1.206125486249289338e+02,1.206778313200421593e+02,3.247356583693121745e-01,3.244631888010771625e-01,3.035095946829611080e+01,3.057993510893346212e+01,-2.222989043134644049e+01,2.066428590724792613e+01,4.000000000000000000e+00
8.750000000000000000e+00,1.198539436861500604e+02,1.199158641425506033e+02,2.975772548179823063e-01,2.972125016550461463e-01,2.781263765433439872e+01,2.801161835263611977e+01,-2.021577341217095025e+01,1.910144807701923142e+01,4.000000000000000000e+00
9.000000000000000000e+00,1.190380770596106430e+02,1.190954198639789468e+02,2.708983761319299632e-01,2.704237676644980493e-01,2.531913395435242364e+01,2.548683965552580588e+01,-1.823862108519696434e+01,1.756164129883794445e+01,4.000000000000000000e+00
9.250000000000000000e+00,1.181570055166264694e+02,1.182080450086901777e+02,2.447669772517184483e-01,2.441608996563344736e-01,2.287679968085174664e+01,2.301162265962645392e+01,-1.630322481830268799e+01,1.604845239148304614e+01,4.000000000000000000e+00
9.500000000000000000e+00,1.172007213451488070e+02,1.172429466030120579e+02,2.192495022029541107e-01,2.184847837843672536e-01,2.049184493080236535e+01,2.059170574974367796e+01,-1.441413672495370868e+01,1.456531397335434264e+01,4.000000000000000000e+00
9.750000000000000000e+00,1.161563880434821669e+02,1.161860362003141489e+02,1.944114999054523396e-01,1.934530922531761954e-01,1.817039614137628334e+01,1.823252440310420752e+01,-1.257565553899219601e+01,1.311549403183719775e+01,4.000000000000000000e+00
1.000000000000000000e+01,1.150072017095122021e+02,1.150184278660510699e+02,1.703188178981647760e-01,1.691201127045397767e-01,1.591860765976112546e+01,1.593919510940580153e+01,-1.079181382404126310e+01,1.170208631879963157e+01,4.000000000000000000e+00
1.025000000000000000e+01,1.137306522053239490e+02,1.137139668654923241e+02,1.470398865641741326e-01,1.455365948268339538e-01,1.374287523502176001e+01,1.371650091409367533e+01,-9.066366559516220391e+00,1.032800160407909651e+01,4.000000000000000000e+00
1.050000000000000000e+01,1.122958093950338565e+02,1.122349254267278553e+02,1.246502111431893045e-01,1.227496146527251170e-01,1.165025585770106353e+01,1.156887862871937855e+01,-7.402781137431296621e+00,8.995959814338288396e+00,4.000000000000000000e+00
1.075000000000000000e+01,1.106590532897338051e+02,1.105239450291380194e+02,1.032417157143469683e-01,1.008024569142571686e-01,9.649341081969739164e+00,9.500407743168960195e+00,-5.804228796311743821e+00,7.708483080104311824e+00,4.000000000000000000e+00
1.100000000000000000e+01,1.087576325413749743e+02,1.084874498955155673e+02,8.294384726591466639e-02,7.973451572759650274e-02,7.752229487681720599e+00,7.514801065420710025e+00,-4.273577510574900984e+00,6.467889709232094830e+00,4.000000000000000000e+00
1.125000000000000000e+01,1.065023913582014501e+02,1.059567096058603397e+02,6.397674150995466547e-02,5.958121378284343683e-02,5.979495748120124077e+00,5.615397105364316133e+00,-2.813386345840688474e+00,5.276289100383319663e+00,4.000000000000000000e+00
1.150000000000000000e+01,1.037876563714106339e+02,1.025765453693111340e+02,4.680425828598754057e-02,4.037394011798153132e-02,4.374493867766490851e+00,3.805154210133750325e+00,-1.425901282815558835e+00,4.135577605461126183e+00,4.000000000000000000e+00
1.175000000000000000e+01,1.006537629240420131e+02,9.735807754388416413e+01,3.262801812863447976e-02,2.214000646078685339e-02,3.049531612037464257e+00,2.086646449429156114e+00,-1.130525046269807432e-01,3.047435345337679458e+00,4.000000000000000000e+00
1.200000000000000178e+01,9.822481178542980729e+01,8.426309092426932068e+01,2.466852246774966714e-02,4.902622028877121757e-03,2.305608596607930050e+00,4.620612404774356308e-01,1.123546865043361320e+00,2.013323978599475872e+00,4.000000000000000000e+00
1.225000000000000000e+01,9.894899084634276676e+01,9.153077090669083304e+01,2.681341259807635408e-02,1.131911341343880793e-02,2.506077721977149508e+00,1.066801306344271394e+00,2.282600593066544725e+00,1.034485418516102762e+00,4.000000000000000000e+00
1.250000000000000000e+01,1.015087762856717006e+02,9.892278228086325953e+01,3.600322155510037037e-02,2.651019853174483784e-02,3.364990231236645979e+00,2.498527348576095264e+00,3.363127764352713100e+00,1.119414889930412105e-01,4.000000000000000000e+00
1.275000000000000000e+01,1.038952666986297118e+02,1.026378064635629528e+02,4.738772763702111396e-02,4.065970180758471386e-02,4.429027006237145514e+00,3.832086614875793273e+00,4.364459839700878696e+00,-7.535054940849152949e-01,4.000000000000000000e+00
1.300000000000000000e+01,1.057952441375677921e+02,1.050638235275587107e+02,5.897456627992276462e-02,5.376071579234247694e-02,5.511974508160230712e+00,5.066828093548557455e+00,5.286236384494062968e+00,-1.561271233917845169e+00,4.000000000000000000e+00
1.325000000000000000e+01,1.072934646958638041e+02,1.068203993987147555e+02,7.007704552536518638e-02,6.581029476560996960e-02,6.549652043384265099e+00,6.202474156986573561e+00,6.128399514884656618e+00,-2.310987078148467599e+00,4.000000000000000000e+00
1.350000000000000000e+01,1.084898495412133599e+02,1.081628074628447536e+02,8.042573263764117575e-02,7.680937640873700123e-02,7.516877461966287477e+00,7.239113179575040746e+00,6.891187113881051651e+00,-3.002496784294109489e+00,4.000000000000000000e+00
1.375000000000000000e+01,1.094572664743652126e+02,1.092211826648124031e+02,8.990127943274806022e-02,8.676268817361235119e-02,8.402496054523691527e+00,8.177190713157678204e+00,7.575124875103880662e+00,-3.635852454771592690e+00,4.000000000000000000e+00
1.400000000000000000e+01,1.102460967947476291e+02,1.100708224662114390e+02,9.844811124052806062e-02,9.567863909109317055e-02,9.201313613035425831e+00,9.017499290221426378e+00,8.181017236898002309e+00,-4.211309674555983484e+00,4.000000000000000000e+00
1.425000000000000178e+01,1.108915191477035478e+02,1.107591349284894875e+02,1.060421455235876914e-01,1.035691978226221666e-01,9.911079297171871971e+00,9.761166930532134245e+00,8.709937273958349380e+00,-4.729321887812236724e+00,4.000000000000000000e+00
1.450000000000000178e+01,1.114186569809068459e+02,1.113178180366119250e+02,1.126770317319114173e-01,1.104497578121834273e-01,1.053119956174895222e+01,1.040964443200581968e+01,9.163215617605885654e+00,-5.190534052931827347e+00,4.000000000000000000e+00
1.475000000000000178e+01,1.118458726589976635e+02,1.117690284942767107e+02,1.183576085917431020e-01,1.163389904436789440e-01,1.106212665147808316e+01,1.096469153111744887e+01,9.542428479368737726e+00,-5.595775618220783620e+00,4.000000000000000000e+00
1.499999999999999822e+01,1.121868621746067447e+02,1.121287799160554073e+02,1.230964865769880734e-01,1.212586871508733316e-01,1.150503918648462687e+01,1.142836202211380225e+01,9.849384855520460391e+00,-5.946052863067314398e+00,4.000000000000000000e+00
1.525000000000000000e+01,1.124520099008778260e+02,1.124089393884894292e+02,1.269121039121520467e-01,1.252335914631443059e-01,1.186166046936938123e+01,1.180298792769838911e+01,1.008611299274036988e+01,-6.242540651711779631e+00,4.000000000000000000e+00
1.550000000000000000e+01,1.126492847206310302e+02,1.126184615163384422e+02,1.298275270551347560e-01,1.282912220003024351e-01,1.213414637402777352e+01,1.209116281668622150e+01,1.025484619706777956e+01,-6.486573648762177235e+00,4.000000000000000000e+00
1.575000000000000000e+01,1.127848460440166178e+02,1.127641825102502366e+02,1.318696492171276824e-01,1.304616874536662918e-01,1.232501043644456118e+01,1.229572436638097166e+01,1.035800806981265509e+01,-6.679637047337473099e+00,4.000000000000000000e+00
1.600000000000000000e+01,1.128634615589842838e+02,1.128513476055255040e+02,1.330686119323507000e-01,1.317774946083840604e-01,1.243706979252656808e+01,1.241973626910503903e+01,1.039819725508534631e+01,-6.823356862169268844e+00,4.000000000000000000e+00
