z_m,z_over_rayleigh,p_sim_pa,p_analytic_pa,p_sim_over_p0,p_analytic_over_p0
2.526401728391647339e-02,2.758332900702953339e-02,6.187110595703125000e+02,6.183370971679687500e+02,1.503185272216796875e+00,1.502276659011840820e+00
2.571514248847961426e-02,2.807586826384067535e-02,6.040329589843750000e+02,6.011322631835937500e+02,1.467524170875549316e+00,1.460476756095886230e+00
2.616626769304275513e-02,2.856840752065181732e-02,5.868770141601562500e+02,5.834444580078125000e+02,1.425843119621276855e+00,1.417503476142883301e+00
2.661739289760589600e-02,2.906094677746295929e-02,5.674047241210937500e+02,5.652987670898437500e+02,1.378534317016601562e+00,1.373417735099792480e+00
2.706851810216903687e-02,2.955348789691925049e-02,5.493895874023437500e+02,5.467208862304687500e+02,1.334765791893005371e+00,1.328281998634338379e+00
2.751964330673217773e-02,3.004602715373039246e-02,5.329793701171875000e+02,5.277369384765625000e+02,1.294896364212036133e+00,1.282159686088562012e+00
2.797076851129531860e-02,3.053856641054153442e-02,5.132476196289062500e+02,5.083728332519531250e+02,1.246957302093505859e+00,1.235113739967346191e+00
2.842189557850360870e-02,3.103110939264297485e-02,4.926240844726562500e+02,4.886524963378906250e+02,1.196851491928100586e+00,1.187202334403991699e+00
2.887302078306674957e-02,3.152364864945411682e-02,4.733107910156250000e+02,4.686019897460937500e+02,1.149929046630859375e+00,1.138488769531250000e+00
2.932414598762989044e-02,3.201618790626525879e-02,4.554742431640625000e+02,4.482451171875000000e+02,1.106594324111938477e+00,1.089030861854553223e+00
2.977527119219303131e-02,3.250872716307640076e-02,4.338081665039062500e+02,4.276070251464843750e+02,1.053955674171447754e+00,1.038889765739440918e+00
3.022639639675617218e-02,3.300127014517784119e-02,4.123591613769531250e+02,4.067116394042968750e+02,1.001844406127929688e+00,9.881234765052795410e-01
3.067752160131931305e-02,3.349380940198898315e-02,3.920527954101562500e+02,3.855827026367187500e+02,9.525092244148254395e-01,9.367898106575012207e-01
3.112864680588245392e-02,3.398634865880012512e-02,3.728872680664062500e+02,3.642428588867187500e+02,9.059457182884216309e-01,8.849437832832336426e-01
3.157977014780044556e-02,3.447888419032096863e-02,3.501233520507812500e+02,3.427150573730468750e+02,8.506398200988769531e-01,8.326410651206970215e-01
3.203089907765388489e-02,3.497143089771270752e-02,3.281458129882812500e+02,3.210237731933593750e+02,7.972444295883178711e-01,7.799411416053771973e-01
3.248202428221702576e-02,3.546397015452384949e-02,3.071240844726562500e+02,2.991896362304687500e+02,7.461712360382080078e-01,7.268941402435302734e-01
3.293314948678016663e-02,3.595650941133499146e-02,2.864864196777343750e+02,2.772334289550781250e+02,6.960311532020568848e-01,6.735506057739257812e-01
3.338427469134330750e-02,3.644904866814613342e-02,2.636721801757812500e+02,2.551786651611328125e+02,6.406029462814331055e-01,6.199675798416137695e-01
3.383539989590644836e-02,3.694158792495727539e-02,2.414321746826171875e+02,2.330444183349609375e+02,5.865699052810668945e-01,5.661914944648742676e-01
3.428652510046958923e-02,3.743412718176841736e-02,2.199406127929687500e+02,2.108512878417968750e+02,5.343552231788635254e-01,5.122722983360290527e-01
3.473765030503273010e-02,3.792667016386985779e-02,1.984451599121093750e+02,1.886197509765625000e+02,4.821310937404632568e-01,4.582598209381103516e-01
3.518877550959587097e-02,3.841920942068099976e-02,1.758347320556640625e+02,1.663690490722656250e+02,4.271980822086334229e-01,4.042007923126220703e-01
3.563990071415901184e-02,3.891174867749214172e-02,1.535656433105468750e+02,1.441167144775390625e+02,3.730943799018859863e-01,3.501377999782562256e-01
3.609102591872215271e-02,3.940428793430328369e-02,1.318109741210937500e+02,1.218825073242187500e+02,3.202404677867889404e-01,2.961188256740570068e-01
3.654215112328529358e-02,3.989682719111442566e-02,1.100655288696289062e+02,9.968344116210937500e+01,2.674089670181274414e-01,2.421852350234985352e-01
3.699327632784843445e-02,4.038936644792556763e-02,8.791042327880859375e+01,7.753775024414062500e+01,2.135821729898452759e-01,1.883813142776489258e-01
3.744440153241157532e-02,4.088190570473670959e-02,6.583269500732421875e+01,5.546138763427734375e+01,1.599433720111846924e-01,1.347458362579345703e-01
3.789552673697471619e-02,4.137444868683815002e-02,4.394913101196289062e+01,3.347059249877929688e+01,1.067763119935989380e-01,8.131825178861618042e-02
3.834665194153785706e-02,4.186698794364929199e-02,2.277566528320312500e+01,1.158122444152832031e+01,5.533446371555328369e-02,2.813708595931529999e-02
3.879777714610099792e-02,4.235952720046043396e-02,5.993644714355468750e+00,1.019130039215087891e+01,1.456181891262531281e-02,2.476020529866218567e-02
3.924890235066413879e-02,4.285206645727157593e-02,2.176744842529296875e+01,3.183219718933105469e+01,5.288495495915412903e-02,7.733769714832305908e-02
3.970002755522727966e-02,4.334460571408271790e-02,4.280683135986328125e+01,5.332803344726562500e+01,1.040010452270507812e-01,1.295627653598785400e-01
4.015115275979042053e-02,4.383714497089385986e-02,6.360489654541015625e+01,7.466451263427734375e+01,1.545308381319046021e-01,1.814006567001342773e-01
4.060227796435356140e-02,4.432968795299530029e-02,8.466892242431640625e+01,9.582829284667968750e+01,2.057068049907684326e-01,2.328189760446548462e-01
4.105340316891670227e-02,4.482222720980644226e-02,1.058813400268554688e+02,1.168075790405273438e+02,2.572433054447174072e-01,2.837890684604644775e-01
4.150452837347984314e-02,4.531476646661758423e-02,1.270555572509765625e+02,1.375903472900390625e+02,3.086869716644287109e-01,3.342816829681396484e-01
4.195565357804298401e-02,4.580730572342872620e-02,1.466284027099609375e+02,1.581640167236328125e+02,3.562400341033935547e-01,3.842663168907165527e-01
4.240677878260612488e-02,4.629984498023986816e-02,1.668662261962890625e+02,1.785191650390625000e+02,4.054087102413177490e-01,4.337200224399566650e-01
4.285790398716926575e-02,4.679238423705101013e-02,1.875539245605468750e+02,1.986428527832031250e+02,4.556703567504882812e-01,4.826113879680633545e-01
4.330902919173240662e-02,4.728492349386215210e-02,2.078241882324218750e+02,2.185271606445312500e+02,5.049178600311279297e-01,5.309211611747741699e-01
4.376015439629554749e-02,4.777746647596359253e-02,2.262587890625000000e+02,2.381615447998046875e+02,5.497055053710937500e-01,5.786237716674804688e-01
4.421127960085868835e-02,4.827000573277473450e-02,2.456029510498046875e+02,2.575367126464843750e+02,5.967029929161071777e-01,6.256965994834899902e-01
4.466240480542182922e-02,4.876254498958587646e-02,2.656580810546875000e+02,2.766448669433593750e+02,6.454277634620666504e-01,6.721206307411193848e-01
4.511353000998497009e-02,4.925508424639701843e-02,2.845580749511718750e+02,2.954779663085937500e+02,6.913461685180664062e-01,7.178764939308166504e-01
4.556465521454811096e-02,4.974762350320816040e-02,3.018209838867187500e+02,3.140270690917968750e+02,7.332870960235595703e-01,7.629423141479492188e-01
4.601578041911125183e-02,5.024016276001930237e-02,3.202286987304687500e+02,3.322858276367187500e+02,7.780094742774963379e-01,8.073027729988098145e-01
4.646690562367439270e-02,5.073270574212074280e-02,3.395950622558593750e+02,3.502464904785156250e+02,8.250609040260314941e-01,8.509389758110046387e-01
4.691803082823753357e-02,5.122524499893188477e-02,3.567263183593750000e+02,3.679043884277343750e+02,8.666819930076599121e-01,8.938395977020263672e-01
4.736915603280067444e-02,5.171778425574302673e-02,3.728027954101562500e+02,3.852518920898437500e+02,9.057404994964599609e-01,9.359861016273498535e-01
4.782028496265411377e-02,5.221032723784446716e-02,3.902532958984375000e+02,4.022854309082031250e+02,9.481372237205505371e-01,9.773698449134826660e-01
4.827141016721725464e-02,5.270286649465560913e-02,4.089015808105468750e+02,4.189970397949218750e+02,9.934440851211547852e-01,1.017971396446228027e+00
4.872253537178039551e-02,5.319540575146675110e-02,4.239153747558593750e+02,4.353843383789062500e+02,1.029920697212219238e+00,1.057785034179687500e+00
4.917366057634353638e-02,5.368794873356819153e-02,4.388113098144531250e+02,4.514423828125000000e+02,1.066111087799072266e+00,1.096798777580261230e+00
4.962478578090667725e-02,5.418048799037933350e-02,4.553033752441406250e+02,4.671672668457031250e+02,1.106179237365722656e+00,1.135003089904785156e+00
5.007591098546981812e-02,5.467302724719047546e-02,4.732247619628906250e+02,4.825549926757812500e+02,1.149719953536987305e+00,1.172388195991516113e+00
5.052703619003295898e-02,5.516556650400161743e-02,4.858189392089843750e+02,4.976029968261718750e+02,1.180318117141723633e+00,1.208948016166687012e+00
5.097816139459609985e-02,5.565810576081275940e-02,4.995590820312500000e+02,5.123077392578125000e+02,1.213700413703918457e+00,1.244673848152160645e+00
5.142928659915924072e-02,5.615064501762390137e-02,5.151098632812500000e+02,5.266668090820312500e+02,1.251481652259826660e+00,1.279559731483459473e+00
5.188041180372238159e-02,5.664318427443504333e-02,5.317644653320312500e+02,5.406784667968750000e+02,1.291944742202758789e+00,1.313601732254028320e+00
5.233153700828552246e-02,5.713572725653648376e-02,5.422298583984375000e+02,5.543403930664062500e+02,1.317370891571044922e+00,1.346793889999389648e+00
5.278266221284866333e-02,5.762826651334762573e-02,5.548550415039062500e+02,5.676517333984375000e+02,1.348044276237487793e+00,1.379134416580200195e+00
5.323378741741180420e-02,5.812080577015876770e-02,5.694963989257812500e+02,5.806102294921875000e+02,1.383616089820861816e+00,1.410617589950561523e+00
5.368491262197494507e-02,5.861334502696990967e-02,5.838073120117187500e+02,5.932147827148437500e+02,1.418385148048400879e+00,1.441240906715393066e+00
5.413603782653808594e-02,5.910588428378105164e-02,5.930289916992187500e+02,6.054660034179687500e+02,1.440789580345153809e+00,1.471005797386169434e+00
5.458716303110122681e-02,5.959842354059219360e-02,6.045935058593750000e+02,6.173627319335937500e+02,1.468886017799377441e+00,1.499909400939941406e+00
5.503828823566436768e-02,6.009096279740333557e-02,6.183693237304687500e+02,6.289049682617187500e+02,1.502354979515075684e+00,1.527951836585998535e+00
5.548941344022750854e-02,6.058350577950477600e-02,6.301234741210937500e+02,6.400930175781250000e+02,1.530912160873413086e+00,1.555133700370788574e+00
5.594053864479064941e-02,6.107604503631591797e-02,6.381764526367187500e+02,6.509260253906250000e+02,1.550477266311645508e+00,1.581452846527099609e+00
5.639166384935379028e-02,6.156858429312705994e-02,6.487449951171875000e+02,6.614061889648437500e+02,1.576153993606567383e+00,1.606914877891540527e+00
5.684278905391693115e-02,6.206112354993820190e-02,6.617086181640625000e+02,6.715338745117187500e+02,1.607649683952331543e+00,1.631520509719848633e+00
5.729391425848007202e-02,6.255366653203964233e-02,6.707324218750000000e+02,6.813094482421875000e+02,1.629573345184326172e+00,1.655270695686340332e+00
5.774503946304321289e-02,6.304620206356048584e-02,6.777001953125000000e+02,6.907349853515625000e+02,1.646501898765563965e+00,1.678170442581176758e+00
5.819616466760635376e-02,6.353874504566192627e-02,6.873451538085937500e+02,6.998112182617187500e+02,1.669934749603271484e+00,1.700221538543701172e+00
5.864728987216949463e-02,6.403128057718276978e-02,6.995565185546875000e+02,7.085403442382812500e+02,1.699602842330932617e+00,1.721429347991943359e+00
5.909841507673263550e-02,6.452382355928421021e-02,7.057143554687500000e+02,7.169240722656250000e+02,1.714563488960266113e+00,1.741798043251037598e+00
5.954954028129577637e-02,6.501636654138565063e-02,7.116867065429687500e+02,7.249642333984375000e+02,1.729073643684387207e+00,1.761331915855407715e+00
6.000066548585891724e-02,6.550890207290649414e-02,7.204854736328125000e+02,7.326630249023437500e+02,1.750450611114501953e+00,1.780036449432373047e+00
6.045179069042205811e-02,6.600144505500793457e-02,7.320087280273437500e+02,7.400234375000000000e+02,1.778446793556213379e+00,1.797918915748596191e+00
6.090291589498519897e-02,6.649398058652877808e-02,7.352010498046875000e+02,7.470468139648437500e+02,1.786202669143676758e+00,1.814982533454895020e+00
6.135404109954833984e-02,6.698652356863021851e-02,7.402711791992187500e+02,7.537364501953125000e+02,1.798520803451538086e+00,1.831235289573669434e+00
6.180516630411148071e-02,6.747905910015106201e-02,7.483037719726562500e+02,7.600949096679687500e+02,1.818036317825317383e+00,1.846683382987976074e+00
6.225629150867462158e-02,6.797160208225250244e-02,7.582410278320312500e+02,7.661256713867187500e+02,1.842179298400878906e+00,1.861335396766662598e+00
6.270741671323776245e-02,6.846414506435394287e-02,7.593660278320312500e+02,7.718311767578125000e+02,1.844912528991699219e+00,1.875197172164916992e+00
6.315854191780090332e-02,6.895668059587478638e-02,7.636279907226562500e+02,7.772146606445312500e+02,1.855267167091369629e+00,1.888276576995849609e+00
6.360966712236404419e-02,6.944922357797622681e-02,7.709749755859375000e+02,7.822792358398437500e+02,1.873116970062255859e+00,1.900581240653991699e+00
6.406079232692718506e-02,6.994175910949707031e-02,7.781054077148437500e+02,7.870286865234375000e+02,1.890440702438354492e+00,1.912120223045349121e+00
6.451191753149032593e-02,7.043430209159851074e-02,7.784157104492187500e+02,7.914662475585937500e+02,1.891194581985473633e+00,1.922901391983032227e+00
6.496304273605346680e-02,7.092683762311935425e-02,7.819630737304687500e+02,7.955954589843750000e+02,1.899813055992126465e+00,1.932933568954467773e+00
6.541416794061660767e-02,7.141938060522079468e-02,7.887036743164062500e+02,7.994198608398437500e+02,1.916189670562744141e+00,1.942225098609924316e+00
6.586529314517974854e-02,7.191192358732223511e-02,7.929826049804687500e+02,8.029435424804687500e+02,1.926585555076599121e+00,1.950785994529724121e+00
6.631641834974288940e-02,7.240445911884307861e-02,7.925825805664062500e+02,8.061697387695312500e+02,1.925613641738891602e+00,1.958624243736267090e+00
6.676754355430603027e-02,7.289700210094451904e-02,7.955061645507812500e+02,8.091024169921875000e+02,1.932716608047485352e+00,1.965749263763427734e+00
6.721866875886917114e-02,7.338953763246536255e-02,8.017168579101562500e+02,8.117459106445312500e+02,1.947805762290954590e+00,1.972171783447265625e+00
6.766979396343231201e-02,7.388208061456680298e-02,8.031276245117187500e+02,8.141038818359375000e+02,1.951233267784118652e+00,1.977900505065917969e+00
6.812091916799545288e-02,7.437461614608764648e-02,8.021179809570312500e+02,8.161802368164062500e+02,1.948780298233032227e+00,1.982945203781127930e+00
6.857204437255859375e-02,7.486715912818908691e-02,8.045048828125000000e+02,8.179792480468750000e+02,1.954579353332519531e+00,1.987315893173217773e+00
6.902316957712173462e-02,7.535970211029052734e-02,8.102581176757812500e+02,8.195050659179687500e+02,1.968557119369506836e+00,1.991022944450378418e+00
6.947429478168487549e-02,7.585223764181137085e-02,8.088100585937500000e+02,8.207615966796875000e+02,1.965039014816284180e+00,1.994075775146484375e+00
6.992541998624801636e-02,7.634478062391281128e-02,8.072868041992187500e+02,8.217533569335937500e+02,1.961338162422180176e+00,1.996485233306884766e+00
7.037654519081115723e-02,7.683731615543365479e-02,8.092192382812500000e+02,8.224841918945312500e+02,1.966033101081848145e+00,1.998260855674743652e+00
7.082767784595489502e-02,7.732986658811569214e-02,8.145828857421875000e+02,8.229586791992187500e+02,1.979064345359802246e+00,1.999413728713989258e+00
7.127880305051803589e-02,7.782240957021713257e-02,8.103096923828125000e+02,8.231808471679687500e+02,1.968682408332824707e+00,1.999953389167785645e+00
7.172992825508117676e-02,7.831494510173797607e-02,8.083632202148437500e+02,8.231550292968750000e+02,1.963953375816345215e+00,1.999890685081481934e+00
7.218105345964431763e-02,7.880748808383941650e-02,8.099179077148437500e+02,8.228855590820312500e+02,1.967730522155761719e+00,1.999235987663269043e+00
7.263217866420745850e-02,7.930002361536026001e-02,8.137011108398437500e+02,8.223766479492187500e+02,1.976922035217285156e+00,1.997999548912048340e+00
7.308330386877059937e-02,7.979256659746170044e-02,8.079118652343750000e+02,8.216326904296875000e+02,1.962856769561767578e+00,1.996192097663879395e+00
7.353442907333374023e-02,8.028510212898254395e-02,8.056261596679687500e+02,8.206580200195312500e+02,1.957303524017333984e+00,1.993824124336242676e+00
7.398555427789688110e-02,8.077764511108398438e-02,8.068738403320312500e+02,8.194568481445312500e+02,1.960334897041320801e+00,1.990905761718750000e+00
7.443667948246002197e-02,8.127018809318542480e-02,8.079699707031250000e+02,8.180335693359375000e+02,1.962997913360595703e+00,1.987447857856750488e+00
7.488780468702316284e-02,8.176272362470626831e-02,8.019039916992187500e+02,8.163923950195312500e+02,1.948260426521301270e+00,1.983460545539855957e+00
7.533892989158630371e-02,8.225526660680770874e-02,7.993564453125000000e+02,8.145376586914062500e+02,1.942071080207824707e+00,1.978954434394836426e+00
7.579005509614944458e-02,8.274780213832855225e-02,8.003608398437500000e+02,8.124738159179687500e+02,1.944511294364929199e+00,1.973940253257751465e+00
7.624118030071258545e-02,8.324034512042999268e-02,7.988328247070312500e+02,8.102047119140625000e+02,1.940798878669738770e+00,1.968427300453186035e+00
7.669230550527572632e-02,8.373288065195083618e-02,7.925722656250000000e+02,8.077348632812500000e+02,1.925588607788085938e+00,1.962426781654357910e+00
7.714343070983886719e-02,8.422542363405227661e-02,7.898326416015625000e+02,8.050687255859375000e+02,1.918932557106018066e+00,1.955949306488037109e+00
7.759455591440200806e-02,8.471796661615371704e-02,7.906505737304687500e+02,8.022103271484375000e+02,1.920919775962829590e+00,1.949004650115966797e+00
7.804568111896514893e-02,8.521050214767456055e-02,7.865792846679687500e+02,7.991635742187500000e+02,1.911028385162353516e+00,1.941602468490600586e+00
7.849680632352828979e-02,8.570304512977600098e-02,7.801981201171875000e+02,7.959327392578125000e+02,1.895525097846984863e+00,1.933753013610839844e+00
7.894793152809143066e-02,8.619558066129684448e-02,7.773286132812500000e+02,7.925223999023437500e+02,1.888553500175476074e+00,1.925467371940612793e+00
7.939905673265457153e-02,8.668812364339828491e-02,7.780094604492187500e+02,7.889364624023437500e+02,1.890207648277282715e+00,1.916755199432373047e+00
7.985018193721771240e-02,8.718066662549972534e-02,7.714913330078125000e+02,7.851787109375000000e+02,1.874371528625488281e+00,1.907625555992126465e+00
8.030130714178085327e-02,8.767320215702056885e-02,7.650557861328125000e+02,7.812537841796875000e+02,1.858736038208007812e+00,1.898089885711669922e+00
8.075243234634399414e-02,8.816574513912200928e-02,7.621104736328125000e+02,7.771649780273437500e+02,1.851580381393432617e+00,1.888155937194824219e+00
8.120355755090713501e-02,8.865828067064285278e-02,7.626961059570312500e+02,7.729165649414062500e+02,1.853003144264221191e+00,1.877834200859069824e+00
8.165468275547027588e-02,8.915082365274429321e-02,7.538419799804687500e+02,7.685128173828125000e+02,1.831491708755493164e+00,1.867135047912597656e+00
8.210580796003341675e-02,8.964335918426513672e-02,7.474091186523437500e+02,7.639570922851562500e+02,1.815862774848937988e+00,1.856066823005676270e+00
8.255693316459655762e-02,9.013590216636657715e-02,7.444341430664062500e+02,7.592539672851562500e+02,1.808634877204895020e+00,1.844640374183654785e+00
8.300805836915969849e-02,9.062844514846801758e-02,7.435997314453125000e+02,7.544066162109375000e+02,1.806607723236083984e+00,1.832863450050354004e+00
8.345918357372283936e-02,9.112098067998886108e-02,7.338917846679687500e+02,7.494190063476562500e+02,1.783021807670593262e+00,1.820745825767517090e+00
8.391030877828598022e-02,9.161352366209030151e-02,7.275104370117187500e+02,7.442954101562500000e+02,1.767518043518066406e+00,1.808297872543334961e+00
8.436143398284912109e-02,9.210605919361114502e-02,7.245437011718750000e+02,7.390390625000000000e+02,1.760310173034667969e+00,1.795527338981628418e+00
8.481255918741226196e-02,9.259860217571258545e-02,7.214506835937500000e+02,7.336531982421875000e+02,1.752795577049255371e+00,1.782442092895507812e+00
8.526368439197540283e-02,9.309113770723342896e-02,7.118881835937500000e+02,7.281428222656250000e+02,1.729563117027282715e+00,1.769054412841796875e+00
8.571480959653854370e-02,9.358368068933486938e-02,7.055987548828125000e+02,7.225098876953125000e+02,1.714282631874084473e+00,1.755368947982788086e+00
8.616593480110168457e-02,9.407622367143630981e-02,7.026702270507812500e+02,7.167594604492187500e+02,1.707167625427246094e+00,1.741398096084594727e+00
