z_m,z_over_rayleigh,p_sim_pa,p_analytic_pa,p_sim_over_p0,p_analytic_over_p0
1.398588437587022781e-02,1.526982989162206650e-02,8.168352050781250000e+02,8.179187622070312500e+02,1.984536409378051758e+00,1.987169027328491211e+00
1.443700958043336868e-02,1.576237007975578308e-02,8.196467895507812500e+02,8.207080078125000000e+02,1.991367340087890625e+00,1.993945598602294922e+00
1.488813571631908417e-02,1.625491119921207428e-02,8.214246215820312500e+02,8.224564819335937500e+02,1.995686650276184082e+00,1.998193502426147461e+00
1.533926092088222504e-02,1.674745045602321625e-02,8.221822509765625000e+02,8.231777343750000000e+02,1.997527360916137695e+00,1.999945878982543945e+00
1.579038612544536591e-02,1.723998971283435822e-02,8.219343261718750000e+02,8.228864135742187500e+02,1.996924996376037598e+00,1.999238133430480957e+00
1.624151133000850677e-02,1.773252896964550018e-02,8.206966552734375000e+02,8.215983886718750000e+02,1.993917942047119141e+00,1.996108770370483398e+00
1.669263653457164764e-02,1.822507008910179138e-02,8.184859619140625000e+02,8.193307495117187500e+02,1.988546967506408691e+00,1.990599513053894043e+00
1.714376173913478851e-02,1.871760934591293335e-02,8.153198852539062500e+02,8.161012573242187500e+02,1.980854868888854980e+00,1.982753276824951172e+00
1.759488694369792938e-02,1.921014860272407532e-02,8.112171630859375000e+02,8.119289550781250000e+02,1.970887184143066406e+00,1.972616434097290039e+00
1.804601214826107025e-02,1.970268972218036652e-02,8.061970825195312500e+02,8.068332519531250000e+02,1.958690643310546875e+00,1.960236191749572754e+00
1.849713735282421112e-02,2.019522897899150848e-02,8.000980224609375000e+02,8.008350219726562500e+02,1.943872690200805664e+00,1.945663332939147949e+00
1.894826255738735199e-02,2.068776823580265045e-02,7.931795043945312500e+02,7.939557495117187500e+02,1.927063822746276855e+00,1.928949832916259766e+00
1.939938776195049286e-02,2.118030935525894165e-02,7.854089355468750000e+02,7.862169189453125000e+02,1.908185005187988281e+00,1.910148024559020996e+00
1.985051296651363373e-02,2.167284861207008362e-02,7.768088378906250000e+02,7.776417236328125000e+02,1.887290596961975098e+00,1.889314174652099609e+00
2.030163817107677460e-02,2.216538786888122559e-02,7.674022216796875000e+02,7.682531127929687500e+02,1.864436864852905273e+00,1.866504192352294922e+00
2.075276523828506470e-02,2.265793085098266602e-02,7.572125854492187500e+02,7.580746459960937500e+02,1.839680671691894531e+00,1.841775059700012207e+00
2.120389044284820557e-02,2.315047010779380798e-02,7.462640991210937500e+02,7.471304931640625000e+02,1.813080906867980957e+00,1.815185785293579102e+00
2.165501564741134644e-02,2.364300936460494995e-02,7.345809936523437500e+02,7.354453125000000000e+02,1.784696221351623535e+00,1.786796212196350098e+00
2.210614085197448730e-02,2.413554862141609192e-02,7.221879882812500000e+02,7.230447387695312500e+02,1.754586935043334961e+00,1.756668448448181152e+00
2.255726605653762817e-02,2.462808974087238312e-02,7.091101074218750000e+02,7.099527587890625000e+02,1.722813606262207031e+00,1.724860906600952148e+00
2.300839126110076904e-02,2.512062899768352509e-02,6.953724975585937500e+02,6.961957397460937500e+02,1.689437508583068848e+00,1.691437602043151855e+00
2.345951646566390991e-02,2.561316825449466705e-02,6.810005493164062500e+02,6.817995605468750000e+02,1.654520273208618164e+00,1.656461477279663086e+00
2.391064167022705078e-02,2.610570937395095825e-02,6.660197753906250000e+02,6.667892456054687500e+02,1.618123769760131836e+00,1.619993329048156738e+00
2.436176687479019165e-02,2.659824863076210022e-02,6.504556274414062500e+02,6.511911010742187500e+02,1.580310106277465820e+00,1.582096934318542480e+00
2.481289207935333252e-02,2.709078788757324219e-02,6.343339843750000000e+02,6.350317993164062500e+02,1.541141867637634277e+00,1.542837142944335938e+00
2.526401728391647339e-02,2.758332900702953339e-02,6.176803588867187500e+02,6.183370971679687500e+02,1.500681161880493164e+00,1.502276659011840820e+00
2.571514248847961426e-02,2.807586826384067535e-02,6.005204467773437500e+02,6.011322631835937500e+02,1.458990335464477539e+00,1.460476756095886230e+00
2.616626769304275513e-02,2.856840752065181732e-02,5.828797607421875000e+02,5.834444580078125000e+02,1.416131615638732910e+00,1.417503476142883301e+00
2.661739289760589600e-02,2.906094677746295929e-02,5.647836303710937500e+02,5.652987670898437500e+02,1.372166275978088379e+00,1.373417735099792480e+00
2.706851810216903687e-02,2.955348789691925049e-02,5.462044067382812500e+02,5.467208862304687500e+02,1.327027201652526855e+00,1.328281998634338379e+00
2.751964330673217773e-02,3.004602715373039246e-02,5.271912841796875000e+02,5.277369384765625000e+02,1.280833959579467773e+00,1.282159686088562012e+00
2.797076851129531860e-02,3.053856641054153442e-02,5.078037109375000000e+02,5.083728332519531250e+02,1.233731031417846680e+00,1.235113739967346191e+00
2.842189557850360870e-02,3.103110939264297485e-02,4.880666198730468750e+02,4.886524963378906250e+02,1.185778975486755371e+00,1.187202334403991699e+00
2.887302078306674957e-02,3.152364864945411682e-02,4.680046691894531250e+02,4.686019897460937500e+02,1.137037515640258789e+00,1.138488769531250000e+00
2.932414598762989044e-02,3.201618790626525879e-02,4.476420898437500000e+02,4.482451171875000000e+02,1.087565779685974121e+00,1.089030861854553223e+00
2.977527119219303131e-02,3.250872716307640076e-02,4.270028991699218750e+02,4.276070251464843750e+02,1.037421941757202148e+00,1.038889765739440918e+00
3.022639639675617218e-02,3.300127014517784119e-02,4.061106567382812500e+02,4.067116394042968750e+02,9.866634011268615723e-01,9.881234765052795410e-01
3.067752160131931305e-02,3.349380940198898315e-02,3.849886779785156250e+02,3.855827026367187500e+02,9.353466033935546875e-01,9.367898106575012207e-01
3.112864680588245392e-02,3.398634865880012512e-02,3.636598510742187500e+02,3.642428588867187500e+02,8.835273385047912598e-01,8.849437832832336426e-01
3.157977014780044556e-02,3.447888419032096863e-02,3.421466674804687500e+02,3.427150573730468750e+02,8.312600851058959961e-01,8.326410651206970215e-01
3.203089907765388489e-02,3.497143089771270752e-02,3.204709167480468750e+02,3.210237731933593750e+02,7.785979509353637695e-01,7.799411416053771973e-01
3.248202428221702576e-02,3.546397015452384949e-02,2.986546936035156250e+02,2.991896362304687500e+02,7.255944609642028809e-01,7.268941402435302734e-01
3.293314948678016663e-02,3.595650941133499146e-02,2.767189331054687500e+02,2.772334289550781250e+02,6.723005771636962891e-01,6.735506057739257812e-01
3.338427469134330750e-02,3.644904866814613342e-02,2.546844482421875000e+02,2.551786651611328125e+02,6.187668442726135254e-01,6.199675798416137695e-01
3.383539989590644836e-02,3.694158792495727539e-02,2.325714721679687500e+02,2.330444183349609375e+02,5.650424361228942871e-01,5.661914944648742676e-01
3.428652510046958923e-02,3.743412718176841736e-02,2.103997497558593750e+02,2.108512878417968750e+02,5.111752748489379883e-01,5.122722983360290527e-01
3.473765030503273010e-02,3.792667016386985779e-02,1.881886138916015625e+02,1.886197509765625000e+02,4.572123587131500244e-01,4.582598209381103516e-01
3.518877550959587097e-02,3.841920942068099976e-02,1.659568634033203125e+02,1.663690490722656250e+02,4.031993746757507324e-01,4.042007923126220703e-01
3.563990071415901184e-02,3.891174867749214172e-02,1.437229461669921875e+02,1.441167144775390625e+02,3.491811156272888184e-01,3.501377999782562256e-01
3.609102591872215271e-02,3.940428793430328369e-02,1.214916534423828125e+02,1.218825073242187500e+02,2.951692342758178711e-01,2.961188256740570068e-01
3.654215112328529358e-02,3.989682719111442566e-02,9.929599761962890625e+01,9.968344116210937500e+01,2.412439137697219849e-01,2.421852350234985352e-01
3.699327632784843445e-02,4.038936644792556763e-02,7.715653228759765625e+01,7.753775024414062500e+01,1.874551326036453247e-01,1.883813142776489258e-01
3.744440153241157532e-02,4.088190570473670959e-02,5.508952713012695312e+01,5.546138763427734375e+01,1.338423937559127808e-01,1.347458362579345703e-01
3.789552673697471619e-02,4.137444868683815002e-02,3.311077117919921875e+01,3.347059249877929688e+01,8.044405281543731689e-02,8.131825178861618042e-02
3.834665194153785706e-02,4.186698794364929199e-02,1.123626708984375000e+01,1.158122444152832031e+01,2.729899622499942780e-02,2.813708595931529999e-02
3.879777714610099792e-02,4.235952720046043396e-02,1.052525138854980469e+01,1.019130039215087891e+01,2.557155303657054901e-02,2.476020529866218567e-02
3.924890235066413879e-02,4.285206645727157593e-02,3.214961242675781250e+01,3.183219718933105469e+01,7.810886949300765991e-02,7.733769714832305908e-02
3.970002755522727966e-02,4.334460571408271790e-02,5.362933349609375000e+01,5.332803344726562500e+01,1.302947849035263062e-01,1.295627653598785400e-01
4.015115275979042053e-02,4.383714497089385986e-02,7.495041656494140625e+01,7.466451263427734375e+01,1.820952743291854858e-01,1.814006567001342773e-01
4.060227796435356140e-02,4.432968795299530029e-02,9.610019683837890625e+01,9.582829284667968750e+01,2.334795743227005005e-01,2.328189760446548462e-01
4.105340316891670227e-02,4.482222720980644226e-02,1.170665664672851562e+02,1.168075790405273438e+02,2.844182848930358887e-01,2.837890684604644775e-01
4.150452837347984314e-02,4.531476646661758423e-02,1.378379821777343750e+02,1.375903472900390625e+02,3.348833322525024414e-01,3.342816829681396484e-01
4.195565357804298401e-02,4.580730572342872620e-02,1.584033813476562500e+02,1.581640167236328125e+02,3.848478496074676514e-01,3.842663168907165527e-01
4.240677878260612488e-02,4.629984498023986816e-02,1.787521667480468750e+02,1.785191650390625000e+02,4.342861175537109375e-01,4.337200224399566650e-01
4.285790398716926575e-02,4.679238423705101013e-02,1.988743286132812500e+02,1.986428527832031250e+02,4.831737875938415527e-01,4.826113879680633545e-01
4.330902919173240662e-02,4.728492349386215210e-02,2.187602691650390625e+02,2.185271606445312500e+02,5.314875245094299316e-01,5.309211611747741699e-01
4.376015439629554749e-02,4.777746647596359253e-02,2.384008789062500000e+02,2.381615447998046875e+02,5.792052149772644043e-01,5.786237716674804688e-01
4.421127960085868835e-02,4.827000573277473450e-02,2.577875061035156250e+02,2.575367126464843750e+02,6.263058781623840332e-01,6.256965994834899902e-01
4.466240480542182922e-02,4.876254498958587646e-02,2.769119873046875000e+02,2.766448669433593750e+02,6.727696657180786133e-01,6.721206307411193848e-01
4.511353000998497009e-02,4.925508424639701843e-02,2.957084655761718750e+02,2.954779663085937500e+02,7.184364795684814453e-01,7.178764939308166504e-01
4.556465521454811096e-02,4.974762350320816040e-02,3.142214050292968750e+02,3.140270690917968750e+02,7.634145021438598633e-01,7.629423141479492188e-01
4.601578041911125183e-02,5.024016276001930237e-02,3.324444885253906250e+02,3.322858276367187500e+02,8.076882362365722656e-01,8.073027729988098145e-01
4.646690562367439270e-02,5.073270574212074280e-02,3.503713073730468750e+02,3.502464904785156250e+02,8.512422442436218262e-01,8.509389758110046387e-01
4.691803082823753357e-02,5.122524499893188477e-02,3.679960327148437500e+02,3.679043884277343750e+02,8.940622806549072266e-01,8.938395977020263672e-01
4.736915603280067444e-02,5.171778425574302673e-02,3.853131103515625000e+02,3.852518920898437500e+02,9.361348748207092285e-01,9.359861016273498535e-01
4.782028496265411377e-02,5.221032723784446716e-02,4.023177795410156250e+02,4.022854309082031250e+02,9.774484038352966309e-01,9.773698449134826660e-01
4.827141016721725464e-02,5.270286649465560913e-02,4.190049133300781250e+02,4.189970397949218750e+02,1.017990589141845703e+00,1.017971396446228027e+00
4.872253537178039551e-02,5.319540575146675110e-02,4.353704528808593750e+02,4.353843383789062500e+02,1.057751297950744629e+00,1.057785034179687500e+00
4.917366057634353638e-02,5.368794873356819153e-02,4.514104919433593750e+02,4.514423828125000000e+02,1.096721291542053223e+00,1.096798777580261230e+00
4.962478578090667725e-02,5.418048799037933350e-02,4.671214599609375000e+02,4.671672668457031250e+02,1.134891748428344727e+00,1.135003089904785156e+00
5.007591098546981812e-02,5.467302724719047546e-02,4.825002136230468750e+02,4.825549926757812500e+02,1.172255158424377441e+00,1.172388195991516113e+00
5.052703619003295898e-02,5.516556650400161743e-02,4.975439758300781250e+02,4.976029968261718750e+02,1.208804607391357422e+00,1.208948016166687012e+00
5.097816139459609985e-02,5.565810576081275940e-02,5.122502441406250000e+02,5.123077392578125000e+02,1.244534134864807129e+00,1.244673848152160645e+00
5.142928659915924072e-02,5.615064501762390137e-02,5.266168212890625000e+02,5.266668090820312500e+02,1.279438376426696777e+00,1.279559731483459473e+00
5.188041180372238159e-02,5.664318427443504333e-02,5.406418457031250000e+02,5.406784667968750000e+02,1.313512682914733887e+00,1.313601732254028320e+00
5.233153700828552246e-02,5.713572725653648376e-02,5.543239135742187500e+02,5.543403930664062500e+02,1.346753954887390137e+00,1.346793889999389648e+00
5.278266221284866333e-02,5.762826651334762573e-02,5.676616210937500000e+02,5.676517333984375000e+02,1.379158377647399902e+00,1.379134416580200195e+00
5.323378741741180420e-02,5.812080577015876770e-02,5.806542358398437500e+02,5.806102294921875000e+02,1.410724520683288574e+00,1.410617589950561523e+00
5.368491262197494507e-02,5.861334502696990967e-02,5.933009643554687500e+02,5.932147827148437500e+02,1.441450357437133789e+00,1.441240906715393066e+00
5.413603782653808594e-02,5.910588428378105164e-02,6.054610595703125000e+02,6.054660034179687500e+02,1.470993757247924805e+00,1.471005797386169434e+00
5.458716303110122681e-02,5.959842354059219360e-02,6.172916259765625000e+02,6.173627319335937500e+02,1.499736666679382324e+00,1.499909400939941406e+00
5.503828823566436768e-02,6.009096279740333557e-02,6.287719116210937500e+02,6.289049682617187500e+02,1.527628540992736816e+00,1.527951836585998535e+00
5.548941344022750854e-02,6.058350577950477600e-02,6.399022827148437500e+02,6.400930175781250000e+02,1.554670214653015137e+00,1.555133700370788574e+00
5.594053864479064941e-02,6.107604503631591797e-02,6.506835327148437500e+02,6.509260253906250000e+02,1.580863714218139648e+00,1.581452846527099609e+00
5.639166384935379028e-02,6.156858429312705994e-02,6.611166381835937500e+02,6.614061889648437500e+02,1.606211423873901367e+00,1.606914877891540527e+00
5.684278905391693115e-02,6.206112354993820190e-02,6.712026977539062500e+02,6.715338745117187500e+02,1.630715966224670410e+00,1.631520509719848633e+00
5.729391425848007202e-02,6.255366653203964233e-02,6.809432373046875000e+02,6.813094482421875000e+02,1.654381036758422852e+00,1.655270695686340332e+00
5.774503946304321289e-02,6.304620206356048584e-02,6.903397827148437500e+02,6.907349853515625000e+02,1.677210330963134766e+00,1.678170442581176758e+00
5.819616466760635376e-02,6.353874504566192627e-02,6.993940429687500000e+02,6.998112182617187500e+02,1.699208021163940430e+00,1.700221538543701172e+00
5.864728987216949463e-02,6.403128057718276978e-02,7.081080932617187500e+02,7.085403442382812500e+02,1.720379233360290527e+00,1.721429347991943359e+00
5.909841507673263550e-02,6.452382355928421021e-02,7.164838867187500000e+02,7.169240722656250000e+02,1.740728616714477539e+00,1.741798043251037598e+00
5.954954028129577637e-02,6.501636654138565063e-02,7.245238647460937500e+02,7.249642333984375000e+02,1.760262012481689453e+00,1.761331915855407715e+00
6.000066548585891724e-02,6.550890207290649414e-02,7.322303466796875000e+02,7.326630249023437500e+02,1.778985261917114258e+00,1.780036449432373047e+00
6.045179069042205811e-02,6.600144505500793457e-02,7.396058959960937500e+02,7.400234375000000000e+02,1.796904444694519043e+00,1.797918915748596191e+00
6.090291589498519897e-02,6.649398058652877808e-02,7.466533813476562500e+02,7.470468139648437500e+02,1.814026594161987305e+00,1.814982533454895020e+00
6.135404109954833984e-02,6.698652356863021851e-02,7.533755493164062500e+02,7.537364501953125000e+02,1.830358505249023438e+00,1.831235289573669434e+00
6.180516630411148071e-02,6.747905910015106201e-02,7.597752685546875000e+02,7.600949096679687500e+02,1.845906853675842285e+00,1.846683382987976074e+00
6.225629150867462158e-02,6.797160208225250244e-02,7.658557128906250000e+02,7.661256713867187500e+02,1.860679507255554199e+00,1.861335396766662598e+00
6.270741671323776245e-02,6.846414506435394287e-02,7.716201171875000000e+02,7.718311767578125000e+02,1.874684453010559082e+00,1.875197172164916992e+00
6.315854191780090332e-02,6.895668059587478638e-02,7.768563842773437500e+02,7.772146606445312500e+02,1.887406110763549805e+00,1.888276576995849609e+00
6.360966712236404419e-02,6.944922357797622681e-02,7.818386230468750000e+02,7.822792358398437500e+02,1.899510741233825684e+00,1.900581240653991699e+00
6.406079232692718506e-02,6.994175910949707031e-02,7.865128173828125000e+02,7.870286865234375000e+02,1.910866856575012207e+00,1.912120223045349121e+00
6.451191753149032593e-02,7.043430209159851074e-02,7.908825683593750000e+02,7.914662475585937500e+02,1.921483397483825684e+00,1.922901391983032227e+00
6.496304273605346680e-02,7.092683762311935425e-02,7.949517211914062500e+02,7.955954589843750000e+02,1.931369543075561523e+00,1.932933568954467773e+00
6.541416794061660767e-02,7.141938060522079468e-02,7.987238769531250000e+02,7.994198608398437500e+02,1.940534114837646484e+00,1.942225098609924316e+00
6.586529314517974854e-02,7.191192358732223511e-02,8.022031860351562500e+02,8.029435424804687500e+02,1.948987245559692383e+00,1.950785994529724121e+00
6.631641834974288940e-02,7.240445911884307861e-02,8.053933715820312500e+02,8.061697387695312500e+02,1.956737995147705078e+00,1.958624243736267090e+00
6.676754355430603027e-02,7.289700210094451904e-02,8.082983398437500000e+02,8.091024169921875000e+02,1.963795781135559082e+00,1.965749263763427734e+00
6.721866875886917114e-02,7.338953763246536255e-02,8.109223632812500000e+02,8.117459106445312500e+02,1.970170974731445312e+00,1.972171783447265625e+00
6.766979396343231201e-02,7.388208061456680298e-02,8.132694702148437500e+02,8.141038818359375000e+02,1.975873351097106934e+00,1.977900505065917969e+00
6.812091916799545288e-02,7.437461614608764648e-02,8.153436279296875000e+02,8.161802368164062500e+02,1.980912566184997559e+00,1.982945203781127930e+00
6.857204437255859375e-02,7.486715912818908691e-02,8.171491088867187500e+02,8.179792480468750000e+02,1.985299110412597656e+00,1.987315893173217773e+00
6.902316957712173462e-02,7.535970211029052734e-02,8.186899414062500000e+02,8.195050659179687500e+02,1.989042639732360840e+00,1.991022944450378418e+00
6.947429478168487549e-02,7.585223764181137085e-02,8.199705810546875000e+02,8.207615966796875000e+02,1.992154002189636230e+00,1.994075775146484375e+00
6.992541998624801636e-02,7.634478062391281128e-02,8.209949951171875000e+02,8.217533569335937500e+02,1.994642853736877441e+00,1.996485233306884766e+00
7.037654519081115723e-02,7.683731615543365479e-02,8.217675170898437500e+02,8.224841918945312500e+02,1.996519684791564941e+00,1.998260855674743652e+00
7.082767784595489502e-02,7.732986658811569214e-02,8.222924804687500000e+02,8.229586791992187500e+02,1.997795104980468750e+00,1.999413728713989258e+00
7.127880305051803589e-02,7.782240957021713257e-02,8.225739135742187500e+02,8.231808471679687500e+02,1.998478889465332031e+00,1.999953389167785645e+00
7.172992825508117676e-02,7.831494510173797607e-02,8.225199584960937500e+02,8.231550292968750000e+02,1.998347759246826172e+00,1.999890685081481934e+00
7.218105345964431763e-02,7.880748808383941650e-02,8.221550903320312500e+02,8.228855590820312500e+02,1.997461318969726562e+00,1.999235987663269043e+00
7.263217866420745850e-02,7.930002361536026001e-02,8.215593261718750000e+02,8.223766479492187500e+02,1.996013879776000977e+00,1.997999548912048340e+00
7.308330386877059937e-02,7.979256659746170044e-02,8.207369995117187500e+02,8.216326904296875000e+02,1.994016051292419434e+00,1.996192097663879395e+00
7.353442907333374023e-02,8.028510212898254395e-02,8.196925659179687500e+02,8.206580200195312500e+02,1.991478562355041504e+00,1.993824124336242676e+00
7.398555427789688110e-02,8.077764511108398438e-02,8.184302978515625000e+02,8.194568481445312500e+02,1.988411784172058105e+00,1.990905761718750000e+00
7.443667948246002197e-02,8.127018809318542480e-02,8.169546508789062500e+02,8.180335693359375000e+02,1.984826683998107910e+00,1.987447857856750488e+00
7.488780468702316284e-02,8.176272362470626831e-02,8.152698974609375000e+02,8.163923950195312500e+02,1.980733394622802734e+00,1.983460545539855957e+00
7.533892989158630371e-02,8.225526660680770874e-02,8.133804321289062500e+02,8.145376586914062500e+02,1.976142883300781250e+00,1.978954434394836426e+00
7.579005509614944458e-02,8.274780213832855225e-02,8.112904663085937500e+02,8.124738159179687500e+02,1.971065282821655273e+00,1.973940253257751465e+00
7.624118030071258545e-02,8.324034512042999268e-02,8.090042724609375000e+02,8.102047119140625000e+02,1.965510845184326172e+00,1.968427300453186035e+00
7.669230550527572632e-02,8.373288065195083618e-02,8.065262451171875000e+02,8.077348632812500000e+02,1.959490418434143066e+00,1.962426781654357910e+00
7.714343070983886719e-02,8.422542363405227661e-02,8.038604125976562500e+02,8.050687255859375000e+02,1.953013658523559570e+00,1.955949306488037109e+00
7.759455591440200806e-02,8.471796661615371704e-02,8.010111694335937500e+02,8.022103271484375000e+02,1.946091294288635254e+00,1.949004650115966797e+00
7.804568111896514893e-02,8.521050214767456055e-02,7.979825439453125000e+02,7.991635742187500000e+02,1.938733100891113281e+00,1.941602468490600586e+00
7.849680632352828979e-02,8.570304512977600098e-02,7.947787475585937500e+02,7.959327392578125000e+02,1.930949330329895020e+00,1.933753013610839844e+00
7.894793152809143066e-02,8.619558066129684448e-02,7.914037475585937500e+02,7.925223999023437500e+02,1.922749638557434082e+00,1.925467371940612793e+00
7.939905673265457153e-02,8.668812364339828491e-02,7.878616943359375000e+02,7.889364624023437500e+02,1.914144039154052734e+00,1.916755199432373047e+00
7.985018193721771240e-02,8.718066662549972534e-02,7.841565551757812500e+02,7.851787109375000000e+02,1.905142188072204590e+00,1.907625555992126465e+00
8.030130714178085327e-02,8.767320215702056885e-02,7.802923583984375000e+02,7.812537841796875000e+02,1.895753979682922363e+00,1.898089885711669922e+00
8.075243234634399414e-02,8.816574513912200928e-02,7.761470336914062500e+02,7.771649780273437500e+02,1.885682702064514160e+00,1.888155937194824219e+00
8.120355755090713501e-02,8.865828067064285278e-02,7.718090209960937500e+02,7.729165649414062500e+02,1.875143408775329590e+00,1.877834200859069824e+00
8.165468275547027588e-02,8.915082365274429321e-02,7.673248291015625000e+02,7.685128173828125000e+02,1.864248871803283691e+00,1.867135047912597656e+00
8.210580796003341675e-02,8.964335918426513672e-02,7.626980590820312500e+02,7.639570922851562500e+02,1.853007912635803223e+00,1.856066823005676270e+00
8.255693316459655762e-02,9.013590216636657715e-02,7.579326782226562500e+02,7.592539672851562500e+02,1.841430187225341797e+00,1.844640374183654785e+00
8.300805836915969849e-02,9.062844514846801758e-02,7.530323486328125000e+02,7.544066162109375000e+02,1.829524636268615723e+00,1.832863450050354004e+00
8.345918357372283936e-02,9.112098067998886108e-02,7.480008544921875000e+02,7.494190063476562500e+02,1.817300438880920410e+00,1.820745825767517090e+00
8.391030877828598022e-02,9.161352366209030151e-02,7.428417358398437500e+02,7.442954101562500000e+02,1.804766058921813965e+00,1.808297872543334961e+00
8.436143398284912109e-02,9.210605919361114502e-02,7.375587158203125000e+02,7.390390625000000000e+02,1.791930794715881348e+00,1.795527338981628418e+00
8.481255918741226196e-02,9.259860217571258545e-02,7.321552734375000000e+02,7.336531982421875000e+02,1.778802871704101562e+00,1.782442092895507812e+00
8.526368439197540283e-02,9.309113770723342896e-02,7.266350097656250000e+02,7.281428222656250000e+02,1.765391111373901367e+00,1.769054412841796875e+00
8.571480959653854370e-02,9.358368068933486938e-02,7.210012207031250000e+02,7.225098876953125000e+02,1.751703619956970215e+00,1.755368947982788086e+00
8.616593480110168457e-02,9.407622367143630981e-02,7.152573852539062500e+02,7.167594604492187500e+02,1.737748742103576660e+00,1.741398096084594727e+00
