z_m,z_over_rayleigh,p_sim_pa,p_analytic_pa,p_sim_over_p0,p_analytic_over_p0
6.767879705876111984e-03,7.389191072434186935e-03,6.152438354492187500e+02,6.262902221679687500e+02,1.494761466979980469e+00,1.521599173545837402e+00
7.219004910439252853e-03,7.881730794906616211e-03,6.346283569335937500e+02,6.463575439453125000e+02,1.541857004165649414e+00,1.570353627204895020e+00
7.670130115002393723e-03,8.374270983040332794e-03,6.538582153320312500e+02,6.653799438476562500e+02,1.588576793670654297e+00,1.616569280624389648e+00
8.121255785226821899e-03,8.866811171174049377e-03,6.731249389648437500e+02,6.833444213867187500e+02,1.635386109352111816e+00,1.660214781761169434e+00
8.572380989789962769e-03,9.359350427985191345e-03,6.888823852539062500e+02,7.002385864257812500e+02,1.673669576644897461e+00,1.701259851455688477e+00
9.023506194353103638e-03,9.851890616118907928e-03,7.060410156250000000e+02,7.160533447265625000e+02,1.715357184410095215e+00,1.739682555198669434e+00
9.474631398916244507e-03,1.034443080425262451e-02,7.203821411132812500e+02,7.307805175781250000e+02,1.750199556350708008e+00,1.775462865829467773e+00
9.925756603479385376e-03,1.083697006106376648e-02,7.340238647460937500e+02,7.444151000976562500e+02,1.783342719078063965e+00,1.808588624000549316e+00
1.037688180804252625e-02,1.132951024919748306e-02,7.484078369140625000e+02,7.569532470703125000e+02,1.818289160728454590e+00,1.839050650596618652e+00
1.082800794392824173e-02,1.182205043733119965e-02,7.583707885742187500e+02,7.683922729492187500e+02,1.842494606971740723e+00,1.866842269897460938e+00
1.127913314849138260e-02,1.231459062546491623e-02,7.699454956054687500e+02,7.787333374023437500e+02,1.870615839958190918e+00,1.891966342926025391e+00
1.173025835305452347e-02,1.280713081359863281e-02,7.791770629882812500e+02,7.879771728515625000e+02,1.893044352531433105e+00,1.914424538612365723e+00
1.218138355761766434e-02,1.329967007040977478e-02,7.870866699218750000e+02,7.961274414062500000e+02,1.912261128425598145e+00,1.934226036071777344e+00
1.263250876218080521e-02,1.379221025854349136e-02,7.966660766601562500e+02,8.031895751953125000e+02,1.935534715652465820e+00,1.951383829116821289e+00
1.308363396674394608e-02,1.428474951535463333e-02,8.006957397460937500e+02,8.091696166992187500e+02,1.945324897766113281e+00,1.965912580490112305e+00
1.353475917130708694e-02,1.477728970348834991e-02,8.066427001953125000e+02,8.140762939453125000e+02,1.959773302078247070e+00,1.977833509445190430e+00
1.398588437587022781e-02,1.526982989162206650e-02,8.108847656250000000e+02,8.179187622070312500e+02,1.970079541206359863e+00,1.987169027328491211e+00
1.443700958043336868e-02,1.576237007975578308e-02,8.131643066406250000e+02,8.207080078125000000e+02,1.975617766380310059e+00,1.993945598602294922e+00
1.488813571631908417e-02,1.625491119921207428e-02,8.172559814453125000e+02,8.224564819335937500e+02,1.985558748245239258e+00,1.998193502426147461e+00
1.533926092088222504e-02,1.674745045602321625e-02,8.163779296875000000e+02,8.231777343750000000e+02,1.983425498008728027e+00,1.999945878982543945e+00
1.579038612544536591e-02,1.723998971283435822e-02,8.168776245117187500e+02,8.228864135742187500e+02,1.984639525413513184e+00,1.999238133430480957e+00
1.624151133000850677e-02,1.773252896964550018e-02,8.164005126953125000e+02,8.215983886718750000e+02,1.983480334281921387e+00,1.996108770370483398e+00
1.669263653457164764e-02,1.822507008910179138e-02,8.133598632812500000e+02,8.193307495117187500e+02,1.976092934608459473e+00,1.990599513053894043e+00
1.714376173913478851e-02,1.871760934591293335e-02,8.122105102539062500e+02,8.161012573242187500e+02,1.973300576210021973e+00,1.982753276824951172e+00
1.759488694369792938e-02,1.921014860272407532e-02,8.068477783203125000e+02,8.119289550781250000e+02,1.960271596908569336e+00,1.972616434097290039e+00
1.804601214826107025e-02,1.970268972218036652e-02,8.022658081054687500e+02,8.068332519531250000e+02,1.949139475822448730e+00,1.960236191749572754e+00
1.849713735282421112e-02,2.019522897899150848e-02,7.974531250000000000e+02,8.008350219726562500e+02,1.937446832656860352e+00,1.945663332939147949e+00
1.894826255738735199e-02,2.068776823580265045e-02,7.895680541992187500e+02,7.939557495117187500e+02,1.918289661407470703e+00,1.928949832916259766e+00
1.939938776195049286e-02,2.118030935525894165e-02,7.835876464843750000e+02,7.862169189453125000e+02,1.903760075569152832e+00,1.910148024559020996e+00
1.985051296651363373e-02,2.167284861207008362e-02,7.742500000000000000e+02,7.776417236328125000e+02,1.881073832511901855e+00,1.889314174652099609e+00
2.030163817107677460e-02,2.216538786888122559e-02,7.650962524414062500e+02,7.682531127929687500e+02,1.858834385871887207e+00,1.866504192352294922e+00
2.075276523828506470e-02,2.265793085098266602e-02,7.564097900390625000e+02,7.580746459960937500e+02,1.837730288505554199e+00,1.841775059700012207e+00
2.120389044284820557e-02,2.315047010779380798e-02,7.442796020507812500e+02,7.471304931640625000e+02,1.808259487152099609e+00,1.815185785293579102e+00
2.165501564741134644e-02,2.364300936460494995e-02,7.340015258789062500e+02,7.354453125000000000e+02,1.783288478851318359e+00,1.786796212196350098e+00
2.210614085197448730e-02,2.413554862141609192e-02,7.212500000000000000e+02,7.230447387695312500e+02,1.752308011054992676e+00,1.756668448448181152e+00
2.255726605653762817e-02,2.462808974087238312e-02,7.081381225585937500e+02,7.099527587890625000e+02,1.720452189445495605e+00,1.724860906600952148e+00
2.300839126110076904e-02,2.512062899768352509e-02,6.960856323242187500e+02,6.961957397460937500e+02,1.691170096397399902e+00,1.691437602043151855e+00
2.345951646566390991e-02,2.561316825449466705e-02,6.803928833007812500e+02,6.817995605468750000e+02,1.653043866157531738e+00,1.656461477279663086e+00
2.391064167022705078e-02,2.610570937395095825e-02,6.664362182617187500e+02,6.667892456054687500e+02,1.619135618209838867e+00,1.619993329048156738e+00
2.436176687479019165e-02,2.659824863076210022e-02,6.508519897460937500e+02,6.511911010742187500e+02,1.581273078918457031e+00,1.582096934318542480e+00
2.481289207935333252e-02,2.709078788757324219e-02,6.344613647460937500e+02,6.350317993164062500e+02,1.541451334953308105e+00,1.542837142944335938e+00
2.526401728391647339e-02,2.758332900702953339e-02,6.195697021484375000e+02,6.183370971679687500e+02,1.505271315574645996e+00,1.502276659011840820e+00
2.571514248847961426e-02,2.807586826384067535e-02,6.010421752929687500e+02,6.011322631835937500e+02,1.460257887840270996e+00,1.460476756095886230e+00
2.616626769304275513e-02,2.856840752065181732e-02,5.840763549804687500e+02,5.834444580078125000e+02,1.419038772583007812e+00,1.417503476142883301e+00
2.661739289760589600e-02,2.906094677746295929e-02,5.662348632812500000e+02,5.652987670898437500e+02,1.375692009925842285e+00,1.373417735099792480e+00
2.706851810216903687e-02,2.955348789691925049e-02,5.472768554687500000e+02,5.467208862304687500e+02,1.329632759094238281e+00,1.328281998634338379e+00
2.751964330673217773e-02,3.004602715373039246e-02,5.298483276367187500e+02,5.277369384765625000e+02,1.287289381027221680e+00,1.282159686088562012e+00
2.797076851129531860e-02,3.053856641054153442e-02,5.094466247558593750e+02,5.083728332519531250e+02,1.237722635269165039e+00,1.235113739967346191e+00
2.842189557850360870e-02,3.103110939264297485e-02,4.901601867675781250e+02,4.886524963378906250e+02,1.190865397453308105e+00,1.187202334403991699e+00
2.887302078306674957e-02,3.152364864945411682e-02,4.706107482910156250e+02,4.686019897460937500e+02,1.143369197845458984e+00,1.138488769531250000e+00
2.932414598762989044e-02,3.201618790626525879e-02,4.497988586425781250e+02,4.482451171875000000e+02,1.092805743217468262e+00,1.089030861854553223e+00
2.977527119219303131e-02,3.250872716307640076e-02,4.302749938964843750e+02,4.276070251464843750e+02,1.045371651649475098e+00,1.038889765739440918e+00
3.022639639675617218e-02,3.300127014517784119e-02,4.087835388183593750e+02,4.067116394042968750e+02,9.931572675704956055e-01,9.881234765052795410e-01
3.067752160131931305e-02,3.349380940198898315e-02,3.878585815429687500e+02,3.855827026367187500e+02,9.423191547393798828e-01,9.367898106575012207e-01
3.112864680588245392e-02,3.398634865880012512e-02,3.671084594726562500e+02,3.642428588867187500e+02,8.919058442115783691e-01,8.849437832832336426e-01
3.157977014780044556e-02,3.447888419032096863e-02,3.451344299316406250e+02,3.427150573730468750e+02,8.385190367698669434e-01,8.326410651206970215e-01
3.203089907765388489e-02,3.497143089771270752e-02,3.241618957519531250e+02,3.210237731933593750e+02,7.875653505325317383e-01,7.799411416053771973e-01
3.248202428221702576e-02,3.546397015452384949e-02,3.020865478515625000e+02,2.991896362304687500e+02,7.339323163032531738e-01,7.268941402435302734e-01
3.293314948678016663e-02,3.595650941133499146e-02,2.801768798828125000e+02,2.772334289550781250e+02,6.807018518447875977e-01,6.735506057739257812e-01
3.338427469134330750e-02,3.644904866814613342e-02,2.586809387207031250e+02,2.551786651611328125e+02,6.284765005111694336e-01,6.199675798416137695e-01
3.383539989590644836e-02,3.694158792495727539e-02,2.361956176757812500e+02,2.330444183349609375e+02,5.738474726676940918e-01,5.661914944648742676e-01
3.428652510046958923e-02,3.743412718176841736e-02,2.143884277343750000e+02,2.108512878417968750e+02,5.208659768104553223e-01,5.122722983360290527e-01
3.473765030503273010e-02,3.792667016386985779e-02,1.921695709228515625e+02,1.886197509765625000e+02,4.668842852115631104e-01,4.582598209381103516e-01
3.518877550959587097e-02,3.841920942068099976e-02,1.698852386474609375e+02,1.663690490722656250e+02,4.127435386180877686e-01,4.042007923126220703e-01
3.563990071415901184e-02,3.891174867749214172e-02,1.480380554199218750e+02,1.441167144775390625e+02,3.596648573875427246e-01,3.501377999782562256e-01
3.609102591872215271e-02,3.940428793430328369e-02,1.256413726806640625e+02,1.218825073242187500e+02,3.052511513233184814e-01,2.961188256740570068e-01
3.654215112328529358e-02,3.989682719111442566e-02,1.035647659301757812e+02,9.968344116210937500e+01,2.516150772571563721e-01,2.421852350234985352e-01
3.699327632784843445e-02,4.038936644792556763e-02,8.157665252685546875e+01,7.753775024414062500e+01,1.981939971446990967e-01,1.883813142776489258e-01
3.744440153241157532e-02,4.088190570473670959e-02,5.948442459106445312e+01,5.546138763427734375e+01,1.445199847221374512e-01,1.347458362579345703e-01
3.789552673697471619e-02,4.137444868683815002e-02,3.760330200195312500e+01,3.347059249877929688e+01,9.135884791612625122e-02,8.131825178861618042e-02
3.834665194153785706e-02,4.186698794364929199e-02,1.595876979827880859e+01,1.158122444152832031e+01,3.877251967787742615e-02,2.813708595931529999e-02
3.879777714610099792e-02,4.235952720046043396e-02,6.244440555572509766e+00,1.019130039215087891e+01,1.517113856971263885e-02,2.476020529866218567e-02
3.924890235066413879e-02,4.285206645727157593e-02,2.755030441284179688e+01,3.183219718933105469e+01,6.693465262651443481e-02,7.733769714832305908e-02
3.970002755522727966e-02,4.334460571408271790e-02,4.900633239746093750e+01,5.332803344726562500e+01,1.190630048513412476e-01,1.295627653598785400e-01
4.015115275979042053e-02,4.383714497089385986e-02,7.049745178222656250e+01,7.466451263427734375e+01,1.712765991687774658e-01,1.814006567001342773e-01
4.060227796435356140e-02,4.432968795299530029e-02,9.129793548583984375e+01,9.582829284667968750e+01,2.218122780323028564e-01,2.328189760446548462e-01
4.105340316891670227e-02,4.482222720980644226e-02,1.124089660644531250e+02,1.168075790405273438e+02,2.731024324893951416e-01,2.837890684604644775e-01
4.150452837347984314e-02,4.531476646661758423e-02,1.331060333251953125e+02,1.375903472900390625e+02,3.233868479728698730e-01,3.342816829681396484e-01
4.195565357804298401e-02,4.580730572342872620e-02,1.534872436523437500e+02,1.581640167236328125e+02,3.729038834571838379e-01,3.842663168907165527e-01
4.240677878260612488e-02,4.629984498023986816e-02,1.743076019287109375e+02,1.785191650390625000e+02,4.234878420829772949e-01,4.337200224399566650e-01
4.285790398716926575e-02,4.679238423705101013e-02,1.938580017089843750e+02,1.986428527832031250e+02,4.709863960742950439e-01,4.826113879680633545e-01
4.330902919173240662e-02,4.728492349386215210e-02,2.139009704589843750e+02,2.185271606445312500e+02,5.196816325187683105e-01,5.309211611747741699e-01
4.376015439629554749e-02,4.777746647596359253e-02,2.336548767089843750e+02,2.381615447998046875e+02,5.676746368408203125e-01,5.786237716674804688e-01
4.421127960085868835e-02,4.827000573277473450e-02,2.526025848388671875e+02,2.575367126464843750e+02,6.137089133262634277e-01,6.256965994834899902e-01
4.466240480542182922e-02,4.876254498958587646e-02,2.723714294433593750e+02,2.766448669433593750e+02,6.617381572723388672e-01,6.721206307411193848e-01
4.511353000998497009e-02,4.925508424639701843e-02,2.905511474609375000e+02,2.954779663085937500e+02,7.059065699577331543e-01,7.178764939308166504e-01
4.556465521454811096e-02,4.974762350320816040e-02,3.091996459960937500e+02,3.140270690917968750e+02,7.512139081954956055e-01,7.629423141479492188e-01
4.601578041911125183e-02,5.024016276001930237e-02,3.278862915039062500e+02,3.322858276367187500e+02,7.966139316558837891e-01,8.073027729988098145e-01
4.646690562367439270e-02,5.073270574212074280e-02,3.451189575195312500e+02,3.502464904785156250e+02,8.384814262390136719e-01,8.509389758110046387e-01
4.691803082823753357e-02,5.122524499893188477e-02,3.635417480468750000e+02,3.679043884277343750e+02,8.832404017448425293e-01,8.938395977020263672e-01
4.736915603280067444e-02,5.171778425574302673e-02,3.802768249511718750e+02,3.852518920898437500e+02,9.238989949226379395e-01,9.359861016273498535e-01
4.782028496265411377e-02,5.221032723784446716e-02,3.972735290527343750e+02,4.022854309082031250e+02,9.651932120323181152e-01,9.773698449134826660e-01
4.827141016721725464e-02,5.270286649465560913e-02,4.148159179687500000e+02,4.189970397949218750e+02,1.007813215255737305e+00,1.017971396446228027e+00
4.872253537178039551e-02,5.319540575146675110e-02,4.301162414550781250e+02,4.353843383789062500e+02,1.044986009597778320e+00,1.057785034179687500e+00
4.917366057634353638e-02,5.368794873356819153e-02,4.469594116210937500e+02,4.514423828125000000e+02,1.085907220840454102e+00,1.096798777580261230e+00
4.962478578090667725e-02,5.418048799037933350e-02,4.622214660644531250e+02,4.671672668457031250e+02,1.122987031936645508e+00,1.135003089904785156e+00
5.007591098546981812e-02,5.467302724719047546e-02,4.773698730468750000e+02,4.825549926757812500e+02,1.159790754318237305e+00,1.172388195991516113e+00
5.052703619003295898e-02,5.516556650400161743e-02,4.937308654785156250e+02,4.976029968261718750e+02,1.199540495872497559e+00,1.208948016166687012e+00
5.097816139459609985e-02,5.565810576081275940e-02,5.069422912597656250e+02,5.123077392578125000e+02,1.231638193130493164e+00,1.244673848152160645e+00
5.142928659915924072e-02,5.615064501762390137e-02,5.220285034179687500e+02,5.266668090820312500e+02,1.268290758132934570e+00,1.279559731483459473e+00
5.188041180372238159e-02,5.664318427443504333e-02,5.358273315429687500e+02,5.406784667968750000e+02,1.301815629005432129e+00,1.313601732254028320e+00
5.233153700828552246e-02,5.713572725653648376e-02,5.489874877929687500e+02,5.543403930664062500e+02,1.333788871765136719e+00,1.346793889999389648e+00
5.278266221284866333e-02,5.762826651334762573e-02,5.641045532226562500e+02,5.676517333984375000e+02,1.370516419410705566e+00,1.379134416580200195e+00
5.323378741741180420e-02,5.812080577015876770e-02,5.751839599609375000e+02,5.806102294921875000e+02,1.397434234619140625e+00,1.410617589950561523e+00
5.368491262197494507e-02,5.861334502696990967e-02,5.883874511718750000e+02,5.932147827148437500e+02,1.429512739181518555e+00,1.441240906715393066e+00
5.413603782653808594e-02,5.910588428378105164e-02,6.007639160156250000e+02,6.054660034179687500e+02,1.459581851959228516e+00,1.471005797386169434e+00
5.458716303110122681e-02,5.959842354059219360e-02,6.118471679687500000e+02,6.173627319335937500e+02,1.486509084701538086e+00,1.499909400939941406e+00
5.503828823566436768e-02,6.009096279740333557e-02,6.251894531250000000e+02,6.289049682617187500e+02,1.518924832344055176e+00,1.527951836585998535e+00
5.548941344022750854e-02,6.058350577950477600e-02,6.346379394531250000e+02,6.400930175781250000e+02,1.541880249977111816e+00,1.555133700370788574e+00
5.594053864479064941e-02,6.107604503631591797e-02,6.458796386718750000e+02,6.509260253906250000e+02,1.569192528724670410e+00,1.581452846527099609e+00
5.639166384935379028e-02,6.156858429312705994e-02,6.568978881835937500e+02,6.614061889648437500e+02,1.595961809158325195e+00,1.606914877891540527e+00
5.684278905391693115e-02,6.206112354993820190e-02,6.658614501953125000e+02,6.715338745117187500e+02,1.617739200592041016e+00,1.631520509719848633e+00
5.729391425848007202e-02,6.255366653203964233e-02,6.773574829101562500e+02,6.813094482421875000e+02,1.645669221878051758e+00,1.655270695686340332e+00
5.774503946304321289e-02,6.304620206356048584e-02,6.852807006835937500e+02,6.907349853515625000e+02,1.664919018745422363e+00,1.678170442581176758e+00
5.819616466760635376e-02,6.353874504566192627e-02,6.945231933593750000e+02,6.998112182617187500e+02,1.687374114990234375e+00,1.700221538543701172e+00
5.864728987216949463e-02,6.403128057718276978e-02,7.042644042968750000e+02,7.085403442382812500e+02,1.711040854454040527e+00,1.721429347991943359e+00
5.909841507673263550e-02,6.452382355928421021e-02,7.111054687500000000e+02,7.169240722656250000e+02,1.727661490440368652e+00,1.741798043251037598e+00
5.954954028129577637e-02,6.501636654138565063e-02,7.207211303710937500e+02,7.249642333984375000e+02,1.751023173332214355e+00,1.761331915855407715e+00
6.000066548585891724e-02,6.550890207290649414e-02,7.272385864257812500e+02,7.326630249023437500e+02,1.766857624053955078e+00,1.780036449432373047e+00
6.045179069042205811e-02,6.600144505500793457e-02,7.344807128906250000e+02,7.400234375000000000e+02,1.784452676773071289e+00,1.797918915748596191e+00
6.090291589498519897e-02,6.649398058652877808e-02,7.430364990234375000e+02,7.470468139648437500e+02,1.805239319801330566e+00,1.814982533454895020e+00
6.135404109954833984e-02,6.698652356863021851e-02,7.477866821289062500e+02,7.537364501953125000e+02,1.816780090332031250e+00,1.831235289573669434e+00
6.180516630411148071e-02,6.747905910015106201e-02,7.555204467773437500e+02,7.600949096679687500e+02,1.835569620132446289e+00,1.846683382987976074e+00
6.225629150867462158e-02,6.797160208225250244e-02,7.607596435546875000e+02,7.661256713867187500e+02,1.848298430442810059e+00,1.861335396766662598e+00
6.270741671323776245e-02,6.846414506435394287e-02,7.660310058593750000e+02,7.718311767578125000e+02,1.861105442047119141e+00,1.875197172164916992e+00
6.315854191780090332e-02,6.895668059587478638e-02,7.734984130859375000e+02,7.772146606445312500e+02,1.879247784614562988e+00,1.888276576995849609e+00
6.360966712236404419e-02,6.944922357797622681e-02,7.762178955078125000e+02,7.822792358398437500e+02,1.885854959487915039e+00,1.900581240653991699e+00
6.406079232692718506e-02,6.994175910949707031e-02,7.820960083007812500e+02,7.870286865234375000e+02,1.900135993957519531e+00,1.912120223045349121e+00
6.451191753149032593e-02,7.043430209159851074e-02,7.861865234375000000e+02,7.914662475585937500e+02,1.910074114799499512e+00,1.922901391983032227e+00
6.496304273605346680e-02,7.092683762311935425e-02,7.895424804687500000e+02,7.955954589843750000e+02,1.918227553367614746e+00,1.932933568954467773e+00
6.541416794061660767e-02,7.141938060522079468e-02,7.961062011718750000e+02,7.994198608398437500e+02,1.934174418449401855e+00,1.942225098609924316e+00
6.586529314517974854e-02,7.191192358732223511e-02,7.967919921875000000e+02,8.029435424804687500e+02,1.935840606689453125e+00,1.950785994529724121e+00
6.631641834974288940e-02,7.240445911884307861e-02,8.008637695312500000e+02,8.061697387695312500e+02,1.945733189582824707e+00,1.958624243736267090e+00
6.676754355430603027e-02,7.289700210094451904e-02,8.039334716796875000e+02,8.091024169921875000e+02,1.953191161155700684e+00,1.965749263763427734e+00
6.721866875886917114e-02,7.338953763246536255e-02,8.054507446289062500e+02,8.117459106445312500e+02,1.956877350807189941e+00,1.972171783447265625e+00
6.766979396343231201e-02,7.388208061456680298e-02,8.103100585937500000e+02,8.141038818359375000e+02,1.968683242797851562e+00,1.977900505065917969e+00
6.812091916799545288e-02,7.437461614608764648e-02,8.099611206054687500e+02,8.161802368164062500e+02,1.967835545539855957e+00,1.982945203781127930e+00
6.857204437255859375e-02,7.486715912818908691e-02,8.122951049804687500e+02,8.179792480468750000e+02,1.973506093025207520e+00,1.987315893173217773e+00
6.902316957712173462e-02,7.535970211029052734e-02,8.144665527343750000e+02,8.195050659179687500e+02,1.978781700134277344e+00,1.991022944450378418e+00
6.947429478168487549e-02,7.585223764181137085e-02,8.142390747070312500e+02,8.207615966796875000e+02,1.978229045867919922e+00,1.994075775146484375e+00
6.992541998624801636e-02,7.634478062391281128e-02,8.174539184570312500e+02,8.217533569335937500e+02,1.986039638519287109e+00,1.996485233306884766e+00
7.037654519081115723e-02,7.683731615543365479e-02,8.162183227539062500e+02,8.224841918945312500e+02,1.983037710189819336e+00,1.998260855674743652e+00
7.082767784595489502e-02,7.732986658811569214e-02,8.168991699218750000e+02,8.229586791992187500e+02,1.984691858291625977e+00,1.999413728713989258e+00
7.127880305051803589e-02,7.782240957021713257e-02,8.182872924804687500e+02,8.231808471679687500e+02,1.988064289093017578e+00,1.999953389167785645e+00
7.172992825508117676e-02,7.831494510173797607e-02,8.164225463867187500e+02,8.231550292968750000e+02,1.983533859252929688e+00,1.999890685081481934e+00
7.218105345964431763e-02,7.880748808383941650e-02,8.180676879882812500e+02,8.228855590820312500e+02,1.987530827522277832e+00,1.999235987663269043e+00
7.263217866420745850e-02,7.930002361536026001e-02,8.160834350585937500e+02,8.223766479492187500e+02,1.982710003852844238e+00,1.997999548912048340e+00
7.308330386877059937e-02,7.979256659746170044e-02,8.152082519531250000e+02,8.216326904296875000e+02,1.980583667755126953e+00,1.996192097663879395e+00
7.353442907333374023e-02,8.028510212898254395e-02,8.159190673828125000e+02,8.206580200195312500e+02,1.982310652732849121e+00,1.993824124336242676e+00
7.398555427789688110e-02,8.077764511108398438e-02,8.125354003906250000e+02,8.194568481445312500e+02,1.974089860916137695e+00,1.990905761718750000e+00
7.443667948246002197e-02,8.127018809318542480e-02,8.126972045898437500e+02,8.180335693359375000e+02,1.974483013153076172e+00,1.987447857856750488e+00
7.488780468702316284e-02,8.176272362470626831e-02,8.100911254882812500e+02,8.163923950195312500e+02,1.968151450157165527e+00,1.983460545539855957e+00
7.533892989158630371e-02,8.225526660680770874e-02,8.077668457031250000e+02,8.145376586914062500e+02,1.962504506111145020e+00,1.978954434394836426e+00
7.579005509614944458e-02,8.274780213832855225e-02,8.078960571289062500e+02,8.124738159179687500e+02,1.962818384170532227e+00,1.973940253257751465e+00
7.624118030071258545e-02,8.324034512042999268e-02,8.031193847656250000e+02,8.102047119140625000e+02,1.951213240623474121e+00,1.968427300453186035e+00
7.669230550527572632e-02,8.373288065195083618e-02,8.018935546875000000e+02,8.077348632812500000e+02,1.948235034942626953e+00,1.962426781654357910e+00
7.714343070983886719e-02,8.422542363405227661e-02,7.987794799804687500e+02,8.050687255859375000e+02,1.940669298171997070e+00,1.955949306488037109e+00
7.759455591440200806e-02,8.471796661615371704e-02,7.951204833984375000e+02,8.022103271484375000e+02,1.931779623031616211e+00,1.949004650115966797e+00
7.804568111896514893e-02,8.521050214767456055e-02,7.947521362304687500e+02,7.991635742187500000e+02,1.930884599685668945e+00,1.941602468490600586e+00
7.849680632352828979e-02,8.570304512977600098e-02,7.887135620117187500e+02,7.959327392578125000e+02,1.916213631629943848e+00,1.933753013610839844e+00
7.894793152809143066e-02,8.619558066129684448e-02,7.862026367187500000e+02,7.925223999023437500e+02,1.910113334655761719e+00,1.925467371940612793e+00
7.939905673265457153e-02,8.668812364339828491e-02,7.826811523437500000e+02,7.889364624023437500e+02,1.901557683944702148e+00,1.916755199432373047e+00
7.985018193721771240e-02,8.718066662549972534e-02,7.778061523437500000e+02,7.851787109375000000e+02,1.889713644981384277e+00,1.907625555992126465e+00
8.030130714178085327e-02,8.767320215702056885e-02,7.764642944335937500e+02,7.812537841796875000e+02,1.886453509330749512e+00,1.898089885711669922e+00
8.075243234634399414e-02,8.816574513912200928e-02,7.698455810546875000e+02,7.771649780273437500e+02,1.870373129844665527e+00,1.888155937194824219e+00
8.120355755090713501e-02,8.865828067064285278e-02,7.661561279296875000e+02,7.729165649414062500e+02,1.861409425735473633e+00,1.877834200859069824e+00
8.165468275547027588e-02,8.915082365274429321e-02,7.623135986328125000e+02,7.685128173828125000e+02,1.852073788642883301e+00,1.867135047912597656e+00
8.210580796003341675e-02,8.964335918426513672e-02,7.563439331054687500e+02,7.639570922851562500e+02,1.837570309638977051e+00,1.856066823005676270e+00
8.255693316459655762e-02,9.013590216636657715e-02,7.538528442382812500e+02,7.592539672851562500e+02,1.831518054008483887e+00,1.844640374183654785e+00
8.300805836915969849e-02,9.062844514846801758e-02,7.470236206054687500e+02,7.544066162109375000e+02,1.814926147460937500e+00,1.832863450050354004e+00
8.345918357372283936e-02,9.112098067998886108e-02,7.422648925781250000e+02,7.494190063476562500e+02,1.803364634513854980e+00,1.820745825767517090e+00
8.391030877828598022e-02,9.161352366209030151e-02,7.381736450195312500e+02,7.442954101562500000e+02,1.793424725532531738e+00,1.808297872543334961e+00
8.436143398284912109e-02,9.210605919361114502e-02,7.312305297851562500e+02,7.390390625000000000e+02,1.776556134223937988e+00,1.795527338981628418e+00
8.481255918741226196e-02,9.259860217571258545e-02,7.276874389648437500e+02,7.336531982421875000e+02,1.767948031425476074e+00,1.782442092895507812e+00
8.526368439197540283e-02,9.309113770723342896e-02,7.207310180664062500e+02,7.281428222656250000e+02,1.751047134399414062e+00,1.769054412841796875e+00
8.571480959653854370e-02,9.358368068933486938e-02,7.150126342773437500e+02,7.225098876953125000e+02,1.737154126167297363e+00,1.755368947982788086e+00
8.616593480110168457e-02,9.407622367143630981e-02,7.107313842773437500e+02,7.167594604492187500e+02,1.726752638816833496e+00,1.741398096084594727e+00
8.661706000566482544e-02,9.456875920295715332e-02,7.029351806640625000e+02,7.108934326171875000e+02,1.707811355590820312e+00,1.727146267890930176e+00
8.706818521022796631e-02,9.506130218505859375e-02,6.984385986328125000e+02,7.049164428710937500e+02,1.696886777877807617e+00,1.712624907493591309e+00
8.751931041479110718e-02,9.555383771657943726e-02,6.914227905273437500e+02,6.988316650390625000e+02,1.679841518402099609e+00,1.697841763496398926e+00
8.797043561935424805e-02,9.604638069868087769e-02,6.848540039062500000e+02,6.926422119140625000e+02,1.663882374763488770e+00,1.682804226875305176e+00
8.842156082391738892e-02,9.653891623020172119e-02,6.804282836914062500e+02,6.863521728515625000e+02,1.653129935264587402e+00,1.667522311210632324e+00
8.887268602848052979e-02,9.703145921230316162e-02,6.718977661132812500e+02,6.799630737304687500e+02,1.632404685020446777e+00,1.651999711990356445e+00
8.932381123304367065e-02,9.752400219440460205e-02,6.665462036132812500e+02,6.734804077148437500e+02,1.619402766227722168e+00,1.636249780654907227e+00
