theta_deg,SPL_sim_dB,SPL_analytic_dB,directivity_sim,directivity_analytic,p_far_abs_sim_pa,p_far_abs_analytic_pa,p_far_real,p_far_imag,r_far_m
2.350000000000000000e+01,9.781736332159361780e+01,9.766744063573982260e+01,2.346366195379461644e-02,2.294277245679099408e-02,2.199951768871862612e+00,2.162305362097105110e+00,-1.980930270272764471e+00,9.569237428758418096e-01,4.000000000000000000e+00
2.375000000000000000e+01,9.951933801633822441e+01,9.943173763427532208e+01,2.854266549064806216e-02,2.810999366908620289e-02,2.676158885945510768e+00,2.649304488097704358e+00,-2.358836185601511648e+00,1.264008794400587332e+00,4.000000000000000000e+00
2.400000000000000355e+01,1.008702123119699792e+02,1.008164037175517933e+02,3.334557745010140878e-02,3.296811010568716227e-02,3.126479670558861113e+00,3.107171175322986478e+00,-2.712327366086969338e+00,1.555041925349142762e+00,4.000000000000000000e+00
2.425000000000000000e+01,1.019694079125485899e+02,1.019359234679541260e+02,3.784408616115680218e-02,3.750334797163927536e-02,3.548259621858036450e+00,3.534607274181708725e+00,-3.040493422675170976e+00,1.829083401810086107e+00,4.000000000000000000e+00
2.450000000000000000e+01,1.028783995082687142e+02,1.028580795976112654e+02,4.201918284779390667e-02,4.170401287182481931e-02,3.939716477956021201e+00,3.930510613900171091e+00,-3.342580692909515871e+00,2.085310585516396475e+00,4.000000000000000000e+00
2.475000000000000000e+01,1.036375907049278879e+02,1.036262857500202301e+02,4.585716078804566442e-02,4.556046559269311125e-02,4.299565097288118309e+00,4.293972720004056498e+00,-3.617989805383423629e+00,2.323017389939172173e+00,4.000000000000000000e+00
2.500000000000000000e+01,1.042748330498010745e+02,1.042699745558929436e+02,4.934796856920573016e-02,4.906508933003764922e-02,4.626863059902721176e+00,4.624275725609196641e+00,-3.866272617639063380e+00,2.541613232021496138e+00,4.000000000000000000e+00
2.525000000000000000e+01,1.048100571546144693e+02,1.048099706564117923e+02,5.248442996653546883e-02,5.221224880871210006e-02,4.920937523327982177e+00,4.920888518545571522e+00,-4.087128564403938569e+00,2.740621500048983084e+00,4.000000000000000000e+00
2.550000000000000000e+01,1.052579518170132360e+02,1.052614987942227742e+02,5.526182431156508035e-02,5.499824176595035502e-02,5.181345877924757204e+00,5.183462168767949407e+00,-4.280400454729597293e+00,2.919677559909403364e+00,4.000000000000000000e+00
2.575000000000000000e+01,1.056295956884934242e+02,1.056359745116305078e+02,5.767763061949619102e-02,5.742124329233430635e-02,5.407851756284692613e+00,5.411824682615689497e+00,-4.446069757979782544e+00,3.078526323605018433e+00,4.000000000000000000e+00
2.600000000000000000e+01,1.059334941917131800e+02,1.059421234686330848e+02,5.973135084077588891e-02,5.948124354344228037e-02,5.600408461306668251e+00,5.605975132273908201e+00,-4.584251419732972010e+00,3.217019405311623004e+00,4.000000000000000000e+00
2.625000000000000355e+01,1.061762620797610737e+02,1.061867091997075647e+02,6.142437284590703678e-02,6.117997935080710104e-02,5.759146119659477314e+00,5.766077210258125696e+00,-4.695188249516480283e+00,3.335111891554942698e+00,4.000000000000000000e+00
2.650000000000000000e+01,1.063630859065605563e+02,1.063750215820216880e+02,6.275985366529412968e-02,6.252086027306270888e-02,5.884360734355626121e+00,5.892452259899033429e+00,-4.779244922881958679e+00,3.432858753157971954e+00,4.000000000000000000e+00
2.675000000000000000e+01,1.064980446998684869e+02,1.065112130739987748e+02,6.374261291545882391e-02,6.350888963709845625e-02,5.976504192398643056e+00,5.985571833646604389e+00,-4.836901640664454050e+00,3.510410927554787008e+00,4.000000000000000000e+00
2.700000000000000000e+01,1.065843361814863499e+02,1.065985345763254486e+02,6.437903106119351182e-02,6.415058112474794627e-02,6.036174725847696543e+00,6.046049831550726061e+00,-4.868747488379864485e+00,3.568011100789524548e+00,4.000000000000000000e+00
2.725000000000000000e+01,1.066244380438560313e+02,1.066395028513418879e+02,6.467694965094533677e-02,6.445387146309491944e-02,6.064107557892199907e+00,6.074634272516394873e+00,-4.875473538568076748e+00,3.605989219119737577e+00,4.000000000000000000e+00
