theta_deg,SPL_sim_dB,SPL_analytic_dB,directivity_sim,directivity_analytic,p_far_abs_sim_pa,p_far_abs_analytic_pa,p_far_real,p_far_imag,r_far_m
7.000000000000000000e+00,1.242973085204664869e+02,1.243248790871389815e+02,4.942086089694866513e-01,4.937621784157340543e-01,4.638850960747996766e+01,4.653598896994088818e+01,-3.416564177732903573e+01,3.137838022502898383e+01,4.000000000000000000e+00
7.250000000000000888e+00,1.237815801870260657e+02,1.238077643608578455e+02,4.657189286656233662e-01,4.652239711674570621e-01,4.371434775658555338e+01,4.384632630280658816e+01,-3.207747605518238032e+01,2.969814353983927546e+01,4.000000000000000000e+00
7.499999999999999112e+00,1.232339362567224441e+02,1.232584467405867201e+02,4.372619560542450601e-01,4.367130834539693640e-01,4.104325598799958641e+01,4.115923844116609587e+01,-2.999328205017754456e+01,2.801699294990384104e+01,4.000000000000000000e+00
7.750000000000000000e+00,1.226517817308323686e+02,1.226742552703621811e+02,4.089158710445338629e-01,4.083068158083189569e-01,3.838257259855134862e+01,3.848201078862167179e+01,-2.791882032050392581e+01,2.633934986279049895e+01,4.000000000000000000e+00
8.000000000000000000e+00,1.220320710854222739e+02,1.220520429738634363e+02,3.807574719636188099e-01,3.800808728607787401e-01,3.573950620393714672e+01,3.582177833848255943e+01,-2.585972478049344758e+01,2.466955488002154340e+01,4.000000000000000000e+00
8.250000000000000000e+00,1.213711995879350241e+02,1.213880674876230046e+02,3.528619743587698698e-01,3.521090928876134951e-01,3.312111685344352452e+01,3.318550018433678162e+01,-2.382148228001702250e+01,2.301185267644254395e+01,4.000000000000000000e+00
8.500000000000000000e+00,1.206648597536370744e+02,1.206778313200421593e+02,3.253028499190316336e-01,3.244631888010771625e-01,3.053430091045078498e+01,3.057993510893346212e+01,-2.180941308903941334e+01,2.137037746043789355e+01,4.000000000000000000e+00
8.750000000000000000e+00,1.199078488153697606e+02,1.199158641425506033e+02,2.981517214282820571e-01,2.972125016550461463e-01,2.798578119228290007e+01,2.801161835263611977e+01,-1.982865236918923912e+01,1.974913907399968593e+01,4.000000000000000000e+00
9.000000000000000000e+00,1.190938060600979753e+02,1.190954198639789468e+02,2.714783390220845138e-01,2.704237676644980493e-01,2.548210474157526306e+01,2.548683965552580588e+01,-1.788413270816039002e+01,1.815200978783121499e+01,4.000000000000000000e+00
9.250000000000000000e+00,1.182148477004257074e+02,1.182080450086901777e+02,2.453506796770335285e-01,2.441608996563344736e-01,2.302965216476534849e+01,2.301162265962645392e+01,-1.598056778630445329e+01,1.658271184268151188e+01,4.000000000000000000e+00
9.500000000000000000e+00,1.172610487342036265e+02,1.172429466030120579e+02,2.198352426404017457e-01,2.184847837843672536e-01,2.063466536236846238e+01,2.059170574974367796e+01,-1.412243723808472851e+01,1.504480578383405209e+01,4.000000000000000000e+00
9.750000000000000000e+00,1.162196909639168325e+02,1.161860362003141489e+02,1.949976729266346409e-01,1.934530922531761954e-01,1.830330605299496582e+01,1.823252440310420752e+01,-1.231397276401936303e+01,1.354167963129358121e+01,4.000000000000000000e+00
1.000000000000000000e+01,1.150741451987133246e+02,1.150184278660510699e+02,1.709039657029952919e-01,1.691201127045397767e-01,1.604176882207916321e+01,1.593919510940580153e+01,-1.055914554160427876e+01,1.207653892355958014e+01,4.000000000000000000e+00
1.025000000000000000e+01,1.138021690786038960e+02,1.137139668654923241e+02,1.476227646068425103e-01,1.455365948268339538e-01,1.385649685165657452e+01,1.371650091409367533e+01,-8.861654976299533359e+00,1.065239766817753875e+01,4.000000000000000000e+00
1.050000000000000000e+01,1.123732609135675631e+02,1.122349254267278553e+02,1.252298689403747445e-01,1.227496146527251170e-01,1.175460498471952597e+01,1.156887862871937855e+01,-7.224918826182213927e+00,9.272070227401805198e+00,4.000000000000000000e+00
1.075000000000000000e+01,1.107445202667922501e+02,1.105239450291380194e+02,1.038175782132975261e-01,1.008024569142571686e-01,9.744756843501688692e+00,9.500407743168960195e+00,-5.652064726318221766e+00,7.938164162354058639e+00,4.000000000000000000e+00
1.100000000000000000e+01,1.088544655065442441e+02,1.084874498955155673e+02,8.351570579716212361e-02,7.973451572759650274e-02,7.839137259922405399e+00,7.514801065420710025e+00,-4.145923131285552898e+00,6.653074054102747326e+00,4.000000000000000000e+00
1.125000000000000000e+01,1.066162462561872672e+02,1.059567096058603397e+02,6.454419568096449178e-02,5.958121378284343683e-02,6.058391106736770837e+00,5.615397105364316133e+00,-2.709021686702425935e+00,5.418976315058328552e+00,4.000000000000000000e+00
1.150000000000000000e+01,1.039279300425072137e+02,1.025765453693111340e+02,4.736323768729282235e-02,4.037394011798153132e-02,4.445713746427258251e+00,3.805154210133750325e+00,-1.343581033112839052e+00,4.237824999056912567e+00,4.000000000000000000e+00
1.175000000000000000e+01,1.008292638926550069e+02,9.735807754388416413e+01,3.315187338250918936e-02,2.214000646078685339e-02,3.111775005533012894e+00,2.086646449429156114e+00,-5.151203811626681173e-02,3.111348613541897734e+00,4.000000000000000000e+00
1.200000000000000178e+01,9.839200345371450851e+01,8.426309092426932068e+01,2.504061858011728120e-02,4.902622028877121757e-03,2.350418334482576643e+00,4.620612404774356308e-01,1.165585554613717267e+00,2.041047932300386503e+00,4.000000000000000000e+00
1.225000000000000000e+01,9.901510899851571423e+01,9.153077090669083304e+01,2.690297637900494060e-02,1.131911341343880793e-02,2.525227111744486663e+00,1.066801306344271394e+00,2.306423077899507401e+00,1.028194802370623107e+00,4.000000000000000000e+00
1.250000000000000000e+01,1.015238376412817161e+02,9.892278228086325953e+01,3.591176599195800012e-02,2.651019853174483784e-02,3.370830194992356699e+00,2.498527348576095264e+00,3.370021520553637462e+00,7.383193399577769878e-02,4.000000000000000000e+00
1.275000000000000000e+01,1.039019767159051213e+02,1.026378064635629528e+02,4.722192816248188540e-02,4.065970180758471386e-02,4.432449836955933087e+00,3.832086614875793273e+00,4.355708765761539425e+00,-8.212263421242438355e-01,4.000000000000000000e+00
1.300000000000000000e+01,1.058041202202099385e+02,1.050638235275587107e+02,5.878288424771162257e-02,5.376071579234247694e-02,5.517610056138690489e+00,5.066828093548557455e+00,5.263115526628145524e+00,-1.656392370475225917e+00,4.000000000000000000e+00
1.325000000000000000e+01,1.073063864060462294e+02,1.068203993987147555e+02,6.988181895141414024e-02,6.581029476560996960e-02,6.559402994972917789e+00,6.202474156986573561e+00,6.092170023168786308e+00,-2.431302543753719902e+00,4.000000000000000000e+00
1.350000000000000000e+01,1.085067720552441273e+02,1.081628074628447536e+02,8.023862598202112506e-02,7.680937640873700123e-02,7.531536692611097372e+00,7.239113179575040746e+00,6.843091450666011433e+00,-3.145813781832779821e+00,4.000000000000000000e+00
1.375000000000000000e+01,1.094777668600455343e+02,1.092211826648124031e+02,8.972908175179614143e-02,8.676268817361235119e-02,8.422350997876980827e+00,8.177190713157678204e+00,7.516382294577112155e+00,-3.799999149106100926e+00,4.000000000000000000e+00
1.400000000000000000e+01,1.102697392679626489e+02,1.100708224662114390e+02,9.829509433046049183e-02,9.567863909109317055e-02,9.226393156575392496e+00,9.017499290221426378e+00,8.112819552033826653e+00,-4.394142646277984454e+00,4.000000000000000000e+00
1.425000000000000178e+01,1.109179345767134492e+02,1.107591349284894875e+02,1.059111318380851485e-01,1.035691978226221666e-01,9.941266638504533404e+00,9.761166930532134245e+00,8.633444924418096633e+00,-4.928733216038643228e+00,4.000000000000000000e+00
1.450000000000000178e+01,1.114475500173987825e+02,1.113178180366119250e+02,1.125699261721506139e-01,1.104497578121834273e-01,1.056628922883156818e+01,1.040964443200581968e+01,9.079554049476904254e+00,-5.404458005198073067e+00,4.000000000000000000e+00
1.475000000000000178e+01,1.118770118545134693e+02,1.117690284942767107e+02,1.182756853130388641e-01,1.163389904436789440e-01,1.110185590638696240e+01,1.096469153111744887e+01,9.452684844988951340e+00,-5.822194928675545889e+00,4.000000000000000000e+00
1.499999999999999822e+01,1.122200679908907972e+02,1.121287799160554073e+02,1.230405545746832696e-01,1.212586871508733316e-01,1.154910668168825794e+01,1.142836202211380225e+01,9.754605039050851190e+00,-6.183004583302531110e+00,4.000000000000000000e+00
1.525000000000000000e+01,1.124871443677440368e+02,1.124089393884894292e+02,1.268826085950850724e-01,1.252335914631443059e-01,1.190973811667985238e+01,1.180298792769838911e+01,9.987298964647299826e+00,-6.488121561642624435e+00,4.000000000000000000e+00
1.550000000000000000e+01,1.126862433388438660e+02,1.126184615163384422e+02,1.298246161903746920e-01,1.282912220003024351e-01,1.218588738871286559e+01,1.209116281668622150e+01,1.015295369828299421e+01,-6.738945217978324465e+00,4.000000000000000000e+00
1.575000000000000000e+01,1.128235516954183595e+02,1.127641825102502366e+02,1.318932181917121527e-01,1.304616874536662918e-01,1.238005511884040821e+01,1.229572436638097166e+01,1.025394462407119356e+01,-6.937029940255992067e+00,4.000000000000000000e+00
1.600000000000000000e+01,1.129038600363264493e+02,1.128513476055255040e+02,1.331183366057268058e-01,1.317774946083840604e-01,1.249504991311831859e+01,1.241973626910503903e+01,1.029282050581742247e+01,-7.084074983111237955e+00,4.000000000000000000e+00
1.625000000000000000e+01,1.129308562130084397e+02,1.128839697649743101e+02,1.335327186382499753e-01,1.322733504737201304e-01,1.253394556274480287e+01,1.246646958341841582e+01,1.027228815031621600e+01,-7.181913918080833348e+00,4.000000000000000000e+00
1.650000000000000000e+01,1.129073322786379094e+02,1.128650773637943701e+02,1.331715621865202925e-01,1.319859595937350194e-01,1.250004589117534159e+01,1.243938363110031808e+01,1.019519674525323438e+01,-7.232503757832928315e+00,4.000000000000000000e+00
1.675000000000000000e+01,1.128353301258589312e+02,1.127968859513050148e+02,1.320721922449565877e-01,1.309538176105862206e-01,1.239685438020036479e+01,1.234210654094866122e+01,1.006452195484798118e+01,-7.237913811608696513e+00,4.000000000000000000e+00
1.700000000000000000e+01,1.127162420402258363e+02,1.126809159008704455e+02,1.302737703009764492e-01,1.292170021467017316e-01,1.222804689260806299e+01,1.217841553988924197e+01,9.883349855648340565e+00,-7.200314329157971649e+00,4.000000000000000000e+00
1.725000000000000000e+01,1.125508765618182281e+02,1.125180695846975709e+02,1.278170260465467389e-01,1.268169620604911729e-01,1.199744648949616455e+01,1.195221709079443784e+01,9.654860793740365210e+00,-7.121964990212954483e+00,4.000000000000000000e+00
1.750000000000000000e+01,1.123394960603428672e+02,1.123086764026430018e+02,1.247440050342120549e-01,1.237963061132683479e-01,1.170899974419983458e+01,1.166752697480991152e+01,9.382313243057470942e+00,-7.005203296037894489e+00,4.000000000000000000e+00
1.775000000000000000e+01,1.120818295062048264e+02,1.120525102907753023e+02,1.210978285455553416e-01,1.201985920628810683e-01,1.136675420253007651e+01,1.132845041389750840e+01,9.069027742511208245e+00,-6.852432918773975423e+00,4.000000000000000000e+00
1.800000000000000000e+01,1.117770615441465054e+02,1.117487814680182368e+02,1.169224636188555960e-01,1.160681171724347593e-01,1.097483679659734257e+01,1.093916232674761169e+01,8.718370987310382958e+00,-6.666112063232330520e+00,4.000000000000000000e+00
1.825000000000000000e+01,1.114237967584825952e+02,1.113961016184213406e+02,1.122625023053593352e-01,1.114497110907390343e-01,1.053743312487184092e+01,1.050388780822111912e+01,8.333740147138408716e+00,-6.448741894441101685e+00,4.000000000000000000e+00
1.850000000000000000e+01,1.110199956039921574e+02,1.109924190069561973e+02,1.071629500389142675e-01,1.063885320249825794e-01,1.005876758766255463e+01,1.002688291907663221e+01,7.918547480821482409e+00,-6.202855082668506270e+00,4.000000000000000000e+00
1.875000000000000000e+01,1.105628754542196361e+02,1.105349167050263475e+02,1.016690236853264734e-01,1.009298670859874042e-01,9.543084431176039217e+00,9.512415868953969067e+00,7.476205313795342811e+00,-5.931004515807822841e+00,4.000000000000000000e+00
1.900000000000000000e+01,1.100487660164661321e+02,1.100198625007780464e+02,9.582596053708797301e-02,9.511893764252263295e-02,8.994629818953958633e+00,8.964748671450442075e+00,7.010111441047888192e+00,-5.635752226997317038e+00,4.000000000000000000e+00
1.925000000000000000e+01,1.094729020723895161e+02,1.094423921491596587e+02,8.967884041448365151e-02,8.900071047393255663e-02,8.417635133530803060e+00,8.388119345675359995e+00,6.523635014374323582e+00,-5.319658583074803992e+00,4.000000000000000000e+00
1.950000000000000000e+01,1.088291265707547950e+02,1.087961965772679491e+02,8.327242440052942674e-02,8.261971546010199452e-02,7.816301839413343444e+00,7.786724733934065057e+00,6.020102968690505207e+00,-4.985271777062929566e+00,4.000000000000000000e+00
1.975000000000000000e+01,1.081094607157508705e+02,1.080730651866994378e+02,7.665101607578736487e-02,7.601987049491365500e-02,7.194788457993657182e+00,7.164704000210046608e+00,5.502787037877325815e+00,-4.635117665286182742e+00,4.000000000000000000e+00
2.000000000000000000e+01,1.073034695431423557e+02,1.072622050520341617e+02,6.985835544082288906e-02,6.924431425422135356e-02,6.557200610662460072e+00,6.526122868917744846e+00,4.974891406221409795e+00,-4.271689986969618325e+00,4.000000000000000000e+00
2.025000000000000000e+01,1.063973010119090645e+02,1.063491964267261949e+02,6.293756421206832263e-02,6.233524739234148904e-02,5.907585884047557911e+00,5.874958658024469926e+00,4.439541036930292783e+00,-3.897441001325082865e+00,4.000000000000000000e+00
2.050000000000000000e+01,1.053721818676515767e+02,1.053143298805787254e+02,5.593117895477629081e-02,5.533378268253528326e-02,5.249936940012945641e+00,5.215086155123609402e+00,3.899770714571217045e+00,-3.514772574134092498e+00,4.000000000000000000e+00
2.075000000000000000e+01,1.042019659408706076e+02,1.041298327453618242e+02,4.888134839447721980e-02,4.827980455728801690e-02,4.588210036146463722e+00,4.550264379417812144e+00,3.358514833540028111e+00,-3.126027742789038832e+00,4.000000000000000000e+00
2.100000000000000000e+01,1.028489361980753642e+02,1.027549624515814344e+02,4.183036848349783871e-02,4.121183844376106326e-02,3.926375249365543940e+00,3.884124266875475406e+00,2.818597959903823558e+00,-2.733482785615512611e+00,4.000000000000000000e+00
2.125000000000000000e+01,1.012561745501137835e+02,1.011266418946537442e+02,3.482199171859236969e-02,3.416693022896581666e-02,3.268539374006016462e+00,3.220157310091021241e+00,2.282726189195864563e+00,-2.339339818108298719e+00,4.000000000000000000e+00
2.150000000000000000e+01,9.933266780987139555e+01,9.913968305467669495e+01,2.790475866646661973e-02,2.718053612833918470e-02,2.619258632893865624e+00,2.561705178642670333e+00,1.753479317963889228e+00,-1.945719935515369814e+00,4.000000000000000000e+00
2.175000000000000000e+01,9.692185338785365900e+01,9.659863228920387712e+01,2.114158530275051656e-02,2.028642317084376756e-02,1.984438585517541043e+00,1.911950340034096252e+00,1.233303842176581178e+00,-1.554656917960789642e+00,4.000000000000000000e+00
2.200000000000000000e+01,9.373221940974400468e+01,9.307185935382925379e+01,1.464386953040039061e-02,1.351658045379263220e-02,1.374535510051390741e+00,1.273907695658709871e+00,7.245067909356595059e-01,-1.168091511089927037e+00,4.000000000000000000e+00
2.225000000000000000e+01,8.925111557778022586e+01,8.723294102252695836e+01,8.741795834474576365e-03,6.901141261650043171e-03,8.205419183201434485e-01,6.504172406695551967e-01,2.292503994004615742e-01,-7.878662920161197958e-01,4.000000000000000000e+00
2.250000000000000000e+01,8.468993951351680494e+01,6.386530417553687755e+01,5.170610884449516192e-03,4.683160853692473497e-04,4.853353995390154996e-01,4.413775120061873974e-02,-2.504523796015023507e-01,-4.157211271966349542e-01,4.000000000000000000e+00
2.275000000000000000e+01,8.805195105023793190e+01,8.565643055103207359e+01,7.614518267548879560e-03,5.755663477293775088e-03,7.147308796321104607e-01,5.424585029040362993e-01,-7.127415300913018115e-01,-5.328922576656985877e-02,4.000000000000000000e+00
2.300000000000000000e+01,9.250689071023339238e+01,9.185275889922083081e+01,1.271713893246446785e-02,1.174659001435478765e-02,1.193684429695373472e+00,1.107090026814846695e+00,-1.155912802526696703e+00,2.979062111672852176e-01,4.000000000000000000e+00
2.325000000000000000e+01,9.558781070993174467e+01,9.530650145779117111e+01,1.813157020491217714e-02,1.748231491114123418e-02,1.701905841751932824e+00,1.647669362777538060e+00,-1.578419731348599919e+00,6.364547477069903980e-01,4.000000000000000000e+00
2.350000000000000000e+01,9.781718020064548114e+01,9.766744063573982260e+01,2.343710093762687088e-02,2.294277245679099408e-02,2.199905388705416520e+00,2.162305362097105110e+00,-1.978874857127156384e+00,9.610608820907788896e-01,4.000000000000000000e+00
2.375000000000000000e+01,9.952141883975342296e+01,9.943173763427532208e+01,2.851778709482374191e-02,2.810999366908620289e-02,2.676800073132634239e+00,2.649304488097704358e+00,-2.356050173484644183e+00,1.270545635365315063e+00,4.000000000000000000e+00
2.400000000000000355e+01,1.008741016011149014e+02,1.008164037175517933e+02,3.332345019754211907e-02,3.296811010568716227e-02,3.127879930838082245e+00,3.107171175322986478e+00,-2.708876822283611929e+00,1.563847570396260211e+00,4.000000000000000000e+00
2.425000000000000000e+01,1.019747622670937517e+02,1.019359234679541260e+02,3.782535335164803614e-02,3.750334797163927536e-02,3.550447595435524573e+00,3.534607274181708725e+00,-3.036444063644760050e+00,1.840023254279792519e+00,4.000000000000000000e+00
2.450000000000000000e+01,1.028849707591734557e+02,1.028580795976112654e+02,4.200426776815413543e-02,4.170401287182481931e-02,3.942698171489125603e+00,3.930510613900171091e+00,-3.337997550185903606e+00,2.098247179532620965e+00,4.000000000000000000e+00
2.475000000000000000e+01,1.036451990750988585e+02,1.036262857500202301e+02,4.584635723943649571e-02,4.556046559269311125e-02,4.303332934050259517e+00,4.293972720004056498e+00,-3.612936937442801533e+00,2.337811161608878141e+00,4.000000000000000000e+00
2.500000000000000000e+01,1.042833468650828763e+02,1.042699745558929436e+02,4.934148586393981295e-02,4.906508933003764922e-02,4.631400484543215512e+00,4.624275725609196641e+00,-3.860812864748400131e+00,2.558123232297534688e+00,4.000000000000000000e+00
2.525000000000000000e+01,1.048193790217977721e+02,1.048099706564117923e+02,5.248241746694430609e-02,5.221224880871210006e-02,4.926221605013432203e+00,4.920888518545571522e+00,-4.081323342885075256e+00,2.758706050401620313e+00,4.000000000000000000e+00
2.550000000000000000e+01,1.052680093553180143e+02,1.052614987942227742e+02,5.526438585790367786e-02,5.499824176595035502e-02,5.187348920664245355e+00,5.183462168767949407e+00,-4.274309586610246292e+00,2.939194852766359389e+00,4.000000000000000000e+00
2.575000000000000000e+01,1.056403352704551253e+02,1.056359745116305078e+02,5.768483356409728063e-02,5.742124329233430635e-02,5.414542376292811987e+00,5.411824682615689497e+00,-4.439751331659004485e+00,3.099334970231955033e+00,4.000000000000000000e+00
2.600000000000000000e+01,1.059448766632986860e+02,1.059421234686330848e+02,5.974323201549527895e-02,5.948124354344228037e-02,5.607752358081278921e+00,5.605975132273908201e+00,-4.577761677069762669e+00,3.238978934404725951e+00,4.000000000000000000e+00
2.625000000000000355e+01,1.061882598010497958e+02,1.061867091997075647e+02,6.144094268685836024e-02,6.117997935080710104e-02,5.767106659807152091e+00,5.766077210258125696e+00,-4.688581494657169557e+00,3.358083202297159620e+00,4.000000000000000000e+00
2.650000000000000000e+01,1.063756806937275030e+02,1.063750215820216880e+02,6.278109917430867160e-02,6.252086027306270888e-02,5.892899414051653295e+00,5.892452259899033429e+00,-4.772573448173910826e+00,3.456704526845722825e+00,4.000000000000000000e+00
2.675000000000000000e+01,1.065112263998054090e+02,1.065112130739987748e+02,6.376849985368630847e-02,6.350888963709845625e-02,5.985581016659206277e+00,5.985571833646604389e+00,-4.830215665155444427e+00,3.534996002130413650e+00,4.000000000000000000e+00
2.700000000000000000e+01,1.065981017057228684e+02,1.065985345763254486e+02,6.440950561538850982e-02,6.415058112474794627e-02,6.045748527697057284e+00,6.046049831550726061e+00,-4.862095104667782053e+00,3.593202812716911332e+00,4.000000000000000000e+00
2.725000000000000000e+01,1.066387907500580354e+02,1.066395028513418879e+02,6.471193972549721396e-02,6.445387146309491944e-02,6.074136271997305769e+00,6.074634272516394873e+00,-4.868900664134112155e+00,3.631657717019560749e+00,4.000000000000000000e+00
2.750000000000000000e+01,1.066351724665629490e+02,1.066360196928352053e+02,6.468498826850119232e-02,6.442802977598241498e-02,6.071606494289866873e+00,6.072198750884724383e+00,-4.851416068173593388e+00,3.650776294840586189e+00,4.000000000000000000e+00
2.775000000000000000e+01,1.065886020806378411e+02,1.065894558385114834e+02,6.433910042854582012e-02,6.408356415088126146e-02,6.039139999178950724e+00,6.039733630567764244e+00,-4.810512581891487116e+00,3.651051989378793383e+00,4.000000000000000000e+00
2.800000000000000000e+01,1.064999666130933633e+02,1.065007080244349424e+02,6.368588833745861266e-02,6.343212596903206879e-02,5.977826750455289329e+00,5.978337028376804696e+00,-4.747141590383880505e+00,3.633050973948267259e+00,4.000000000000000000e+00
2.825000000000000000e+01,1.063697194588688717e+02,1.063702345128050410e+02,6.273802650189323760e-02,6.248641253786699212e-02,5.888856430902634997e+00,5.889205637344322675e+00,-4.662327085322794495e+00,3.597406873464380261e+00,4.000000000000000000e+00
