theta_deg,SPL_sim_dB,SPL_analytic_dB,directivity_sim,directivity_analytic,p_far_abs_sim_pa,p_far_abs_analytic_pa,p_far_real,p_far_imag,r_far_m
2.500000000000000000e+00,1.296398004673139610e+02,1.297518547707540506e+02,9.221291332320532552e-01,9.222880989683848174e-01,8.580942994792700063e+01,8.692360548637121553e+01,-6.807085912121767990e+01,5.224573098816328809e+01,4.000000000000000000e+00
2.750000000000000000e+00,1.294895555687001831e+02,1.296019217629274465e+02,9.063156893051620422e-01,9.065044789189944385e-01,8.433789785987336529e+01,8.543603434254470130e+01,-6.686278733560595811e+01,5.140280814445805646e+01,4.000000000000000000e+00
3.000000000000000444e+00,1.293240194950246007e+02,1.294367260256749148e+02,8.892066347216979194e-01,8.894267098811626804e-01,8.274580173380338977e+01,8.382649253007603818e+01,-6.555608231390351648e+01,5.049027407553466418e+01,4.000000000000000000e+00
3.250000000000000000e+00,1.291429014874170207e+02,1.292559762917850037e+02,8.708568937763071505e-01,8.711093608980585712e-01,8.103825259185487084e+01,8.210012306011923044e+01,-6.415502540055196334e+01,4.951091898759105447e+01,4.000000000000000000e+00
3.500000000000000000e+00,1.289458745973681459e+02,1.290593449701711961e+02,8.513251225791615973e-01,8.516107100576770783e-01,7.922070872310625589e+01,8.026241851306757269e+01,-6.266418676080562733e+01,4.846772522202910238e+01,4.000000000000000000e+00
3.749999999999999556e+00,1.287325723476865278e+02,1.288464647715803437e+02,8.306734640694228844e-01,8.309925009950942520e-01,7.729895288616754101e+01,7.831919808943190731e+01,-6.108840580343034787e+01,4.736385535081963383e+01,4.000000000000000000e+00
4.000000000000000000e+00,1.285025848334851730e+02,1.286169247645906637e+02,8.089672896585785589e-01,8.093196859138442889e-01,7.527906826760391823e+01,7.627658339017597200e+01,-5.943277053498149343e+01,4.620263959748194793e+01,4.000000000000000000e+00
4.250000000000000000e+00,1.282554541648890449e+02,1.283702657607062747e+02,7.862749288405842529e-01,7.866601563999942037e-01,7.316741332060122716e+01,7.414097304654059428e+01,-5.770259595097094518e+01,4.498756264287590767e+01,4.000000000000000000e+00
4.500000000000000000e+00,1.279906691305252053e+02,1.281059749037698907e+02,7.626673881720230641e-01,7.630844633575966096e-01,7.097059561445034603e+01,7.191901632458205995e+01,-5.590340157355075945e+01,4.372224987779291183e+01,4.000000000000000000e+00
4.750000000000000000e+00,1.277076589323276039e+02,1.278234793090768306e+02,7.382180610872720594e-01,7.386655274417879280e-01,6.869544483117611833e+01,6.961758583413453039e+01,-5.404088824926110135e+01,4.241045316645455188e+01,4.000000000000000000e+00
5.000000000000000000e+00,1.274057858059382511e+02,1.275221385595127543e+02,7.130024300720245733e-01,7.134783414056021789e-01,6.634898505106725963e+01,6.724374947565810601e+01,-5.212091432328933394e+01,4.105603618727798221e+01,4.000000000000000000e+00
5.250000000000000000e+00,1.270843362945601882e+02,1.272012358170864843e+02,6.870977627748822147e-01,6.875996658084375657e-01,6.393840647410875988e+01,6.480474176143754050e+01,-5.014947130934395858e+01,3.966295941860164476e+01,4.000000000000000000e+00
5.500000000000000000e+00,1.267425108841658243e+02,1.268599672447136300e+02,6.605828036933473202e-01,6.611077195578917154e-01,6.147103672958670018e+01,6.230793464983722174e+01,-4.813265917578891617e+01,3.823526483859552627e+01,4.000000000000000000e+00
5.750000000000000000e+00,1.263794116298735730e+02,1.264974293499385425e+02,6.335374631307647553e-01,6.340818667722782909e-01,5.895431193173916995e+01,5.976080803278874498e+01,-4.607666136989160321e+01,3.677706040929783882e+01,4.000000000000000000e+00
6.000000000000000888e+00,1.259940273006590559e+02,1.261126037523121113e+02,6.060425051892955883e-01,6.066023014585553153e-01,5.639574764570443932e+01,5.717092001738575391e+01,-4.398771970229387307e+01,3.529250441539117134e+01,4.000000000000000000e+00
6.250000000000000000e+00,1.255852154333378508e+02,1.257043387292173406e+02,5.781792366482799705e-01,5.787497314996049580e-01,5.380290993585964543e+01,5.454587714238672902e+01,-4.187210921355217863e+01,3.378578972844327666e+01,4.000000000000000000e+00
6.500000000000000000e+00,1.251516805040943012e+02,1.252713266964430119e+02,5.500291986879473072e-01,5.506050634359151985e-01,5.118338667893551985e+01,5.189330466958840304e+01,-3.973611314354381108e+01,3.226112806720989568e+01,4.000000000000000000e+00
6.750000000000000000e+00,1.246919471782181574e+02,1.248120765084180448e+02,5.216738635717480532e-01,5.222490895098209629e-01,4.854475933855933079e+01,4.922081708844035575e+01,-3.758599812294845322e+01,3.072273432395559212e+01,4.000000000000000000e+00
7.000000000000000000e+00,1.242043272591029393e+02,1.243248790871389815e+02,4.931943386216960934e-01,4.937621784157340543e-01,4.589457541845457911e+01,4.653598896994088818e+01,-3.542798970354760257e+01,2.917481102604677901e+01,4.000000000000000000e+00
7.250000000000000888e+00,1.236868784858911710e+02,1.238077643608578455e+02,4.646710801489872811e-01,4.652239711674570621e-01,4.324032184203645102e+01,4.384632630280658816e+01,-3.326824834131794972e+01,2.762153300060100847e+01,4.000000000000000000e+00
7.499999999999999112e+00,1.231373526651706527e+02,1.232584467405867201e+02,4.361836204993775334e-01,4.367130834539693640e-01,4.058939955241128672e+01,4.115923844116609587e+01,-3.111284594257438840e+01,2.606703230862534326e+01,4.000000000000000000e+00
7.750000000000000000e+00,1.225531296737184732e+02,1.226742552703621811e+02,4.078103121404434428e-01,4.083068158083189569e-01,3.794909969822134599e+01,3.848201078862167179e+01,-2.896774307941588233e+01,2.451538351302089325e+01,4.000000000000000000e+00
8.000000000000000000e+00,1.219311324931979215e+02,1.220520429738634363e+02,3.796280939248168340e-01,3.800808728607787401e-01,3.532658188309182634e+01,3.582177833848255943e+01,-2.683876697596812377e+01,2.297058934273290376e+01,4.000000000000000000e+00
8.250000000000000000e+00,1.212677164069538662e+02,1.213880674876230046e+02,3.517122865977177493e-01,3.521090928876134951e-01,3.272885513642832223e+01,3.318550018433678162e+01,-2.473159036176957670e+01,2.143656681278363507e+01,4.000000000000000000e+00
8.500000000000000000e+00,1.205585224368721526e+02,1.206778313200421593e+02,3.241364277840489971e-01,3.244631888010771625e-01,3.016276255801505357e+01,3.057993510893346212e+01,-2.265171128299125414e+01,1.991713385713922335e+01,4.000000000000000000e+00
8.750000000000000000e+00,1.197982804197361730e+02,1.199158641425506033e+02,2.969721620050865263e-01,2.972125016550461463e-01,2.763497108343405273e+01,2.801161835263611977e+01,-2.060443395605046035e+01,1.841599652837149748e+01,4.000000000000000000e+00
9.000000000000000000e+00,1.189805397983134583e+02,1.190954198639789468e+02,2.702892104511789295e-01,2.704237676644980493e-01,2.515196867124069158e+01,2.548683965552580588e+01,-1.859485074172804886e+01,1.693673681474472303e+01,4.000000000000000000e+00
9.250000000000000000e+00,1.180972944781071590e+02,1.182080450086901777e+02,2.441554616111502873e-01,2.441608996563344736e-01,2.272007273655187021e+01,2.301162265962645392e+01,-1.662782531103197314e+01,1.548280112189044821e+01,4.000000000000000000e+00
9.500000000000000000e+00,1.171384488967670592e+02,1.172429466030120579e+02,2.186372542123881935e-01,2.184847837843672536e-01,2.034545648025177655e+01,2.059170574974367796e+01,-1.470797706694334650e+01,1.405748946249250331e+01,4.000000000000000000e+00
9.750000000000000000e+00,1.160910402860151578e+02,1.161860362003141489e+02,1.937999827377844819e-01,1.934530922531761954e-01,1.803420523583271518e+01,1.823252440310420752e+01,-1.283966687872809764e+01,1.266394539357418125e+01,4.000000000000000000e+00
1.000000000000000000e+01,1.149380772080694015e+02,1.150184278660510699e+02,1.697092757740733537e-01,1.691201127045397767e-01,1.579242612149863234e+01,1.593919510940580153e+01,-1.102698417794526975e+01,1.130514673687772209e+01,4.000000000000000000e+00
1.025000000000000000e+01,1.136567600799620692e+02,1.137139668654923241e+02,1.464332575305716255e-01,1.455365948268339538e-01,1.362645848751671096e+01,1.371650091409367533e+01,-9.273735457475371646e+00,9.983897113691641678e+00,4.000000000000000000e+00
1.050000000000000000e+01,1.122156915129958179e+02,1.122349254267278553e+02,1.240470085084418167e-01,1.227496146527251170e-01,1.154328900719850104e+01,1.156887862871937855e+01,-7.583434207015690376e+00,8.702818321186191142e+00,4.000000000000000000e+00
1.075000000000000000e+01,1.105704573521959020e+02,1.105239450291380194e+02,1.026418774746400836e-01,1.008024569142571686e-01,9.551418209739390264e+00,9.500407743168960195e+00,-5.959292310555197147e+00,7.464343572927155002e+00,4.000000000000000000e+00
1.100000000000000000e+01,1.086568804047056176e+02,1.084874498955155673e+02,8.234661282301157514e-02,7.973451572759650274e-02,7.662826875145581695e+00,7.514801065420710025e+00,-4.404212923354783094e+00,6.270711621834329286e+00,4.000000000000000000e+00
1.125000000000000000e+01,1.063831411094274415e+02,1.059567096058603397e+02,6.338095449138926585e-02,5.958121378284343683e-02,5.897963070962832788e+00,5.615397105364316133e+00,-2.920784838027091546e+00,5.123961779364906377e+00,4.000000000000000000e+00
1.150000000000000000e+01,1.036389561934731631e+02,1.025765453693111340e+02,4.621144293404724074e-02,4.037394011798153132e-02,4.300241075068460539e+00,3.805154210133750325e+00,-1.511278341474948439e+00,4.025929840210169530e+00,4.000000000000000000e+00
1.175000000000000000e+01,1.004637319287209891e+02,9.735807754388416413e+01,3.206183067334694020e-02,2.214000646078685339e-02,2.983538111982111829e+00,2.086646449429156114e+00,-1.776425566716627324e-01,2.978244917347957266e+00,4.000000000000000000e+00
1.200000000000000178e+01,9.803864429893212673e+01,8.426309092426932068e+01,2.425123916705203969e-02,4.902622028877121757e-03,2.256717560979495385e+00,4.620612404774356308e-01,1.078495744267806034e+00,1.982327187834912907e+00,4.000000000000000000e+00
1.225000000000000000e+01,9.887131953130520401e+01,9.153077090669083304e+01,2.669117521865820020e-02,1.131911341343880793e-02,2.483767671590232151e+00,1.066801306344271394e+00,2.255831876662603985e+00,1.039386545357229519e+00,4.000000000000000000e+00
1.250000000000000000e+01,1.014874893828497875e+02,9.892278228086325953e+01,3.607249558020465124e-02,2.651019853174483784e-02,3.356753594463793622e+00,2.498527348576095264e+00,3.353381557525784373e+00,1.504221512661672033e-01,4.000000000000000000e+00
1.275000000000000000e+01,1.038847038249657118e+02,1.026378064635629528e+02,4.753756267185824808e-02,4.065970180758471386e-02,4.423644158913574209e+00,3.832086614875793273e+00,4.370477832388584005e+00,-6.837771283760250007e-01,4.000000000000000000e+00
1.300000000000000000e+01,1.057836787740865248e+02,1.050638235275587107e+02,5.915420995507389423e-02,5.376071579234247694e-02,5.504640133723558648e+00,5.066828093548557455e+00,5.306766656067771315e+00,-1.462631416265699258e+00,4.000000000000000000e+00
1.325000000000000000e+01,1.072784921651701495e+02,1.068203993987147555e+02,7.026294162499333029e-02,6.581029476560996960e-02,6.538371633669986416e+00,6.202474156986573561e+00,6.162201174919811564e+00,-2.185767668302656119e+00,4.000000000000000000e+00
1.350000000000000000e+01,1.084712638024425928e+02,1.081628074628447536e+02,8.060554335250640079e-02,7.680937640873700123e-02,7.500810327376245645e+00,7.239113179575040746e+00,6.937034763898311418e+00,-2.853016693210965293e+00,4.000000000000000000e+00
1.375000000000000000e+01,1.094353594076091127e+02,1.092211826648124031e+02,9.006782806663569951e-02,8.676268817361235119e-02,8.381330449843833463e+00,8.177190713157678204e+00,7.631812877098687053e+00,-3.464409375121549228e+00,4.000000000000000000e+00
1.400000000000000000e+01,1.102212302661725403e+02,1.100708224662114390e+02,9.859689377976270375e-02,9.567863909109317055e-02,9.175009166258123017e+00,9.017499290221426378e+00,8.247363775406899578e+00,-4.020172130273358846e+00,4.000000000000000000e+00
1.425000000000000178e+01,1.108640177981773434e+02,1.107591349284894875e+02,1.061701936857743916e-01,1.035691978226221666e-01,9.879748366376221114e+00,9.761166930532134245e+00,8.784788199360235694e+00,-4.520721632139584223e+00,4.000000000000000000e+00
1.450000000000000178e+01,1.113887878211575497e+02,1.113178180366119250e+02,1.127823425271287788e-01,1.104497578121834273e-01,1.049504692094936154e+01,1.040964443200581968e+01,9.245448059330534818e+00,-4.966658842234880744e+00,4.000000000000000000e+00
1.475000000000000178e+01,1.118138481316204746e+02,1.117690284942767107e+02,1.184388348429855492e-01,1.163389904436789440e-01,1.102141612851061225e+01,1.096469153111744887e+01,9.630954218686694546e+00,-5.358762386536167099e+00,4.000000000000000000e+00
1.499999999999999822e+01,1.121528484219170139e+02,1.121287799160554073e+02,1.231527575855577150e-01,1.212586871508733316e-01,1.146007380538166132e+01,1.142836202211380225e+01,9.943153448621737667e+00,-5.697981319902391206e+00,4.000000000000000000e+00
1.525000000000000000e+01,1.124161349708800230e+02,1.124089393884894292e+02,1.269429154220963196e-01,1.252335914631443059e-01,1.181276983421887294e+01,1.180298792769838911e+01,1.018411463587622734e+01,-5.985427323054136828e+00,4.000000000000000000e+00
1.550000000000000000e+01,1.126116453843490319e+02,1.126184615163384422e+02,1.298326701568580654e-01,1.282912220003024351e-01,1.208167816553913276e+01,1.209116281668622150e+01,1.035611432663247022e+01,-6.222366378588032987e+00,4.000000000000000000e+00
1.575000000000000000e+01,1.127455130904573934e+02,1.127641825102502366e+02,1.318491621157124871e-01,1.304616874536662918e-01,1.226932436307048491e+01,1.229572436638097166e+01,1.046162169138050757e+01,-6.410209974148413536e+00,4.000000000000000000e+00
1.600000000000000000e+01,1.128224837565746839e+02,1.128513476055255040e+02,1.330227456293973376e-01,1.317774946083840604e-01,1.237853307221582355e+01,1.241973626910503903e+01,1.050328299659313913e+01,-6.550505882252023682e+00,4.000000000000000000e+00
1.625000000000000000e+01,1.128462063623944545e+02,1.128839697649743101e+02,1.333865493977790528e-01,1.322733504737201304e-01,1.241238710941376411e+01,1.246646958341841582e+01,1.048390566960192594e+01,-6.644928567323322710e+00,4.000000000000000000e+00
1.650000000000000000e+01,1.128194382414991424e+02,1.128650773637943701e+02,1.329761123219625751e-01,1.319859595937350194e-01,1.237419357421781818e+01,1.243938363110031808e+01,1.040644204310489762e+01,-6.695269271337213723e+00,4.000000000000000000e+00
1.675000000000000000e+01,1.127441891429294429e+02,1.127968859513050148e+02,1.318290665266103612e-01,1.309538176105862206e-01,1.226745435269647366e+01,1.234210654094866122e+01,1.027397286533019916e+01,-6.703425829973091332e+00,4.000000000000000000e+00
1.700000000000000000e+01,1.126218204188655818e+02,1.126809159008704455e+02,1.299848509957570175e-01,1.292170021467017316e-01,1.209583946959548051e+01,1.217841553988924197e+01,1.008969066099889389e+01,-6.671392271450955924e+00,4.000000000000000000e+00
1.725000000000000000e+01,1.124531096234354663e+02,1.125180695846975709e+02,1.274844459661242102e-01,1.268169620604911729e-01,1.186316237210513869e+01,1.195221709079443784e+01,9.856883026916516854e+00,-6.601248250188467281e+00,4.000000000000000000e+00
1.750000000000000000e+01,1.122382868272079151e+02,1.123086764026430018e+02,1.243701222131300965e-01,1.237963061132683479e-01,1.157335659947864492e+01,1.166752697480991152e+01,9.578915944273955319e+00,-6.495148367145288759e+00,4.000000000000000000e+00
1.775000000000000000e+01,1.119770460255199396e+02,1.120525102907753023e+02,1.206852018122580583e-01,1.201985920628810683e-01,1.123045352049876833e+01,1.132845041389750840e+01,9.259217187601509025e+00,-6.355311428160541176e+00,4.000000000000000000e+00
1.800000000000000000e+01,1.116685326260707143e+02,1.117487814680182368e+02,1.164738285130930417e-01,1.160681171724347593e-01,1.083856096545861547e+01,1.093916232674761169e+01,8.901259907789452086e+00,-6.184009690802828807e+00,4.000000000000000000e+00
1.825000000000000000e+01,1.113113057487545490e+02,1.113961016184213406e+02,1.117807468990775349e-01,1.114497110907390343e-01,1.040184267570426080e+01,1.050388780822111912e+01,8.508546463714756314e+00,-5.983558149204324828e+00,4.000000000000000000e+00
1.850000000000000000e+01,1.109032715940212341e+02,1.109924190069561973e+02,1.066510902525456134e-01,1.063885320249825794e-01,9.924498563253656869e+00,1.002688291907663221e+01,8.084592573801812065e+00,-5.756303905081150418e+00,4.000000000000000000e+00
1.875000000000000000e+01,1.104415810092094432e+02,1.105349167050263475e+02,1.011301776610698949e-01,1.009298670859874042e-01,9.410745830372972520e+00,9.512415868953969067e+00,7.632911855346041996e+00,-5.504615671634136120e+00,4.000000000000000000e+00
1.900000000000000000e+01,1.099224800031531259e+02,1.100198625007780464e+02,9.526332152490264715e-02,9.511893764252263295e-02,8.864801057034680909e+00,8.964748671450442075e+00,7.157000815630573776e+00,-5.230873455348207024e+00,4.000000000000000000e+00
1.925000000000000000e+01,1.093410953653097977e+02,1.094423921491596587e+02,8.909564741630265905e-02,8.900071047393255663e-02,8.290863437789795398e+00,8.388119345675359995e+00,6.660324354857593221e+00,-4.937458458779212300e+00,4.000000000000000000e+00
1.950000000000000000e+01,1.086911270766099733e+02,1.087961965772679491e+02,8.267192944511712882e-02,8.261971546010199452e-02,7.693099461586506926e+00,7.786724733934065057e+00,6.146301836664176399e+00,-4.626743245359651091e+00,4.000000000000000000e+00
1.975000000000000000e+01,1.079644018335918219e+02,1.080730651866994378e+02,7.603644634824242854e-02,7.601987049491365500e-02,7.075629520065163547e+00,7.164704000210046608e+00,5.618293777561968128e+00,-4.301082205006786729e+00,4.000000000000000000e+00
2.000000000000000000e+01,1.071502119799359463e+02,1.072622050520341617e+02,6.923286734891061223e-02,6.924431425422135356e-02,6.442517286107107388e+00,6.526122868917744846e+00,5.079589202078602206e+00,-3.962802356907968448e+00,4.000000000000000000e+00
2.025000000000000000e+01,1.062343099096109142e+02,1.063491964267261949e+02,6.230418439992976148e-02,6.233524739234148904e-02,5.797763408677718111e+00,5.874958658024469926e+00,4.533393705644506610e+00,-3.614194523351646371e+00,4.000000000000000000e+00
2.050000000000000000e+01,1.051973252252455211e+02,1.053143298805787254e+02,5.529272336064008919e-02,5.533378268253528326e-02,5.145306552906584230e+00,5.215086155123609402e+00,3.982818262493731609e+00,-3.257504905802881989e+00,4.000000000000000000e+00
2.075000000000000000e+01,1.040121660880652428e+02,1.041298327453618242e+02,4.824030268514122033e-02,4.827980455728801690e-02,4.489038166941553776e+00,4.550264379417812144e+00,3.430868810964762705e+00,-2.894927091691122278e+00,4.000000000000000000e+00
2.100000000000000000e+01,1.026395266544311937e+02,1.027549624515814344e+02,4.118869691819366380e-02,4.121183844376106326e-02,3.832845612913426070e+00,3.884124266875475406e+00,2.880436643686373976e+00,-2.528594517541014053e+00,4.000000000000000000e+00
2.125000000000000000e+01,1.010196114139569090e+02,1.011266418946537442e+02,3.418080529544170743e-02,3.416693022896581666e-02,3.180720911921172789e+00,3.220157310091021241e+00,2.334289625232510268e+00,-2.160573411172257430e+00,4.000000000000000000e+00
2.150000000000000000e+01,9.905565801879467358e+01,9.913968305467669495e+01,2.726368910055436759e-02,2.718053612833918470e-02,2.537043387617763823e+00,2.561705178642670333e+00,1.795064254920337499e+00,-1.792856232764443503e+00,4.000000000000000000e+00
2.175000000000000000e+01,9.657799374903123635e+01,9.659863228920387712e+01,2.049752416960516979e-02,2.028642317084376756e-02,1.907412748334732511e+00,1.911950340034096252e+00,1.265258587595836204e+00,-1.427355631587603924e+00,4.000000000000000000e+00
2.200000000000000000e+01,9.325948320788548074e+01,9.307185935382925379e+01,1.398865244751241327e-02,1.351658045379263220e-02,1.301724724880419126e+00,1.273907695658709871e+00,7.472260204632359404e-01,-1.065898932219972783e+00,4.000000000000000000e+00
2.225000000000000000e+01,8.847841359556036878e+01,8.723294102252695836e+01,8.067192114964002667e-03,6.901141261650043171e-03,7.506987163925451512e-01,6.504172406695551967e-01,2.431699493421256297e-01,-7.102231610771103654e-01,4.000000000000000000e+00
2.250000000000000000e+01,8.377896756572935999e+01,6.386530417553687755e+01,4.696237996422970851e-03,4.683160853692473497e-04,4.370120093271577244e-01,4.413775120061873974e-02,-2.448607068286270394e-01,-3.619706211110854110e-01,4.000000000000000000e+00
2.275000000000000000e+01,8.805928850915509543e+01,8.565643055103207359e+01,7.687163976389693384e-03,5.755663477293775088e-03,7.153349080494169066e-01,5.424585029040362993e-01,-7.149751188395792045e-01,-2.268501960319788124e-02,4.000000000000000000e+00
2.300000000000000000e+01,9.258880084215554973e+01,9.185275889922083081e+01,1.294916491339249270e-02,1.174659001435478765e-02,1.204994419409894491e+00,1.107090026814846695e+00,-1.165443307274403484e+00,3.061918489089626161e-01,4.000000000000000000e+00
2.325000000000000000e+01,9.564013734793513777e+01,9.530650145779117111e+01,1.839960870230590573e-02,1.748231491114123418e-02,1.712189624110343811e+00,1.647669362777538060e+00,-1.594698063725946025e+00,6.233228653433454669e-01,4.000000000000000000e+00
2.350000000000000000e+01,9.784042939603159539e+01,9.766744063573982260e+01,2.370408465774344678e-02,2.294277245679099408e-02,2.205801680713740165e+00,2.162305362097105110e+00,-2.001336050988142379e+00,9.274777979308986842e-01,4.000000000000000000e+00
2.375000000000000000e+01,9.952211696489378312e+01,9.943173763427532208e+01,2.876786075707096768e-02,2.810999366908620289e-02,2.677015228586633544e+00,2.649304488097704358e+00,-2.384118103713821490e+00,1.217534969365872577e+00,4.000000000000000000e+00
2.400000000000000355e+01,1.008573180030203531e+02,1.008164037175517933e+02,3.354807612990610283e-02,3.296811010568716227e-02,3.121841816738768927e+00,3.107171175322986478e+00,-2.741968754468455671e+00,1.492482387922056120e+00,4.000000000000000000e+00
2.425000000000000000e+01,1.019440293147075920e+02,1.019359234679541260e+02,3.801921849462343295e-02,3.750334797163927536e-02,3.537907380341205332e+00,3.534607274181708725e+00,-3.073975013311617932e+00,1.751418353623316104e+00,4.000000000000000000e+00
2.450000000000000000e+01,1.028427523233331584e+02,1.028580795976112654e+02,4.216376031787159862e-02,4.170401287182481931e-02,3.923580881406885990e+00,3.930510613900171091e+00,-3.379384431985724468e+00,1.993551552830815643e+00,4.000000000000000000e+00
2.475000000000000000e+01,1.035932479379127500e+02,1.036262857500202301e+02,4.596890053773673712e-02,4.556046559269311125e-02,4.277671107354002800e+00,4.293972720004056498e+00,-3.657602486476524195e+00,2.218200656751316391e+00,4.000000000000000000e+00
2.500000000000000000e+01,1.042229362232529724e+02,1.042699745558929436e+02,4.942521087106306610e-02,4.906508933003764922e-02,4.599300702101039917e+00,4.624275725609196641e+00,-3.908189314132657355e+00,2.424793441356690948e+00,4.000000000000000000e+00
2.525000000000000000e+01,1.047514499300099260e+02,1.048099706564117923e+02,5.252598632021456687e-02,5.221224880871210006e-02,4.887845726978005345e+00,4.920888518545571522e+00,-4.130855843668062022e+00,2.612865448041779892e+00,4.000000000000000000e+00
2.550000000000000000e+01,1.051932660146991481e+02,1.052614987942227742e+02,5.526688923448942747e-02,5.499824176595035502e-02,5.142902538589824601e+00,5.183462168767949407e+00,-4.325459358242913943e+00,2.782058206009080159e+00,4.000000000000000000e+00
2.575000000000000000e+01,1.055593079608589164e+02,1.056359745116305078e+02,5.764572661600066150e-02,5.742124329233430635e-02,5.364267065845173654e+00,5.411824682615689497e+00,-4.491998533395793025e+00,2.932117038878432780e+00,4.000000000000000000e+00
2.600000000000000000e+01,1.058579641964986848e+02,1.059421234686330848e+02,5.966229148545203892e-02,5.948124354344228037e-02,5.551920048127746199e+00,5.605975132273908201e+00,-4.630607992900050540e+00,3.062888479343143899e+00,4.000000000000000000e+00
2.625000000000000355e+01,1.060957586651786642e+02,1.061867091997075647e+02,6.131823605500402036e-02,6.117997935080710104e-02,5.706015233300539613e+00,5.766077210258125696e+00,-4.741552426637126949e+00,3.174317316858758176e+00,4.000000000000000000e+00
2.650000000000000000e+01,1.062778052952545806e+02,1.063750215820216880e+02,6.261696076806193278e-02,6.252086027306270888e-02,5.826869052218698108e+00,5.892452259899033429e+00,-4.825220315319099562e+00,3.266443304319835761e+00,4.000000000000000000e+00
2.675000000000000000e+01,1.064081231637157714e+02,1.065112130739987748e+02,6.356351099823086270e-02,6.350888963709845625e-02,5.914951005971953002e+00,5.985571833646604389e+00,-4.882117307348546653e+00,3.339397550507635426e+00,4.000000000000000000e+00
2.700000000000000000e+01,1.064898587914848065e+02,1.065985345763254486e+02,6.416447708728958976e-02,6.415058112474794627e-02,5.970874363842034960e+00,6.046049831550726061e+00,-4.912859293310218867e+00,3.393398625702770843e+00,4.000000000000000000e+00
2.725000000000000000e+01,1.065254445114774171e+02,1.066395028513418879e+02,6.442789545618643476e-02,6.445387146309491944e-02,5.995386961110949819e+00,6.074634272516394873e+00,-4.918165223504968431e+00,3.428748408350414945e+00,4.000000000000000000e+00
2.750000000000000000e+01,1.065167113742913898e+02,1.066360196928352053e+02,6.436314965481182426e-02,6.442802977598241498e-02,5.989361991172081900e+00,6.072198750884724383e+00,-4.898849713629178204e+00,3.445827700940969240e+00,4.000000000000000000e+00
2.775000000000000000e+01,1.064649685472989518e+02,1.065894558385114834e+02,6.398087086201985352e-02,6.408356415088126146e-02,5.953788746483796857e+00,6.039733630567764244e+00,-4.855815483123169685e+00,3.445091643428139783e+00,4.000000000000000000e+00
2.800000000000000000e+01,1.063710569583729182e+02,1.065007080244349424e+02,6.329283772634328176e-02,6.343212596903206879e-02,5.889763298170763051e+00,5.978337028376804696e+00,-4.790045669925998340e+00,3.427064952477926418e+00,4.000000000000000000e+00
2.825000000000000000e+01,1.062353820905170068e+02,1.063702345128050410e+02,6.231187566505000386e-02,6.248641253786699212e-02,5.798479125220837638e+00,5.889205637344322675e+00,-4.702596064345588189e+00,3.392337014688134644e+00,4.000000000000000000e+00
