z_m,z_over_rayleigh,p_sim_pa,p_analytic_pa,p_sim_over_p0,p_analytic_over_p0
5.458716303110122681e-02,5.959842354059219360e-02,6.164791870117187500e+02,6.173627319335937500e+02,1.497762799263000488e+00,1.499909400939941406e+00
5.503828823566436768e-02,6.009096279740333557e-02,6.282549438476562500e+02,6.289049682617187500e+02,1.526372551918029785e+00,1.527951836585998535e+00
5.548941344022750854e-02,6.058350577950477600e-02,6.394849243164062500e+02,6.400930175781250000e+02,1.553656220436096191e+00,1.555133700370788574e+00
5.594053864479064941e-02,6.107604503631591797e-02,6.500137329101562500e+02,6.509260253906250000e+02,1.579236507415771484e+00,1.581452846527099609e+00
5.639166384935379028e-02,6.156858429312705994e-02,6.603814086914062500e+02,6.614061889648437500e+02,1.604425191879272461e+00,1.606914877891540527e+00
5.684278905391693115e-02,6.206112354993820190e-02,6.706050415039062500e+02,6.715338745117187500e+02,1.629263877868652344e+00,1.631520509719848633e+00
5.729391425848007202e-02,6.255366653203964233e-02,6.807004394531250000e+02,6.813094482421875000e+02,1.653791189193725586e+00,1.655270695686340332e+00
5.774503946304321289e-02,6.304620206356048584e-02,6.899401245117187500e+02,6.907349853515625000e+02,1.676239371299743652e+00,1.678170442581176758e+00
5.819616466760635376e-02,6.353874504566192627e-02,6.987461547851562500e+02,6.998112182617187500e+02,1.697633981704711914e+00,1.700221538543701172e+00
5.864728987216949463e-02,6.403128057718276978e-02,7.074188232421875000e+02,7.085403442382812500e+02,1.718704581260681152e+00,1.721429347991943359e+00
5.909841507673263550e-02,6.452382355928421021e-02,7.159738159179687500e+02,7.169240722656250000e+02,1.739489316940307617e+00,1.741798043251037598e+00
5.954954028129577637e-02,6.501636654138565063e-02,7.244204711914062500e+02,7.249642333984375000e+02,1.760010838508605957e+00,1.761331915855407715e+00
6.000066548585891724e-02,6.550890207290649414e-02,7.316776733398437500e+02,7.326630249023437500e+02,1.777642488479614258e+00,1.780036449432373047e+00
6.045179069042205811e-02,6.600144505500793457e-02,7.388152465820312500e+02,7.400234375000000000e+02,1.794983506202697754e+00,1.797918915748596191e+00
6.090291589498519897e-02,6.649398058652877808e-02,7.458485107421875000e+02,7.470468139648437500e+02,1.812071204185485840e+00,1.814982533454895020e+00
6.135404109954833984e-02,6.698652356863021851e-02,7.527917480468750000e+02,7.537364501953125000e+02,1.828940033912658691e+00,1.831235289573669434e+00
6.180516630411148071e-02,6.747905910015106201e-02,7.593243408203125000e+02,7.600949096679687500e+02,1.844811320304870605e+00,1.846683382987976074e+00
6.225629150867462158e-02,6.797160208225250244e-02,7.649550781250000000e+02,7.661256713867187500e+02,1.858491420745849609e+00,1.861335396766662598e+00
6.270741671323776245e-02,6.846414506435394287e-02,7.704973144531250000e+02,7.718311767578125000e+02,1.871956467628479004e+00,1.875197172164916992e+00
6.315854191780090332e-02,6.895668059587478638e-02,7.759648437500000000e+02,7.772146606445312500e+02,1.885240077972412109e+00,1.888276576995849609e+00
6.360966712236404419e-02,6.944922357797622681e-02,7.813696899414062500e+02,7.822792358398437500e+02,1.898371458053588867e+00,1.900581240653991699e+00
6.406079232692718506e-02,6.994175910949707031e-02,7.860321044921875000e+02,7.870286865234375000e+02,1.909698963165283203e+00,1.912120223045349121e+00
6.451191753149032593e-02,7.043430209159851074e-02,7.901239013671875000e+02,7.914662475585937500e+02,1.919640183448791504e+00,1.922901391983032227e+00
6.496304273605346680e-02,7.092683762311935425e-02,7.941579589843750000e+02,7.955954589843750000e+02,1.929441094398498535e+00,1.932933568954467773e+00
6.541416794061660767e-02,7.141938060522079468e-02,7.981458129882812500e+02,7.994198608398437500e+02,1.939129710197448730e+00,1.942225098609924316e+00
6.586529314517974854e-02,7.191192358732223511e-02,8.020979003906250000e+02,8.029435424804687500e+02,1.948731541633605957e+00,1.950785994529724121e+00
6.631641834974288940e-02,7.240445911884307861e-02,8.049556274414062500e+02,8.061697387695312500e+02,1.955674529075622559e+00,1.958624243736267090e+00
6.676754355430603027e-02,7.289700210094451904e-02,8.076063842773437500e+02,8.091024169921875000e+02,1.962114572525024414e+00,1.965749263763427734e+00
6.721866875886917114e-02,7.338953763246536255e-02,8.102287597656250000e+02,8.117459106445312500e+02,1.968485832214355469e+00,1.972171783447265625e+00
6.766979396343231201e-02,7.388208061456680298e-02,8.128323364257812500e+02,8.141038818359375000e+02,1.974811315536499023e+00,1.977900505065917969e+00
6.812091916799545288e-02,7.437461614608764648e-02,8.152376708984375000e+02,8.161802368164062500e+02,1.980655193328857422e+00,1.982945203781127930e+00
6.857204437255859375e-02,7.486715912818908691e-02,8.165615844726562500e+02,8.179792480468750000e+02,1.983871698379516602e+00,1.987315893173217773e+00
6.902316957712173462e-02,7.535970211029052734e-02,8.178756103515625000e+02,8.195050659179687500e+02,1.987064123153686523e+00,1.991022944450378418e+00
6.947429478168487549e-02,7.585223764181137085e-02,8.191889038085937500e+02,8.207615966796875000e+02,1.990254878997802734e+00,1.994075775146484375e+00
6.992541998624801636e-02,7.634478062391281128e-02,8.205092163085937500e+02,8.217533569335937500e+02,1.993462562561035156e+00,1.996485233306884766e+00
7.037654519081115723e-02,7.683731615543365479e-02,8.212858886718750000e+02,8.224841918945312500e+02,1.995349526405334473e+00,1.998260855674743652e+00
7.082767784595489502e-02,7.732986658811569214e-02,8.213537597656250000e+02,8.229586791992187500e+02,1.995514392852783203e+00,1.999413728713989258e+00
7.127880305051803589e-02,7.782240957021713257e-02,8.214393920898437500e+02,8.231808471679687500e+02,1.995722532272338867e+00,1.999953389167785645e+00
7.172992825508117676e-02,7.831494510173797607e-02,8.215497436523437500e+02,8.231550292968750000e+02,1.995990633964538574e+00,1.999890685081481934e+00
7.218105345964431763e-02,7.880748808383941650e-02,8.216903686523437500e+02,8.228855590820312500e+02,1.996332287788391113e+00,1.999235987663269043e+00
7.263217866420745850e-02,7.930002361536026001e-02,8.209357299804687500e+02,8.223766479492187500e+02,1.994498848915100098e+00,1.997999548912048340e+00
7.308330386877059937e-02,7.979256659746170044e-02,8.198596801757812500e+02,8.216326904296875000e+02,1.991884469985961914e+00,1.996192097663879395e+00
7.353442907333374023e-02,8.028510212898254395e-02,8.188265380859375000e+02,8.206580200195312500e+02,1.989374399185180664e+00,1.993824124336242676e+00
7.398555427789688110e-02,8.077764511108398438e-02,8.178408203125000000e+02,8.194568481445312500e+02,1.986979603767395020e+00,1.990905761718750000e+00
7.443667948246002197e-02,8.127018809318542480e-02,8.168961181640625000e+02,8.180335693359375000e+02,1.984684467315673828e+00,1.987447857856750488e+00
7.488780468702316284e-02,8.176272362470626831e-02,8.147268066406250000e+02,8.163923950195312500e+02,1.979413986206054688e+00,1.983460545539855957e+00
7.533892989158630371e-02,8.225526660680770874e-02,8.126183471679687500e+02,8.145376586914062500e+02,1.974291443824768066e+00,1.978954434394836426e+00
7.579005509614944458e-02,8.274780213832855225e-02,8.105749511718750000e+02,8.124738159179687500e+02,1.969326853752136230e+00,1.973940253257751465e+00
7.624118030071258545e-02,8.324034512042999268e-02,8.085991821289062500e+02,8.102047119140625000e+02,1.964526653289794922e+00,1.968427300453186035e+00
7.669230550527572632e-02,8.373288065195083618e-02,8.063154296875000000e+02,8.077348632812500000e+02,1.958978176116943359e+00,1.962426781654357910e+00
7.714343070983886719e-02,8.422542363405227661e-02,8.032015380859375000e+02,8.050687255859375000e+02,1.951412796974182129e+00,1.955949306488037109e+00
7.759455591440200806e-02,8.471796661615371704e-02,8.001697998046875000e+02,8.022103271484375000e+02,1.944047093391418457e+00,1.949004650115966797e+00
7.804568111896514893e-02,8.521050214767456055e-02,7.972221679687500000e+02,7.991635742187500000e+02,1.936885714530944824e+00,1.941602468490600586e+00
7.849680632352828979e-02,8.570304512977600098e-02,7.943597412109375000e+02,7.959327392578125000e+02,1.929931282997131348e+00,1.933753013610839844e+00
7.894793152809143066e-02,8.619558066129684448e-02,7.908460693359375000e+02,7.925223999023437500e+02,1.921394705772399902e+00,1.925467371940612793e+00
7.939905673265457153e-02,8.668812364339828491e-02,7.868958129882812500e+02,7.889364624023437500e+02,1.911797404289245605e+00,1.916755199432373047e+00
7.985018193721771240e-02,8.718066662549972534e-02,7.830457763671875000e+02,7.851787109375000000e+02,1.902443528175354004e+00,1.907625555992126465e+00
8.030130714178085327e-02,8.767320215702056885e-02,7.792961425781250000e+02,7.812537841796875000e+02,1.893333673477172852e+00,1.898089885711669922e+00
8.075243234634399414e-02,8.816574513912200928e-02,7.756459960937500000e+02,7.771649780273437500e+02,1.884465456008911133e+00,1.888155937194824219e+00
8.120355755090713501e-02,8.865828067064285278e-02,7.710144042968750000e+02,7.729165649414062500e+02,1.873212814331054688e+00,1.877834200859069824e+00
8.165468275547027588e-02,8.915082365274429321e-02,7.663306884765625000e+02,7.685128173828125000e+02,1.861833572387695312e+00,1.867135047912597656e+00
8.210580796003341675e-02,8.964335918426513672e-02,7.617622070312500000e+02,7.639570922851562500e+02,1.850734233856201172e+00,1.856066823005676270e+00
8.255693316459655762e-02,9.013590216636657715e-02,7.573071289062500000e+02,7.592539672851562500e+02,1.839910387992858887e+00,1.844640374183654785e+00
8.300805836915969849e-02,9.062844514846801758e-02,7.527758178710937500e+02,7.544066162109375000e+02,1.828901410102844238e+00,1.832863450050354004e+00
8.345918357372283936e-02,9.112098067998886108e-02,7.473261718750000000e+02,7.494190063476562500e+02,1.815661191940307617e+00,1.820745825767517090e+00
8.391030877828598022e-02,9.161352366209030151e-02,7.420056762695312500e+02,7.442954101562500000e+02,1.802734851837158203e+00,1.808297872543334961e+00
8.436143398284912109e-02,9.210605919361114502e-02,7.368120117187500000e+02,7.390390625000000000e+02,1.790116667747497559e+00,1.795527338981628418e+00
8.481255918741226196e-02,9.259860217571258545e-02,7.317418212890625000e+02,7.336531982421875000e+02,1.777798414230346680e+00,1.782442092895507812e+00
8.526368439197540283e-02,9.309113770723342896e-02,7.262684936523437500e+02,7.281428222656250000e+02,1.764500737190246582e+00,1.769054412841796875e+00
8.571480959653854370e-02,9.358368068933486938e-02,7.202614746093750000e+02,7.225098876953125000e+02,1.749906420707702637e+00,1.755368947982788086e+00
8.616593480110168457e-02,9.407622367143630981e-02,7.143939208984375000e+02,7.167594604492187500e+02,1.735650897026062012e+00,1.741398096084594727e+00
8.661706000566482544e-02,9.456875920295715332e-02,7.086617431640625000e+02,7.108934326171875000e+02,1.721724271774291992e+00,1.727146267890930176e+00
