# Field minima and maxima
# Time                	min(U)                	max(U)                
0.002702              	4.46246677341986e-01	2.80169424980175e+00
0.0027025             	4.46416209076493e-01	2.80154086545959e+00
0.002703              	4.46585816514935e-01	2.80138518140957e+00
0.0027035             	4.46755529802694e-01	2.80122717198126e+00
0.002704              	4.46925461729662e-01	2.80106504975830e+00
0.0027045             	4.47095167317309e-01	2.80090466682998e+00
0.002705              	4.47264957106100e-01	2.80074602791819e+00
0.0027055             	4.47434730146358e-01	2.80058764217873e+00
0.002706              	4.47604598530525e-01	2.80042789402369e+00
0.0027065             	4.47774484943845e-01	2.80026750193671e+00
0.002707              	4.47944426129646e-01	2.80010577433923e+00
0.0027075             	4.48114604422816e-01	2.79993895967942e+00
0.002708              	4.48284839562075e-01	2.79976924835786e+00
0.0027085             	4.48455241153949e-01	2.79959719796753e+00
0.002709              	4.48625676620329e-01	2.79942338455233e+00
0.0027095             	4.48796247901023e-01	2.79924778213024e+00
0.00271               	4.48966848958478e-01	2.79907054326000e+00
0.0027105             	4.49137572097399e-01	2.79889166947808e+00
0.002711              	4.49308318984436e-01	2.79871119981716e+00
0.0027115             	4.49479169871003e-01	2.79852908174962e+00
0.002712              	4.49650039655555e-01	2.79834509210298e+00
0.0027125             	4.49820991194319e-01	2.79815845980085e+00
0.002713              	4.49992010588077e-01	2.79797749500481e+00
0.0027135             	4.50163156803067e-01	2.79779689815529e+00
0.002714              	4.50334346226550e-01	2.79761322532605e+00
0.0027145             	4.50505666424269e-01	2.79742702397269e+00
0.002715              	4.50677227834704e-01	2.79724397186880e+00
0.0027155             	4.50848799313793e-01	2.79705360150813e+00
0.002716              	4.51020454952080e-01	2.79718235647351e+00
0.0027165             	4.51192234899401e-01	2.79739285447963e+00
0.002717              	4.51364071072891e-01	2.79759636074321e+00
0.0027175             	4.51535982787402e-01	2.79779299284376e+00
0.002718              	4.51707945620363e-01	2.79798284726178e+00
0.0027185             	4.51879978432847e-01	2.79816603704116e+00
0.002719              	4.52052060133414e-01	2.79834270814821e+00
0.0027195             	4.52224212006350e-01	2.79851297662705e+00
0.00272               	4.52396378258462e-01	2.79867701279384e+00
0.0027205             	4.52568588217322e-01	2.79883493032782e+00
0.002721              	4.52740843648083e-01	2.79898691437267e+00
0.0027215             	4.52913186470185e-01	2.79913309475566e+00
0.002722              	4.53085575478912e-01	2.79927366412838e+00
0.0027225             	4.53258060295920e-01	2.79940877842063e+00
0.002723              	4.53430577545976e-01	2.79953866916834e+00
0.0027235             	4.53603173254520e-01	2.79966346147200e+00
0.002724              	4.53775976360810e-01	2.79977677549595e+00
0.0027245             	4.53948929694127e-01	2.79988230192291e+00
0.002725              	4.54121958091696e-01	2.79998172491803e+00
0.0027255             	4.54295111418963e-01	2.80007548365069e+00
0.002726              	4.54468307744238e-01	2.80016420646001e+00
0.0027265             	4.54641579025299e-01	2.80024796959765e+00
0.002727              	4.54814905776626e-01	2.80032690375072e+00
0.0027275             	4.54988301655838e-01	2.80040110374388e+00
0.002728              	4.55161755786175e-01	2.80047065658455e+00
0.0027285             	4.55335278126178e-01	2.80053564817526e+00
0.002729              	4.55508848360962e-01	2.80059615846880e+00
0.0027295             	4.55682469349988e-01	2.80065240297992e+00
0.00273               	4.55856095337087e-01	2.80070546894190e+00
0.0027305             	4.56029789926092e-01	2.80075347017168e+00
0.002731              	4.56203591844038e-01	2.80079824059332e+00
0.0027315             	4.56377512527181e-01	2.80083786644237e+00
0.002732              	4.56551460685913e-01	2.80087459464298e+00
0.0027325             	4.56725580698704e-01	2.80090623674092e+00
0.002733              	4.56899690384710e-01	2.80093514546153e+00
0.0027335             	4.57073888933999e-01	2.80095925328704e+00
0.002734              	4.57248111033643e-01	2.80098059242932e+00
0.0027345             	4.57422414591461e-01	2.80099748291898e+00
0.002735              	4.57596809209194e-01	2.80101128014948e+00
0.0027355             	4.57771310028655e-01	2.80101580359912e+00
0.002736              	4.57945840288923e-01	2.80101945765247e+00
0.0027365             	4.58120456247503e-01	2.80101792647359e+00
0.002737              	4.58295142039340e-01	2.80101448534224e+00
0.0027375             	4.58469877610186e-01	2.80100726120372e+00
0.002738              	4.58644663721379e-01	2.80099754308052e+00
0.0027385             	4.58819504946901e-01	2.80098467772872e+00
0.002739              	4.58994402932779e-01	2.80096915458443e+00
0.0027395             	4.59169362946586e-01	2.80095078863204e+00
0.00274               	4.59344361075371e-01	2.80092981186684e+00
0.0027405             	4.59519416251542e-01	2.80090618736207e+00
0.002741              	4.59694503855559e-01	2.80088007055596e+00
0.0027415             	4.59869695247528e-01	2.80085139643010e+00
0.002742              	4.60044949607460e-01	2.80082032244172e+00
0.0027425             	4.60220261472263e-01	2.80078693313253e+00
0.002743              	4.60395626894409e-01	2.80075133645710e+00
0.0027435             	4.60571041049836e-01	2.80071363360774e+00
0.002744              	4.60746500869643e-01	2.80067393551032e+00
0.0027445             	4.60922068504576e-01	2.80063228003502e+00
0.002745              	4.61097663794006e-01	2.80058892118572e+00
0.0027455             	4.61273325587566e-01	2.80054393955451e+00
0.002746              	4.61449025797819e-01	2.80049752818311e+00
0.0027465             	4.61624462943909e-01	2.80046387511292e+00
0.002747              	4.61799866161852e-01	2.80044114352544e+00
0.0027475             	4.61975448023626e-01	2.80041864163752e+00
0.002748              	4.62151170480459e-01	2.80039761262889e+00
0.0027485             	4.62326952284989e-01	2.80037862089425e+00
0.002749              	4.62502724940983e-01	2.80036188940948e+00
0.0027495             	4.62678480461119e-01	2.80034779227402e+00
0.00275               	4.62854220755451e-01	2.80033678707704e+00
0.0027505             	4.63029941405674e-01	2.80032946494247e+00
0.002751              	4.63205650022908e-01	2.80032661994904e+00
0.0027515             	4.63381345557836e-01	2.80032263922617e+00
0.002752              	4.63557056133659e-01	2.80026407730842e+00
0.0027525             	4.63732772729019e-01	2.80019056654323e+00
0.002753              	4.63908493028670e-01	2.80011270870839e+00
0.0027535             	4.64084188086874e-01	2.80003336482717e+00
0.002754              	4.64259885172848e-01	2.79995332943085e+00
0.0027545             	4.64435564208528e-01	2.79987284847426e+00
0.002755              	4.64611230121907e-01	2.79979199910120e+00
0.0027555             	4.64786884231169e-01	2.79971080340842e+00
0.002756              	4.64962538525185e-01	2.79962924861787e+00
0.0027565             	4.65138176450504e-01	2.79954731888870e+00
0.002757              	4.65313788697995e-01	2.79946499588748e+00
0.0027575             	4.65489372843879e-01	2.79938224574534e+00
0.002758              	4.65664948088220e-01	2.79929900880214e+00
0.0027585             	4.65840510426239e-01	2.79921456798277e+00
0.002759              	4.66016082212749e-01	2.79912897287952e+00
0.0027595             	4.66191720875091e-01	2.79903976755755e+00
0.00276               	4.66367290377864e-01	2.79895085483453e+00
0.0027605             	4.66542906992982e-01	2.79885928160136e+00
0.002761              	4.66718494888912e-01	2.79876699012795e+00
0.0027615             	4.66894116654517e-01	2.79867271555715e+00
0.002762              	4.67069690820992e-01	2.79857714758974e+00
0.0027625             	4.67245274158980e-01	2.79847967370505e+00
0.002763              	4.67420844728586e-01	2.79838028022417e+00
0.0027635             	4.67596429096172e-01	2.79827868247674e+00
0.002764              	4.67772013378928e-01	2.79817489723955e+00
0.0027645             	4.67947605194134e-01	2.79806651607988e+00
0.002765              	4.68123235741608e-01	2.79787567437954e+00
0.0027655             	4.68298856927946e-01	2.79774566562164e+00
0.002766              	4.68474592619521e-01	2.79757695097761e+00
0.0027665             	4.68650360491020e-01	2.79744352283445e+00
0.002767              	4.68826228670304e-01	2.79729697848820e+00
0.0027675             	4.69002084104813e-01	2.79716047638813e+00
0.002768              	4.69177955333360e-01	2.79701432199044e+00
0.0027685             	4.69353845443833e-01	2.79687059173940e+00
0.002769              	4.69529752184202e-01	2.79672341908952e+00
0.0027695             	4.69705681285446e-01	2.79657542647007e+00
0.00277               	4.69881639520276e-01	2.79642549364836e+00
0.0027705             	4.70057607955892e-01	2.79627401893150e+00
0.002771              	4.70233607008590e-01	2.79612083519762e+00
0.0027715             	4.70409623549493e-01	2.79596596546570e+00
0.002772              	4.70585672672271e-01	2.79580937727196e+00
0.0027725             	4.70761732146137e-01	2.79565105159064e+00
0.002773              	4.70937818612898e-01	2.79549097152005e+00
0.0027735             	4.71113915381409e-01	2.79532911758355e+00
0.002774              	4.71290025017650e-01	2.79516545782581e+00
0.0027745             	4.71466152546186e-01	2.79499999024669e+00
0.002775              	4.71642288935688e-01	2.79483270911423e+00
0.0027755             	4.71818451323678e-01	2.79466359850584e+00
0.002776              	4.71994616647189e-01	2.79449264507368e+00
0.0027765             	4.72170806147381e-01	2.79431983305948e+00
0.002777              	4.72346989844816e-01	2.79414515423149e+00
0.0027775             	4.72523185352304e-01	2.79396859343787e+00
0.002778              	4.72699378518016e-01	2.79379013850776e+00
0.0027785             	4.72875583035948e-01	2.79360977839258e+00
0.002779              	4.73051783076854e-01	2.79342750303706e+00
0.0027795             	4.73227992491741e-01	2.79324330183576e+00
0.00278               	4.73404193877570e-01	2.79305716488427e+00
0.0027805             	4.73580402270022e-01	2.79286908545922e+00
0.002781              	4.73756610927061e-01	2.79267905870288e+00
