# Field minima and maxima
# Time                	min(U)                	max(U)                
0.0009555             	4.09958111862868e-01	3.40948874526996e+00
0.000956              	4.09436601499932e-01	3.40883480136555e+00
0.0009565             	4.08914060483273e-01	3.40817961017043e+00
0.000957              	4.08391064108986e-01	3.40752343884633e+00
0.0009575             	4.07867628712767e-01	3.40686601657719e+00
0.000958              	4.07339573265554e-01	3.40620734450389e+00
0.0009585             	4.06810622730093e-01	3.40554756768729e+00
0.000959              	4.06280592553783e-01	3.40488658764722e+00
0.0009595             	4.05749438736927e-01	3.40422438110689e+00
0.00096               	4.05217150955981e-01	3.40356092055682e+00
0.0009605             	4.04683760268655e-01	3.40289619487825e+00
0.000961              	4.04149248004565e-01	3.40223095357030e+00
0.0009615             	4.03613591811963e-01	3.40156457578671e+00
0.000962              	4.03076758676757e-01	3.40089702623177e+00
0.0009625             	4.02538740485856e-01	3.40022826609778e+00
0.000963              	4.01999506065320e-01	3.39955831416383e+00
0.0009635             	4.01459012676380e-01	3.39888725262826e+00
0.000964              	4.00917203717295e-01	3.39821538597766e+00
0.0009645             	4.00373991674994e-01	3.39754201235171e+00
0.000965              	3.99836069579895e-01	3.39686759765719e+00
0.0009655             	3.99299025288742e-01	3.39619191089396e+00
0.000966              	3.98762450825572e-01	3.39551503605752e+00
0.0009665             	3.98226644135184e-01	3.39483695608021e+00
0.000967              	3.97691159471400e-01	3.39415768928905e+00
0.0009675             	3.97155838957597e-01	3.39347722970047e+00
0.000968              	3.96620653058507e-01	3.39279556832268e+00
0.0009685             	3.96085598320832e-01	3.39211269145086e+00
0.000969              	3.95551266629679e-01	3.39142857592676e+00
0.0009695             	3.95030512947401e-01	3.39074320170492e+00
0.00097               	3.94509276283399e-01	3.39005654920007e+00
0.0009705             	3.93987807636511e-01	3.38936859653874e+00
0.000971              	3.93466422356730e-01	3.38867929804493e+00
0.0009715             	3.92945226046555e-01	3.38798861383463e+00
0.000972              	3.92424283393014e-01	3.38729648228280e+00
0.0009725             	3.91903598508918e-01	3.38660283593231e+00
0.000973              	3.91383162247014e-01	3.38590758094212e+00
0.0009735             	3.90863976153721e-01	3.38521060227030e+00
0.000974              	3.90347348435156e-01	3.38451175048093e+00
0.0009745             	3.89831137911160e-01	3.38381083058938e+00
0.000975              	3.89315255263899e-01	3.38310756831781e+00
0.0009755             	3.88800988038500e-01	3.38240156520553e+00
0.000976              	3.88286742014304e-01	3.38169220763375e+00
0.0009765             	3.87772623861669e-01	3.38097847585214e+00
0.000977              	3.87258633391042e-01	3.38025843807525e+00
0.0009775             	3.86744807385103e-01	3.37952753120094e+00
0.000978              	3.86231154965901e-01	3.37879141360199e+00
0.0009785             	3.85717673909929e-01	3.37809369159908e+00
0.000979              	3.85204360409468e-01	3.37740309795058e+00
0.0009795             	3.84691207352562e-01	3.37674670756302e+00
0.00098               	3.84178207748844e-01	3.37607969753911e+00
0.0009805             	3.83665348874787e-01	3.37541205692388e+00
0.000981              	3.83152615758230e-01	3.37474198962265e+00
0.0009815             	3.82639990056847e-01	3.37407006459700e+00
0.000982              	3.82127445868681e-01	3.37339646445404e+00
0.0009825             	3.81614958422817e-01	3.37272134756098e+00
0.000983              	3.81102497783420e-01	3.37204484052319e+00
0.0009835             	3.80590122495269e-01	3.37136703305555e+00
0.000984              	3.80077859124213e-01	3.37068799016189e+00
0.0009845             	3.79565226590577e-01	3.37000777275879e+00
0.000985              	3.79052101215956e-01	3.36932641798823e+00
0.0009855             	3.78549481890783e-01	3.36864398993852e+00
0.000986              	3.78056381422231e-01	3.36796049337255e+00
0.0009865             	3.77566081705864e-01	3.36727594500609e+00
0.000987              	3.77077215157024e-01	3.36659034702183e+00
0.0009875             	3.76589459954200e-01	3.36590359810717e+00
0.000988              	3.76102730299191e-01	3.36521571236602e+00
0.0009885             	3.75616982176645e-01	3.36452727713117e+00
0.000989              	3.75132179966440e-01	3.36383814686714e+00
0.0009895             	3.74647851388122e-01	3.36314837171901e+00
0.00099               	3.74164750416763e-01	3.36245797293002e+00
0.0009905             	3.73682291357188e-01	3.36176665124490e+00
0.000991              	3.73200910206145e-01	3.36107449925285e+00
0.0009915             	3.72720419597120e-01	3.36038149638523e+00
0.000992              	3.72240680537438e-01	3.35968767783664e+00
0.0009925             	3.71784058322126e-01	3.35899307408225e+00
0.000993              	3.71344649910031e-01	3.35829768408139e+00
0.0009935             	3.70903988556548e-01	3.35760148159026e+00
0.000994              	3.70461489895198e-01	3.35690453314648e+00
0.0009945             	3.70017770180854e-01	3.35620677856547e+00
0.000995              	3.69573142244747e-01	3.35550822887821e+00
0.0009955             	3.69127899319751e-01	3.35480890825760e+00
0.000996              	3.68682203233014e-01	3.35410883028400e+00
0.0009965             	3.68236198955037e-01	3.35350245969670e+00
0.000997              	3.67789983974437e-01	3.35311272245751e+00
0.0009975             	3.67343649626198e-01	3.35272294752802e+00
0.000998              	3.66897261071450e-01	3.35233313776022e+00
0.0009985             	3.66450873371028e-01	3.35194329600979e+00
0.000999              	3.66004532352187e-01	3.35155342506069e+00
0.0009995             	3.65558300444533e-01	3.35116352768249e+00
0.001                 	3.65112207960140e-01	3.35077360641788e+00
0.0010005             	3.64666219273567e-01	3.35038366358444e+00
0.001001              	3.64220429727017e-01	3.34999370208848e+00
0.0010015             	3.63774843494692e-01	3.34960372424449e+00
0.001002              	3.63329658868389e-01	3.34921373322473e+00
0.0010025             	3.62884879550634e-01	3.34882373098370e+00
0.001003              	3.62440548496888e-01	3.34843371967168e+00
0.0010035             	3.61996633773800e-01	3.34804370213823e+00
0.001004              	3.61553091745649e-01	3.34765368018600e+00
0.0010045             	3.61109967945002e-01	3.34726365601383e+00
0.001005              	3.60667284163019e-01	3.34687363186235e+00
0.0010055             	3.60225070452991e-01	3.34648360967200e+00
0.001006              	3.59783351619318e-01	3.34609359161622e+00
0.0010065             	3.59342149288925e-01	3.34570357959251e+00
0.001007              	3.58901485017845e-01	3.34531357541921e+00
0.0010075             	3.58461383936484e-01	3.34492358117065e+00
0.001008              	3.58021861223623e-01	3.34453359892614e+00
0.0010085             	3.57582933619383e-01	3.34414363025960e+00
0.001009              	3.57144617840256e-01	3.34375367714337e+00
0.0010095             	3.56706931917642e-01	3.34336374114866e+00
0.00101               	3.56269888283268e-01	3.34297382416033e+00
0.0010105             	3.55833455921254e-01	3.34258392738130e+00
0.001011              	3.55397606722005e-01	3.34219405240021e+00
0.0010115             	3.54962392779542e-01	3.34180420091699e+00
0.001012              	3.54527803740480e-01	3.34141437466485e+00
0.0010125             	3.54093776177761e-01	3.34102457501796e+00
0.001013              	3.53660122004135e-01	3.34063480342646e+00
0.0010135             	3.53228059112203e-01	3.34024506177686e+00
0.001014              	3.52796847291350e-01	3.33985535096970e+00
0.0010145             	3.52366313418265e-01	3.33946567239926e+00
0.001015              	3.51936396414482e-01	3.33907602716005e+00
0.0010155             	3.51507031388640e-01	3.33868641690275e+00
0.001016              	3.51078111932538e-01	3.33829684190831e+00
0.0010165             	3.50649806986076e-01	3.33790730460497e+00
0.001017              	3.50224823225440e-01	3.33751780872738e+00
0.0010175             	3.49801363127292e-01	3.33712835274355e+00
0.001018              	3.49379016495660e-01	3.33673893735948e+00
0.0010185             	3.48957637848891e-01	3.33634956332257e+00
0.001019              	3.48537258631574e-01	3.33596023199683e+00
0.0010195             	3.48117814317747e-01	3.33557094425605e+00
0.00102               	3.47699745713207e-01	3.33518170130274e+00
0.0010205             	3.47282781504723e-01	3.33479250350407e+00
0.001021              	3.46867003032421e-01	3.33440335182687e+00
0.0010215             	3.46451377832368e-01	3.33401424694581e+00
0.001022              	3.46037292049305e-01	3.33362519006134e+00
0.0010225             	3.45623123999146e-01	3.33323618286679e+00
0.001023              	3.45210516185522e-01	3.33284722393573e+00
0.0010235             	3.44798356337061e-01	3.33245831256926e+00
0.001024              	3.44387239230616e-01	3.33206955439482e+00
0.0010245             	3.43977279608536e-01	3.33168084920529e+00
0.001025              	3.43568324865872e-01	3.33129217880884e+00
0.0010255             	3.43161423208932e-01	3.33090356637241e+00
0.001026              	3.42755557601405e-01	3.33051500554243e+00
0.0010265             	3.42350734744394e-01	3.33012649734609e+00
0.001027              	3.41946966919795e-01	3.32973804286007e+00
0.0010275             	3.41544248492217e-01	3.32934964393405e+00
0.001028              	3.41141450847787e-01	3.32896131695527e+00
0.0010285             	3.40739938173260e-01	3.32857302840143e+00
0.001029              	3.40339455043054e-01	3.32818480653464e+00
0.0010295             	3.39940257773877e-01	3.32779663471508e+00
0.00103               	3.39542177752068e-01	3.32740852327679e+00
0.0010305             	3.39145373036135e-01	3.32702046861718e+00
0.001031              	3.38749826045211e-01	3.32663247284783e+00
0.0010315             	3.38355696901877e-01	3.32624453605743e+00
0.001032              	3.37959850035774e-01	3.32585665864346e+00
0.0010325             	3.37564425768953e-01	3.32546884111309e+00
0.001033              	3.37170209079858e-01	3.32508108372415e+00
0.0010335             	3.36777266552341e-01	3.32469338690254e+00
0.001034              	3.36385594342872e-01	3.32430575086120e+00
0.0010345             	3.35995159461075e-01	3.32391817595220e+00
0.001035              	3.35605924536172e-01	3.32353066236250e+00
0.0010355             	3.35217862685094e-01	3.32314321050449e+00
0.001036              	3.34830975403029e-01	3.32275582013451e+00
0.0010365             	3.34445250262829e-01	3.32236849141369e+00
0.001037              	3.34060700540417e-01	3.32198122377533e+00
0.0010375             	3.33677209859688e-01	3.32157990255697e+00
0.001038              	3.33293952610979e-01	3.32116721523122e+00
0.0010385             	3.32910174176957e-01	3.32075427096303e+00
0.001039              	3.32529475867453e-01	3.32034131922886e+00
0.0010395             	3.32148612745617e-01	3.31992842127190e+00
0.00104               	3.31770063615038e-01	3.31951560170500e+00
0.0010405             	3.31392023036248e-01	3.31910287317647e+00
0.001041              	3.31015588410632e-01	3.31869022320309e+00
0.0010415             	3.30640092089350e-01	3.31827766144752e+00
0.001042              	3.30265831309964e-01	3.31786519218058e+00
0.0010425             	3.29892650627652e-01	3.31745281323532e+00
0.001043              	3.29520585734108e-01	3.31704051985574e+00
0.0010435             	3.29149609794363e-01	3.31662830855441e+00
0.001044              	3.28779712606319e-01	3.31621617268404e+00
0.0010445             	3.28410885950395e-01	3.31580408904329e+00
0.001045              	3.28043114373854e-01	3.31539204932649e+00
0.0010455             	3.27676392407722e-01	3.31498007245351e+00
0.001046              	3.27310706663299e-01	3.31456814788342e+00
0.0010465             	3.26946055802406e-01	3.31415627051781e+00
0.001047              	3.26582458760568e-01	3.31374443511303e+00
0.0010475             	3.26219943806107e-01	3.31333263633524e+00
0.001048              	3.25858491237108e-01	3.31292086803837e+00
0.0010485             	3.25502197925077e-01	3.31250912222517e+00
0.001049              	3.25149877876739e-01	3.31209739424154e+00
0.0010495             	3.24799244847724e-01	3.31168567211643e+00
0.00105               	3.24450233019098e-01	3.31127396087845e+00
0.0010505             	3.24102871438269e-01	3.31086225788336e+00
0.001051              	3.23757169155718e-01	3.31045056000960e+00
0.0010515             	3.23413165995443e-01	3.31003886464627e+00
0.001052              	3.23070894753356e-01	3.30962717098484e+00
0.0010525             	3.22730377977620e-01	3.30921548149934e+00
0.001053              	3.22391645080105e-01	3.30880381768229e+00
0.0010535             	3.22054683229069e-01	3.30839211353254e+00
0.001054              	3.21719430041062e-01	3.30798033451921e+00
0.0010545             	3.21386157210573e-01	3.30756854778551e+00
0.001055              	3.21054384824757e-01	3.30715786125483e+00
0.0010555             	3.20724071807063e-01	3.30674890006288e+00
0.001056              	3.20395758127742e-01	3.30634007389826e+00
0.0010565             	3.20069486714032e-01	3.30593131372461e+00
0.001057              	3.19745290657988e-01	3.30552260052102e+00
0.0010575             	3.19423197071462e-01	3.30511392411370e+00
0.001058              	3.19103227847780e-01	3.30470527830205e+00
0.0010585             	3.18785397543595e-01	3.30429665928624e+00
0.001059              	3.18468415784403e-01	3.30388889767835e+00
0.0010595             	3.18151040231119e-01	3.30348112610992e+00
0.00106               	3.17832648273137e-01	3.30307476579659e+00
0.0010605             	3.17517367141938e-01	3.30266857362887e+00
0.001061              	3.17205143331003e-01	3.30226251406995e+00
0.0010615             	3.16895753010771e-01	3.30185657249203e+00
0.001062              	3.16589034799410e-01	3.30145073676249e+00
0.0010625             	3.16285044190258e-01	3.30104499673349e+00
0.001063              	3.15983633718953e-01	3.30063933720189e+00
0.0010635             	3.15684725879210e-01	3.30023374705372e+00
0.001064              	3.15388345246513e-01	3.29982821719390e+00
0.0010645             	3.15094486198275e-01	3.29942274122174e+00
0.001065              	3.14803203052289e-01	3.29901731331411e+00
0.0010655             	3.14514496880751e-01	3.29861193061151e+00
0.001066              	3.14228389082003e-01	3.29820659089918e+00
0.0010665             	3.13944887387646e-01	3.29780129464889e+00
0.001067              	3.13664217421562e-01	3.29739604068552e+00
0.0010675             	3.13385946864493e-01	3.29699082623520e+00
0.001068              	3.12744124943021e-01	3.29658559194064e+00
0.0010685             	3.11858189771679e-01	3.29618036032662e+00
0.001069              	3.10957438551523e-01	3.29577517266678e+00
0.0010695             	3.10039239786459e-01	3.29537003024865e+00
0.00107               	3.09096978357272e-01	3.29496493722519e+00
0.0010705             	3.08139941411040e-01	3.29455989565754e+00
0.001071              	3.07178470571082e-01	3.29415490870430e+00
0.0010715             	3.06208936271185e-01	3.29374998034626e+00
0.001072              	3.05231161282582e-01	3.29334511264249e+00
0.0010725             	3.04236618794564e-01	3.29294030777636e+00
0.001073              	3.03259203511586e-01	3.29253557909435e+00
0.0010735             	3.02309180405408e-01	3.29213092946906e+00
0.001074              	3.01404408863692e-01	3.29172636559747e+00
0.0010745             	3.00516190511260e-01	3.29132188296626e+00
0.001075              	2.99644346965912e-01	3.29091748580262e+00
0.0010755             	2.98787566114968e-01	3.29051317912972e+00
0.001076              	2.97944723797609e-01	3.29010896785778e+00
0.0010765             	2.97115359156849e-01	3.28970485634982e+00
0.001077              	2.96298885152946e-01	3.28930084917006e+00
0.0010775             	2.95494820982391e-01	3.28889695010892e+00
0.001078              	2.94702777746996e-01	3.28849316337698e+00
0.0010785             	2.93922140272404e-01	3.28808949430727e+00
0.001079              	2.93152175044883e-01	3.28768594698177e+00
0.0010795             	2.92392465756581e-01	3.28728252662980e+00
0.00108               	2.91642124956413e-01	3.28687923916468e+00
0.0010805             	2.90900652233158e-01	3.28647608786882e+00
0.001081              	2.90167369159145e-01	3.28605604484356e+00
0.0010815             	2.89441273310458e-01	3.28560839478299e+00
0.001082              	2.88722103083376e-01	3.28516105379212e+00
0.0010825             	2.88009650575164e-01	3.28471405485568e+00
0.001083              	2.87303613585068e-01	3.28426743195692e+00
0.0010835             	2.86603637774580e-01	3.28382121893358e+00
0.001084              	2.85909189369130e-01	3.28337544867871e+00
0.0010845             	2.85220072559357e-01	3.28293015117165e+00
0.001085              	2.84536109882358e-01	3.28248535393064e+00
0.0010855             	2.83857190121280e-01	3.28204108205790e+00
0.001086              	2.83183244839874e-01	3.28159735827404e+00
0.0010865             	2.82514257914289e-01	3.28115418858404e+00
0.001087              	2.81911734746751e-01	3.28071158356863e+00
0.0010875             	2.81315834422827e-01	3.28026959432076e+00
0.001088              	2.80726710855144e-01	3.27982823341745e+00
0.0010885             	2.80143594099800e-01	3.27938751427921e+00
0.001089              	2.79566022912970e-01	3.27894713245875e+00
0.0010895             	2.78992807796433e-01	3.27850739589188e+00
0.00109               	2.78422912940632e-01	3.27806832715041e+00
0.0010905             	2.77855834256877e-01	3.27762993002649e+00
0.001091              	2.77290698316071e-01	3.27719220847447e+00
0.0010915             	2.76726699919721e-01	3.27675516452029e+00
0.001092              	2.76163195861792e-01	3.27631879942586e+00
0.0010925             	2.75599714751878e-01	3.27588311338465e+00
0.001093              	2.75035930558271e-01	3.27544810545749e+00
0.0010935             	2.74471671360882e-01	3.27501377312319e+00
0.001094              	2.73907103298768e-01	3.27458012474317e+00
0.0010945             	2.73341381752357e-01	3.27414715536932e+00
0.001095              	2.72775778533672e-01	3.27371485804291e+00
0.0010955             	2.72210262371341e-01	3.27328322838045e+00
0.001096              	2.71645716183143e-01	3.27285226742578e+00
0.0010965             	2.71080958282054e-01	3.27242196625564e+00
0.001097              	2.70517266058885e-01	3.27199231734112e+00
0.0010975             	2.69954583255371e-01	3.27156331722736e+00
0.001098              	2.69393497581069e-01	3.27113496021902e+00
0.0010985             	2.68834461771369e-01	3.27070724084391e+00
0.001099              	2.68278248913095e-01	3.27028015331658e+00
0.0010995             	2.67725577088154e-01	3.26985367566466e+00
0.0011                	2.67177479208103e-01	3.26942780577126e+00
0.0011005             	2.66627460256837e-01	3.26900254868696e+00
0.001101              	2.66080401079268e-01	3.26857789996962e+00
0.0011015             	2.65538800564926e-01	3.26815385316625e+00
0.001102              	2.64998190439200e-01	3.26773040301285e+00
0.0011025             	2.64458621370205e-01	3.26730754309809e+00
0.001103              	2.63923752317159e-01	3.26688526547398e+00
0.0011035             	2.63393586782689e-01	3.26646356428039e+00
0.001104              	2.62867595818085e-01	3.26604242975807e+00
0.0011045             	2.62345542245336e-01	3.26562185593088e+00
0.001105              	2.61826621529116e-01	3.26520180968077e+00
0.0011055             	2.61310948479101e-01	3.26478228478109e+00
0.001106              	2.60799730497086e-01	3.26436331247067e+00
0.0011065             	2.60292968041138e-01	3.26394488622652e+00
0.001107              	2.59789552882573e-01	3.26352699688121e+00
0.0011075             	2.59289133753179e-01	3.26310963674155e+00
0.001108              	2.58791288458631e-01	3.26269279761750e+00
0.0011085             	2.58296905779775e-01	3.26227647207562e+00
0.001109              	2.57806647504953e-01	3.26186065239392e+00
0.0011095             	2.57320457011653e-01	3.26144533070167e+00
0.00111               	2.56838935712118e-01	3.26103050227568e+00
0.0011105             	2.56362862925047e-01	3.26061616254541e+00
0.001111              	2.55891554849719e-01	3.26020230283583e+00
0.0011115             	2.55424832165146e-01	3.25978891550351e+00
0.001112              	2.54962826755521e-01	3.25937599452012e+00
0.0011125             	2.54505796525423e-01	3.25896353296760e+00
0.001113              	2.54053952872361e-01	3.25855152482717e+00
0.0011135             	2.53607202491421e-01	3.25813996476329e+00
0.001114              	2.53165731496253e-01	3.25772884726062e+00
0.0011145             	2.52729179562876e-01	3.25731812011702e+00
0.001115              	2.52297825784295e-01	3.25690782375531e+00
0.0011155             	2.51871825074707e-01	3.25649790789575e+00
0.001116              	2.51450808571585e-01	3.25608841266298e+00
0.0011165             	2.51033669575983e-01	3.25567933167179e+00
0.001117              	2.50620771330077e-01	3.25527065897088e+00
0.0011175             	2.50212793174313e-01	3.25486238983283e+00
0.001118              	2.49809557272540e-01	3.25445451902291e+00
0.0011185             	2.49410196872929e-01	3.25404704160808e+00
0.001119              	2.49014257364840e-01	3.25363995303250e+00
0.0011195             	2.48621326287184e-01	3.25323324701508e+00
0.00112               	2.48230219205536e-01	3.25282691886243e+00
0.0011205             	2.47836877332976e-01	3.25242096306348e+00
0.001121              	2.47450915351236e-01	3.25201537527650e+00
0.0011215             	2.47093292207933e-01	3.25161015075968e+00
0.001122              	2.46748802954149e-01	3.25120528311832e+00
0.0011225             	2.46430029200965e-01	3.25080086945170e+00
0.001123              	2.46117639498027e-01	3.25039690485243e+00
0.0011235             	2.45809290047793e-01	3.24999328247834e+00
0.001124              	2.45505635509808e-01	3.24959000007041e+00
0.0011245             	2.45206478613312e-01	3.24918705208126e+00
0.001125              	2.44911801575089e-01	3.24878443422870e+00
0.0011255             	2.44621483630717e-01	3.24838214236080e+00
0.001126              	2.44335476618664e-01	3.24798017212948e+00
0.0011265             	2.44053537976415e-01	3.24757851875445e+00
0.001127              	2.43775637275471e-01	3.24717717495760e+00
0.0011275             	2.43501583042605e-01	3.24677600164487e+00
0.001128              	2.43231447069559e-01	3.24637513125803e+00
0.0011285             	2.42965637869226e-01	3.24597456234736e+00
0.001129              	2.42703631261139e-01	3.24557428940771e+00
0.0011295             	2.42445165415127e-01	3.24517417632553e+00
0.00113               	2.42190173550981e-01	3.24477435038942e+00
0.0011305             	2.41939090519687e-01	3.24437480826815e+00
0.001131              	2.41695179120564e-01	3.24397554895441e+00
0.0011315             	2.41454745042644e-01	3.24357655473071e+00
0.001132              	2.41215658813601e-01	3.24317784819799e+00
0.0011325             	2.40977409000873e-01	3.24277939958108e+00
0.001133              	2.40741178735376e-01	3.24238119723528e+00
0.0011335             	2.40507167197583e-01	3.24198325279065e+00
0.001134              	2.40275476516448e-01	3.24158516099263e+00
0.0011345             	2.40047159217779e-01	3.24118731370764e+00
0.001135              	2.39821657546346e-01	3.24078970743707e+00
0.0011355             	2.39595797333275e-01	3.24039233832174e+00
0.001136              	2.39370178861120e-01	3.23999520244394e+00
0.0011365             	2.39146153226154e-01	3.23959830223973e+00
0.001137              	2.38925357943292e-01	3.23920163009720e+00
0.0011375             	2.38715542670059e-01	3.23880518187580e+00
0.001138              	2.38496765662512e-01	3.23840895121209e+00
0.0011385             	2.38283300862895e-01	3.23801289202506e+00
0.001139              	2.38073381461378e-01	3.23761700068841e+00
0.0011395             	2.37870563716022e-01	3.23722132031893e+00
0.00114               	2.37676342759537e-01	3.23682584922760e+00
0.0011405             	2.37498487819049e-01	3.23643058671152e+00
0.001141              	2.37323901227040e-01	3.23603552833084e+00
0.0011415             	2.37148315532427e-01	3.23564081970374e+00
0.001142              	2.36975139010170e-01	3.23524630960361e+00
0.0011425             	2.36803572525413e-01	3.23485199737785e+00
0.001143              	2.36634716779504e-01	3.23445835953534e+00
0.0011435             	2.36467714261397e-01	3.23406491179691e+00
0.001144              	2.36303417271946e-01	3.23367164435936e+00
0.0011445             	2.36141593283995e-01	3.23327904491681e+00
0.001145              	2.35982708918371e-01	3.23288662278711e+00
0.0011455             	2.35821982777379e-01	3.23249436933654e+00
0.001146              	2.35662533755163e-01	3.23210228243968e+00
0.0011465             	2.35504828255660e-01	3.23171035794518e+00
0.001147              	2.35349106578010e-01	3.23131859409077e+00
0.0011475             	2.35195451985874e-01	3.23092698866052e+00
0.001148              	2.35043858506516e-01	3.23053553751251e+00
0.0011485             	2.34894472029319e-01	3.23014423913720e+00
0.001149              	2.34747399684762e-01	3.22975308993361e+00
0.0011495             	2.34602759982713e-01	3.22936208757835e+00
0.00115               	2.34456995685792e-01	3.22897122927150e+00
0.0011505             	2.34313672158363e-01	3.22858051175908e+00
0.001151              	2.34171908654222e-01	3.22818993195367e+00
0.0011515             	2.34032643284821e-01	3.22779948626789e+00
0.001152              	2.33895240093270e-01	3.22740917118264e+00
0.0011525             	2.33760022558635e-01	3.22701898281299e+00
0.001153              	2.33626871734435e-01	3.22662891655361e+00
0.0011535             	2.33495799023598e-01	3.22623896652335e+00
0.001154              	2.33366470900441e-01	3.22584912314383e+00
0.0011545             	2.33239197622066e-01	3.22545937275190e+00
0.001155              	2.33113939017181e-01	3.22506967921623e+00
0.0011555             	2.32990684581041e-01	3.22468023330894e+00
0.001156              	2.32869404287422e-01	3.22429098764410e+00
0.0011565             	2.32749318647028e-01	3.22390187423877e+00
0.001157              	2.32631246336877e-01	3.22351305978902e+00
0.0011575             	2.32515189434912e-01	3.22312427091234e+00
0.001158              	2.32401173374813e-01	3.22273559865204e+00
0.0011585             	2.32289178486809e-01	3.22234702720678e+00
0.001159              	2.32179197573417e-01	3.22195855658815e+00
0.0011595             	2.32071204833282e-01	3.22157018536502e+00
0.00116               	2.31965185717185e-01	3.22118191154724e+00
0.0011605             	2.31861131923660e-01	3.22079373316282e+00
0.001161              	2.31759033214069e-01	3.22040564804581e+00
0.0011615             	2.31658816540713e-01	3.22001765390647e+00
0.001162              	2.31560504417748e-01	3.21962974837776e+00
0.0011625             	2.31464060094327e-01	3.21924192853059e+00
0.001163              	2.31369345313053e-01	3.21885419252527e+00
0.0011635             	2.31276917092606e-01	3.21846653620951e+00
0.001164              	2.31186399181099e-01	3.21807895559917e+00
0.0011645             	2.31097737396286e-01	3.21769144441431e+00
0.001165              	2.31010923842922e-01	3.21730398885207e+00
0.0011655             	2.30925950364869e-01	3.21691666313893e+00
0.001166              	2.30842841599111e-01	3.21652944292662e+00
0.0011665             	2.30761548186783e-01	3.21614230348986e+00
0.001167              	2.30682109235801e-01	3.21575524521799e+00
0.0011675             	2.30604425934851e-01	3.21536832055744e+00
0.001168              	2.30528597799471e-01	3.21498142817506e+00
0.0011685             	2.30454592023387e-01	3.21459461352973e+00
0.001169              	2.30382471890230e-01	3.21420786078053e+00
0.0011695             	2.30312190360058e-01	3.21382117126498e+00
0.00117               	2.30243838594167e-01	3.21343454384932e+00
0.0011705             	2.30177363563829e-01	3.21304797721365e+00
0.001171              	2.30112800468346e-01	3.21266146961821e+00
0.0011715             	2.30050103291748e-01	3.21227501949156e+00
0.001172              	2.29989298857670e-01	3.21188862528680e+00
0.0011725             	2.29930369804282e-01	3.21150228539905e+00
0.001173              	2.29873393760115e-01	3.21111599882645e+00
0.0011735             	2.29818318017100e-01	3.21072976350672e+00
0.001174              	2.29765108995129e-01	3.21034357732761e+00
0.0011745             	2.29713771816679e-01	3.20995743843709e+00
0.001175              	2.29664267556107e-01	3.20957134449234e+00
0.0011755             	2.29616589546364e-01	3.20918529259285e+00
0.001176              	2.29570713950594e-01	3.20879927864486e+00
0.0011765             	2.29526633614826e-01	3.20841329530150e+00
0.001177              	2.29484320352007e-01	3.20802732352295e+00
0.0011775             	2.29443758061442e-01	3.20764142978072e+00
0.001178              	2.29404906580479e-01	3.20725563975022e+00
0.0011785             	2.29367710666813e-01	3.20686998114356e+00
0.001179              	2.29332319177510e-01	3.20648434641035e+00
0.0011795             	2.29298501131687e-01	3.20609874550912e+00
0.00118               	2.29266382023543e-01	3.20571317824452e+00
0.0011805             	2.29235786896801e-01	3.20532764378177e+00
0.001181              	2.29206892527875e-01	3.20494214216142e+00
0.0011815             	2.29179620102189e-01	3.20455667270263e+00
0.001182              	2.29153940795748e-01	3.20417123503751e+00
0.0011825             	2.29129542702737e-01	3.20378582841355e+00
0.001183              	2.29106751926502e-01	3.20340045238397e+00
0.0011835             	2.29085543106874e-01	3.20301510625335e+00
0.001184              	2.29065917993871e-01	3.20262978953985e+00
0.0011845             	2.29047857747520e-01	3.20224450167017e+00
0.001185              	2.29031443586994e-01	3.20185924233553e+00
0.0011855             	2.29016591580201e-01	3.20147401067819e+00
0.001186              	2.29003259114088e-01	3.20108880603817e+00
0.0011865             	2.28991428280883e-01	3.20070362784837e+00
0.001187              	2.28981096598284e-01	3.20031847554666e+00
0.0011875             	2.28972242524277e-01	3.19993334874463e+00
0.001188              	2.28964824875605e-01	3.19954824686817e+00
0.0011885             	2.28958785852674e-01	3.19916316890955e+00
0.001189              	2.28954095526093e-01	3.19877811443592e+00
0.0011895             	2.28950703188150e-01	3.19839308264538e+00
0.00119               	2.28948544041658e-01	3.19800807293580e+00
0.0011905             	2.28947889287593e-01	3.19762308431258e+00
0.001191              	2.28948716361899e-01	3.19723811788217e+00
0.0011915             	2.28950783598708e-01	3.19685317552478e+00
0.001192              	2.28954075135495e-01	3.19646825343406e+00
0.0011925             	2.28958712288490e-01	3.19608334962099e+00
0.001193              	2.28964827783312e-01	3.19569845592176e+00
0.0011935             	2.28972296911966e-01	3.19531357965822e+00
0.001194              	2.28981403501518e-01	3.19492872127597e+00
0.0011945             	2.28991970099092e-01	3.19454388009183e+00
0.001195              	2.29004049929288e-01	3.19415905529644e+00
0.0011955             	2.29017758003084e-01	3.19377424605105e+00
0.001196              	2.29033202124558e-01	3.19338945508023e+00
0.0011965             	2.29050496018925e-01	3.19300467559109e+00
0.001197              	2.29069743794600e-01	3.19261991040195e+00
0.0011975             	2.29091044482860e-01	3.19223515590989e+00
0.001198              	2.29114488860840e-01	3.19185041300104e+00
0.0011985             	2.29140174500668e-01	3.19146567948153e+00
0.001199              	2.29168176952775e-01	3.19108093536927e+00
0.0011995             	2.29198556802206e-01	3.19069620507982e+00
0.0012                	2.29231385737278e-01	3.19031148356879e+00
