      0.2708494E-02      0.9318480E-05      0.3925609E-01      0.5605865E-11      0.1142638E-10      0.5225025E-04
      0.2812667E-02      0.9318480E-05      0.4053844E-01      0.5601459E-11      0.1142311E-10      0.5636562E-04
      0.2916840E-02      0.9318480E-05      0.4180090E-01      0.5593740E-11      0.1142077E-10      0.6061537E-04
      0.3021013E-02      0.9318481E-05      0.4304393E-01      0.5587433E-11      0.1142705E-10      0.6499743E-04
      0.3125185E-02      0.9318481E-05      0.4426796E-01      0.5579917E-11      0.1143620E-10      0.6950975E-04
      0.3229358E-02      0.9318479E-05      0.4547354E-01      0.4441231E-11      0.9163421E-11      0.7409454E-04
      0.3333531E-02      0.9318479E-05      0.4666083E-01      0.4450071E-11      0.9183627E-11      0.7886138E-04
      0.3437704E-02      0.9318479E-05      0.4783034E-01      0.4453178E-11      0.9160345E-11      0.8375265E-04
      0.3541877E-02      0.9318480E-05      0.4898247E-01      0.4462310E-11      0.9184674E-11      0.8876648E-04
      0.3646050E-02      0.9318480E-05      0.5011757E-01      0.4469729E-11      0.9211665E-11      0.9390104E-04
      0.3750222E-02      0.9318480E-05      0.5123601E-01      0.4480806E-11      0.9237206E-11      0.9915456E-04
      0.3854395E-02      0.9318481E-05      0.5233814E-01      0.4492305E-11      0.9262977E-11      0.1045253E-03
      0.3958568E-02      0.9318481E-05      0.5342431E-01      0.4503880E-11      0.9288483E-11      0.1100115E-03
      0.4062741E-02      0.9318482E-05      0.5449484E-01      0.4510605E-11      0.9303927E-11      0.1156114E-03
      0.4166914E-02      0.9318483E-05      0.5555006E-01      0.4509332E-11      0.9341428E-11      0.1213236E-03
      0.4271087E-02      0.9318404E-05      0.5659052E-01      0.8114003E-11      0.1065321E-10      0.1270706E-03
      0.4375260E-02      0.9318404E-05      0.5761602E-01      0.8123915E-11      0.1064938E-10      0.1330023E-03
      0.4479432E-02      0.9318404E-05      0.5862711E-01      0.8133884E-11      0.1064706E-10      0.1390415E-03
      0.4583605E-02      0.9318404E-05      0.5962409E-01      0.8144283E-11      0.1064659E-10      0.1451866E-03
      0.4687778E-02      0.9318404E-05      0.6060723E-01      0.8156908E-11      0.1064957E-10      0.1514362E-03
      0.4791951E-02      0.9318404E-05      0.6157681E-01      0.8153802E-11      0.1065835E-10      0.1577888E-03
      0.4896124E-02      0.9318404E-05      0.6253310E-01      0.8166606E-11      0.1066769E-10      0.1642430E-03
      0.5000297E-02      0.9318405E-05      0.6347634E-01      0.8184845E-11      0.1067715E-10      0.1707974E-03
      0.5104469E-02      0.9318405E-05      0.6440680E-01      0.8200515E-11      0.1068489E-10      0.1774507E-03
      0.5208642E-02      0.9318405E-05      0.6532471E-01      0.8200041E-11      0.1069255E-10      0.1842015E-03
      0.5312815E-02      0.9318479E-05      0.6622970E-01      0.6279482E-11      0.1142507E-10      0.1910560E-03
      0.5416988E-02      0.9318479E-05      0.6712323E-01      0.6273164E-11      0.1144375E-10      0.1979977E-03
      0.5521161E-02      0.9318479E-05      0.6800492E-01      0.6268565E-11      0.1146654E-10      0.2050330E-03
      0.5625334E-02      0.9318479E-05      0.6887500E-01      0.6272387E-11      0.1148959E-10      0.2121607E-03
      0.5729507E-02      0.9318479E-05      0.6973367E-01      0.6271861E-11      0.1150389E-10      0.2193796E-03
      0.5833679E-02      0.9318479E-05      0.7058116E-01      0.6322234E-11      0.1152804E-10      0.2266885E-03
      0.5937852E-02      0.9318479E-05      0.7141766E-01      0.6317289E-11      0.1154467E-10      0.2340862E-03
      0.6042025E-02      0.9318479E-05      0.7224337E-01      0.6310186E-11      0.1155445E-10      0.2415715E-03
      0.6146198E-02      0.9318480E-05      0.7305849E-01      0.6301053E-11      0.1156958E-10      0.2491434E-03
      0.6250371E-02      0.9318480E-05      0.7386322E-01      0.6290312E-11      0.1158044E-10      0.2568008E-03
      0.6354544E-02      0.9318479E-05      0.7465759E-01      0.7402451E-11      0.1401959E-10      0.2644356E-03
      0.6458716E-02      0.9318478E-05      0.7544208E-01      0.7390710E-11      0.1403373E-10      0.2722607E-03
      0.6562889E-02      0.9318476E-05      0.7621673E-01      0.7379594E-11      0.1404643E-10      0.2801680E-03
      0.6667062E-02      0.9318475E-05      0.7698170E-01      0.7367768E-11      0.1405904E-10      0.2881566E-03
      0.6771235E-02      0.9318474E-05      0.7773718E-01      0.7354729E-11      0.1407081E-10      0.2962253E-03
      0.6875408E-02      0.9318473E-05      0.7848332E-01      0.7345425E-11      0.1408393E-10      0.3043731E-03
      0.6979581E-02      0.9318473E-05      0.7922028E-01      0.7330400E-11      0.1409568E-10      0.3125991E-03
      0.7083754E-02      0.9318472E-05      0.7994824E-01      0.7312940E-11      0.1410757E-10      0.3209024E-03
      0.7187926E-02      0.9318472E-05      0.8066734E-01      0.7298678E-11      0.1412466E-10      0.3292819E-03
      0.7292099E-02      0.9318472E-05      0.8137773E-01      0.7279421E-11      0.1413627E-10      0.3377367E-03
      0.7396272E-02      0.9318426E-05      0.8207978E-01      0.1272767E-10      0.2071002E-10      0.3464865E-03
      0.7500445E-02      0.9318425E-05      0.8277321E-01      0.1271133E-10      0.2072700E-10      0.3550893E-03
      0.7604618E-02      0.9318425E-05      0.8345837E-01      0.1269566E-10      0.2074649E-10      0.3637646E-03
      0.7708791E-02      0.9318425E-05      0.8413540E-01      0.1268615E-10      0.2076472E-10      0.3725118E-03
      0.7812963E-02      0.9318425E-05      0.8480444E-01      0.1267257E-10      0.2078646E-10      0.3813297E-03
      0.7917136E-02      0.9318425E-05      0.8546562E-01      0.1266077E-10      0.2081027E-10      0.3902177E-03
      0.8021309E-02      0.9318425E-05      0.8611908E-01      0.1265103E-10      0.2083669E-10      0.3991749E-03
      0.8125482E-02      0.9318426E-05      0.8676494E-01      0.1264231E-10      0.2086458E-10      0.4082004E-03
      0.8229655E-02      0.9318426E-05      0.8740333E-01      0.1263484E-10      0.2089456E-10      0.4172935E-03
      0.8333828E-02      0.9318427E-05      0.8803437E-01      0.1263159E-10      0.2092664E-10      0.4264534E-03
      0.8438001E-02      0.9318479E-05      0.8865820E-01      0.2370205E-11      0.1675416E-10      0.4354509E-03
      0.8542173E-02      0.9318479E-05      0.8927493E-01      0.2359300E-11      0.1676508E-10      0.4447421E-03
      0.8646346E-02      0.9318479E-05      0.8988466E-01      0.2349568E-11      0.1677799E-10      0.4540977E-03
      0.8750519E-02      0.9318480E-05      0.9048751E-01      0.2341014E-11      0.1679171E-10      0.4635172E-03
      0.8854692E-02      0.9318481E-05      0.9108357E-01      0.2334179E-11      0.1680995E-10      0.4729996E-03
      0.8958865E-02      0.9318482E-05      0.9167297E-01      0.2328082E-11      0.1682415E-10      0.4825443E-03
      0.9063038E-02      0.9318483E-05      0.9225580E-01      0.2318562E-11      0.1682969E-10      0.4921506E-03
      0.9167210E-02      0.9318484E-05      0.9283219E-01      0.2315637E-11      0.1684504E-10      0.5018178E-03
      0.9271383E-02      0.9318486E-05      0.9340222E-01      0.2317395E-11      0.1686102E-10      0.5115452E-03
      0.9375556E-02      0.9318487E-05      0.9396599E-01      0.2317568E-11      0.1687667E-10      0.5213321E-03
      0.9479729E-02      0.9318449E-05      0.9452395E-01      0.6919396E-12      0.9684812E-12      0.5312993E-03
      0.9583902E-02      0.9318450E-05      0.9507550E-01      0.6581228E-12      0.9455503E-12      0.5412042E-03
      0.9688075E-02      0.9318451E-05      0.9562108E-01      0.6320923E-12      0.9336576E-12      0.5511666E-03
      0.9792248E-02      0.9318453E-05      0.9616078E-01      0.6045500E-12      0.9252729E-12      0.5611860E-03
      0.9896420E-02      0.9318454E-05      0.9669468E-01      0.5850706E-12      0.9204667E-12      0.5712617E-03
      0.1000059E-01      0.9318456E-05      0.9722289E-01      0.5689620E-12      0.9186063E-12      0.5813931E-03
      0.1010477E-01      0.9318458E-05      0.9774550E-01      0.5512509E-12      0.9160709E-12      0.5915796E-03
      0.1020894E-01      0.9318460E-05      0.9826258E-01      0.5682732E-12      0.9519239E-12      0.6018206E-03
      0.1031311E-01      0.9318463E-05      0.9877422E-01      0.5305950E-12      0.9509151E-12      0.6121155E-03
      0.1041728E-01      0.9318465E-05      0.9928049E-01      0.5294807E-12      0.9596098E-12      0.6224637E-03
      0.1052146E-01      0.9318479E-05      0.9978018E-01     -0.1259580E-10      0.1954946E-11      0.6329850E-03
      0.1062563E-01      0.9318480E-05      0.1002759E+00     -0.1258200E-10      0.1983079E-11      0.6434379E-03
      0.1072980E-01      0.9318481E-05      0.1007665E+00     -0.1256481E-10      0.2013323E-11      0.6539425E-03
      0.1083398E-01      0.9318483E-05      0.1012520E+00     -0.1254602E-10      0.2044491E-11      0.6644982E-03
      0.1093815E-01      0.9318484E-05      0.1017326E+00     -0.1252426E-10      0.2078034E-11      0.6751045E-03
      0.1104232E-01      0.9318486E-05      0.1022083E+00     -0.1249959E-10      0.2119246E-11      0.6857609E-03
      0.1114649E-01      0.9318487E-05      0.1026791E+00     -0.1247639E-10      0.2154212E-11      0.6964669E-03
      0.1125067E-01      0.9318489E-05      0.1031452E+00     -0.1244572E-10      0.2186427E-11      0.7072221E-03
      0.1135484E-01      0.9318491E-05      0.1036066E+00     -0.1241349E-10      0.2227530E-11      0.7180258E-03
      0.1145901E-01      0.9318493E-05      0.1040634E+00     -0.1238849E-10      0.2264158E-11      0.7288777E-03
      0.1156319E-01      0.9318481E-05      0.1045164E+00     -0.8349275E-11      0.8830854E-11      0.7401223E-03
      0.1166736E-01      0.9318482E-05      0.1049641E+00     -0.8330766E-11      0.8865065E-11      0.7510698E-03
      0.1177153E-01      0.9318484E-05      0.1054075E+00     -0.8313459E-11      0.8898232E-11      0.7620641E-03
      0.1187570E-01      0.9318486E-05      0.1058464E+00     -0.8295576E-11      0.8931278E-11      0.7731045E-03
      0.1197988E-01      0.9318487E-05      0.1062811E+00     -0.8286755E-11      0.8968805E-11      0.7841908E-03
      0.1208405E-01      0.9318489E-05      0.1067115E+00     -0.8269366E-11      0.9000189E-11      0.7953225E-03
      0.1218822E-01      0.9318491E-05      0.1071378E+00     -0.8247964E-11      0.9025935E-11      0.8064991E-03
      0.1229240E-01      0.9318493E-05      0.1075599E+00     -0.8211379E-11      0.9064567E-11      0.8177202E-03
      0.1239657E-01      0.9318495E-05      0.1079780E+00     -0.8211841E-11      0.9080433E-11      0.8289854E-03
      0.1250074E-01      0.9318497E-05      0.1083920E+00     -0.8190936E-11      0.9103167E-11      0.8402942E-03
      0.1260491E-01      0.9318479E-05      0.1088022E+00     -0.1240901E-10      0.2452583E-11      0.8513142E-03
      0.1270909E-01      0.9318478E-05      0.1092084E+00     -0.1236272E-10      0.2478669E-11      0.8627103E-03
      0.1281326E-01      0.9318478E-05      0.1096107E+00     -0.1229934E-10      0.2522370E-11      0.8741490E-03
      0.1291743E-01      0.9318477E-05      0.1100092E+00     -0.1224347E-10      0.2557255E-11      0.8856297E-03
      0.1302161E-01      0.9318477E-05      0.1104040E+00     -0.1218911E-10      0.2590623E-11      0.8971522E-03
      0.1312578E-01      0.9318476E-05      0.1107951E+00     -0.1213295E-10      0.2624508E-11      0.9087160E-03
      0.1322995E-01      0.9318476E-05      0.1111825E+00     -0.1210205E-10      0.2647403E-11      0.9203207E-03
      0.1333412E-01      0.9318476E-05      0.1115663E+00     -0.1204208E-10      0.2684758E-11      0.9319659E-03
      0.1343830E-01      0.9318476E-05      0.1119466E+00     -0.1201307E-10      0.2706122E-11      0.9436514E-03
      0.1354247E-01      0.9318476E-05      0.1123234E+00     -0.1195362E-10      0.2750723E-11      0.9553766E-03
      0.1364664E-01      0.9318479E-05      0.1126954E+00     -0.1285284E-10      0.4427209E-11      0.9673121E-03
      0.1375082E-01      0.9318477E-05      0.1130652E+00     -0.1280013E-10      0.4478819E-11      0.9791149E-03
      0.1385499E-01      0.9318476E-05      0.1134317E+00     -0.1274689E-10      0.4530708E-11      0.9909565E-03
      0.1395916E-01      0.9318474E-05      0.1137948E+00     -0.1266681E-10      0.4589107E-11      0.1002837E-02
      0.1406333E-01      0.9318473E-05      0.1141547E+00     -0.1257750E-10      0.4653867E-11      0.1014755E-02
      0.1416751E-01      0.9318472E-05      0.1145113E+00     -0.1253090E-10      0.4704658E-11      0.1026711E-02
      0.1427168E-01      0.9318471E-05      0.1148648E+00     -0.1245873E-10      0.4770482E-11      0.1038704E-02
      0.1437585E-01      0.9318471E-05      0.1152151E+00     -0.1240740E-10      0.4824920E-11      0.1050735E-02
      0.1448003E-01      0.9318470E-05      0.1155622E+00     -0.1236025E-10      0.4852319E-11      0.1062802E-02
      0.1458420E-01      0.9318470E-05      0.1159064E+00     -0.1231759E-10      0.4903036E-11      0.1074906E-02
      0.1468837E-01      0.9318532E-05      0.1162482E+00     -0.1802811E-11      0.8029281E-12      0.1087230E-02
      0.1479254E-01      0.9318531E-05      0.1165864E+00     -0.1707899E-11      0.8649867E-12      0.1099408E-02
      0.1489672E-01      0.9318529E-05      0.1169216E+00     -0.1637270E-11      0.8883486E-12      0.1111620E-02
      0.1500089E-01      0.9318529E-05      0.1172539E+00     -0.1520710E-11      0.9232371E-12      0.1123868E-02
      0.1510506E-01      0.9318528E-05      0.1175834E+00     -0.1441840E-11      0.9516725E-12      0.1136151E-02
      0.1520924E-01      0.9318528E-05      0.1179100E+00     -0.1362673E-11      0.9795044E-12      0.1148468E-02
      0.1531341E-01      0.9318528E-05      0.1182338E+00     -0.1283647E-11      0.1005948E-11      0.1160819E-02
      0.1541758E-01      0.9318529E-05      0.1185548E+00     -0.1202461E-11      0.1033818E-11      0.1173204E-02
      0.1552175E-01      0.9318530E-05      0.1188731E+00     -0.1115382E-11      0.1059897E-11      0.1185623E-02
      0.1562593E-01      0.9318531E-05      0.1191886E+00     -0.1048184E-11      0.1083188E-11      0.1198075E-02
      0.1573010E-01      0.9318462E-05      0.1195021E+00     -0.1407713E-10     -0.6954079E-11      0.1210658E-02
      0.1583427E-01      0.9318462E-05      0.1198123E+00     -0.1404885E-10     -0.6958555E-11      0.1223176E-02
      0.1593845E-01      0.9318463E-05      0.1201200E+00     -0.1401891E-10     -0.6969297E-11      0.1235726E-02
      0.1604262E-01      0.9318463E-05      0.1204250E+00     -0.1402483E-10     -0.7001033E-11      0.1248309E-02
      0.1614679E-01      0.9318465E-05      0.1207276E+00     -0.1400076E-10     -0.7013351E-11      0.1260923E-02
      0.1625096E-01      0.9318466E-05      0.1210276E+00     -0.1397423E-10     -0.7022230E-11      0.1273568E-02
      0.1635514E-01      0.9318468E-05      0.1213251E+00     -0.1386787E-10     -0.7069548E-11      0.1286245E-02
      0.1645931E-01      0.9318471E-05      0.1216202E+00     -0.1382824E-10     -0.7063409E-11      0.1298953E-02
      0.1656348E-01      0.9318474E-05      0.1219128E+00     -0.1379462E-10     -0.7050044E-11      0.1311691E-02
      0.1666766E-01      0.9318477E-05      0.1222031E+00     -0.1375790E-10     -0.7033918E-11      0.1324460E-02
      0.1677183E-01      0.9318479E-05      0.1224900E+00      0.9980175E-12      0.8775653E-11      0.1337269E-02
      0.1687600E-01      0.9318481E-05      0.1227755E+00      0.1028842E-11      0.8837935E-11      0.1350098E-02
      0.1698017E-01      0.9318483E-05      0.1230587E+00      0.1062433E-11      0.8885194E-11      0.1362958E-02
      0.1708435E-01      0.9318486E-05      0.1233396E+00      0.1088342E-11      0.8927950E-11      0.1375846E-02
      0.1718852E-01      0.9318489E-05      0.1236182E+00      0.1116894E-11      0.8975002E-11      0.1388764E-02
      0.1729269E-01      0.9318492E-05      0.1238947E+00      0.1156699E-11      0.9022920E-11      0.1401710E-02
      0.1739687E-01      0.9318496E-05      0.1241689E+00      0.1189683E-11      0.9076434E-11      0.1414685E-02
      0.1750104E-01      0.9318500E-05      0.1244409E+00      0.1210347E-11      0.9131060E-11      0.1427689E-02
      0.1760521E-01      0.9318505E-05      0.1247108E+00      0.1243232E-11      0.9176638E-11      0.1440720E-02
      0.1770938E-01      0.9318509E-05      0.1249786E+00      0.1290137E-11      0.9236254E-11      0.1453780E-02
      0.1781356E-01      0.9318479E-05      0.1252444E+00     -0.1010055E-10     -0.6583487E-12      0.1466775E-02
      0.1791773E-01      0.9318480E-05      0.1255080E+00     -0.1009060E-10     -0.6301472E-12      0.1479891E-02
      0.1802190E-01      0.9318481E-05      0.1257695E+00     -0.1009369E-10     -0.6317901E-12      0.1493033E-02
      0.1812608E-01      0.9318483E-05      0.1260290E+00     -0.1009489E-10     -0.6236771E-12      0.1506203E-02
      0.1823025E-01      0.9318484E-05      0.1262865E+00     -0.9980631E-11     -0.5609792E-12      0.1519400E-02
      0.1833442E-01      0.9318486E-05      0.1265420E+00     -0.9972653E-11     -0.5490478E-12      0.1532623E-02
      0.1843859E-01      0.9318488E-05      0.1267956E+00     -0.9967284E-11     -0.5441571E-12      0.1545873E-02
      0.1854277E-01      0.9318489E-05      0.1270472E+00     -0.9994978E-11     -0.5002699E-12      0.1559149E-02
      0.1864694E-01      0.9318491E-05      0.1272968E+00     -0.9982808E-11     -0.4930211E-12      0.1572452E-02
      0.1875111E-01      0.9318493E-05      0.1275446E+00     -0.9948604E-11     -0.4820216E-12      0.1585780E-02
      0.1885529E-01      0.9318479E-05      0.1277901E+00     -0.7947075E-11     -0.3441633E-12      0.1599137E-02
      0.1895946E-01      0.9318479E-05      0.1280341E+00     -0.7927969E-11     -0.3127164E-12      0.1612519E-02
      0.1906363E-01      0.9318479E-05      0.1282762E+00     -0.7914339E-11     -0.2633681E-12      0.1625926E-02
      0.1916780E-01      0.9318479E-05      0.1285166E+00     -0.7914306E-11     -0.2306213E-12      0.1639358E-02
      0.1927198E-01      0.9318480E-05      0.1287551E+00     -0.7968678E-11     -0.2042452E-12      0.1652815E-02
      0.1937615E-01      0.9318480E-05      0.1289919E+00     -0.7951724E-11     -0.1578825E-12      0.1666297E-02
      0.1948032E-01      0.9318481E-05      0.1292269E+00     -0.7940051E-11     -0.1152759E-12      0.1679804E-02
      0.1958450E-01      0.9318482E-05      0.1294602E+00     -0.7933070E-11     -0.5393564E-13      0.1693336E-02
      0.1968867E-01      0.9318483E-05      0.1296917E+00     -0.7893211E-11     -0.3209965E-13      0.1706891E-02
      0.1979284E-01      0.9318484E-05      0.1299216E+00     -0.7837512E-11      0.7838545E-14      0.1720472E-02
      0.1989701E-01      0.9318479E-05      0.1301499E+00      0.1862657E-12      0.3061164E-11      0.1734219E-02
      0.2000119E-01      0.9318478E-05      0.1303764E+00      0.1989659E-12      0.3070841E-11      0.1747847E-02
      0.2010536E-01      0.9318477E-05      0.1306013E+00      0.1991275E-12      0.3050366E-11      0.1761499E-02
      0.2020953E-01      0.9318476E-05      0.1308245E+00      0.1702154E-12      0.3068140E-11      0.1775175E-02
      0.2031371E-01      0.9318476E-05      0.1310461E+00      0.1808804E-12      0.3086406E-11      0.1788873E-02
      0.2041788E-01      0.9318476E-05      0.1312661E+00      0.1974373E-12      0.3107229E-11      0.1802595E-02
      0.2052205E-01      0.9318476E-05      0.1314845E+00      0.2179242E-12      0.3119275E-11      0.1816341E-02
      0.2062622E-01      0.9318477E-05      0.1317013E+00      0.2395296E-12      0.3130086E-11      0.1830109E-02
      0.2073040E-01      0.9318478E-05      0.1319166E+00      0.2559608E-12      0.3136960E-11      0.1843900E-02
      0.2083457E-01      0.9318479E-05      0.1321303E+00      0.3075132E-12      0.3191085E-11      0.1857713E-02
      0.2093874E-01      0.9318479E-05      0.1323425E+00      0.5430961E-12     -0.3016444E-11      0.1871530E-02
      0.2104291E-01      0.9318478E-05      0.1325532E+00      0.6129081E-12     -0.2963373E-11      0.1885389E-02
      0.2114709E-01      0.9318477E-05      0.1327625E+00      0.7190674E-12     -0.2896340E-11      0.1899270E-02
      0.2125126E-01      0.9318477E-05      0.1329702E+00      0.8178762E-12     -0.2893206E-11      0.1913173E-02
      0.2135543E-01      0.9318478E-05      0.1331765E+00      0.8965099E-12     -0.2851889E-11      0.1927098E-02
      0.2145961E-01      0.9318479E-05      0.1333813E+00      0.9852573E-12     -0.2797161E-11      0.1941045E-02
      0.2156378E-01      0.9318480E-05      0.1335848E+00      0.1118586E-11     -0.2679983E-11      0.1955013E-02
      0.2166795E-01      0.9318482E-05      0.1337868E+00      0.1231326E-11     -0.2591539E-11      0.1969003E-02
      0.2177212E-01      0.9318484E-05      0.1339874E+00      0.1289384E-11     -0.2533597E-11      0.1983014E-02
      0.2187630E-01      0.9318487E-05      0.1341866E+00      0.1404741E-11     -0.2435376E-11      0.1997046E-02
      0.2198047E-01      0.9318477E-05      0.1343845E+00     -0.9955703E-11      0.2209064E-12      0.2010982E-02
      0.2208464E-01      0.9318477E-05      0.1345811E+00     -0.9948477E-11      0.2876020E-12      0.2025054E-02
      0.2218882E-01      0.9318477E-05      0.1347762E+00     -0.9945473E-11      0.3522950E-12      0.2039146E-02
      0.2229299E-01      0.9318478E-05      0.1349701E+00     -0.9881224E-11      0.5075229E-12      0.2053259E-02
      0.2239716E-01      0.9318480E-05      0.1351626E+00     -0.9871379E-11      0.5510699E-12      0.2067392E-02
      0.2250133E-01      0.9318482E-05      0.1353538E+00     -0.9885045E-11      0.5763056E-12      0.2081546E-02
      0.2260551E-01      0.9318484E-05      0.1355437E+00     -0.9877087E-11      0.6283514E-12      0.2095718E-02
      0.2270968E-01      0.9318488E-05      0.1357323E+00     -0.9851450E-11      0.6785656E-12      0.2109911E-02
      0.2281385E-01      0.9318492E-05      0.1359197E+00     -0.9844791E-11      0.7297761E-12      0.2124123E-02
      0.2291803E-01      0.9318497E-05      0.1361058E+00     -0.9799696E-11      0.8085559E-12      0.2138355E-02
      0.2302220E-01      0.9318479E-05      0.1362913E+00      0.1004517E-10      0.1568623E-10      0.2152616E-02
      0.2312637E-01      0.9318481E-05      0.1364750E+00      0.1013818E-10      0.1575324E-10      0.2166887E-02
      0.2323054E-01      0.9318484E-05      0.1366574E+00      0.1016966E-10      0.1572620E-10      0.2181177E-02
      0.2333472E-01      0.9318486E-05      0.1368386E+00      0.1027098E-10      0.1576361E-10      0.2195486E-02
      0.2343889E-01      0.9318490E-05      0.1370187E+00      0.1034001E-10      0.1580669E-10      0.2209813E-02
      0.2354306E-01      0.9318493E-05      0.1371975E+00      0.1043984E-10      0.1588725E-10      0.2224159E-02
      0.2364724E-01      0.9318498E-05      0.1373752E+00      0.1053190E-10      0.1591234E-10      0.2238524E-02
      0.2375141E-01      0.9318502E-05      0.1375517E+00      0.1058128E-10      0.1593372E-10      0.2252906E-02
      0.2385558E-01      0.9318507E-05      0.1377270E+00      0.1064030E-10      0.1597292E-10      0.2267307E-02
      0.2395975E-01      0.9318512E-05      0.1379013E+00      0.1071677E-10      0.1599486E-10      0.2281726E-02
      0.2406393E-01      0.9318459E-05      0.1380742E+00     -0.5812466E-11      0.9328151E-11      0.2296350E-02
      0.2416810E-01      0.9318462E-05      0.1382461E+00     -0.5895285E-11      0.9311500E-11      0.2310805E-02
      0.2427227E-01      0.9318465E-05      0.1384170E+00     -0.5900775E-11      0.9325406E-11      0.2325278E-02
      0.2437645E-01      0.9318468E-05      0.1385867E+00     -0.5925657E-11      0.9342246E-11      0.2339769E-02
      0.2448062E-01      0.9318471E-05      0.1387553E+00     -0.5912301E-11      0.9353626E-11      0.2354277E-02
      0.2458479E-01      0.9318475E-05      0.1389229E+00     -0.6000418E-11      0.9437030E-11      0.2368803E-02
      0.2468896E-01      0.9318479E-05      0.1390894E+00     -0.6011032E-11      0.9444225E-11      0.2383345E-02
      0.2479314E-01      0.9318483E-05      0.1392548E+00     -0.6031854E-11      0.9459452E-11      0.2397905E-02
      0.2489731E-01      0.9318488E-05      0.1394192E+00     -0.6014740E-11      0.9505694E-11      0.2412482E-02
      0.2500148E-01      0.9318492E-05      0.1395825E+00     -0.6048752E-11      0.9524164E-11      0.2427077E-02
      0.2510566E-01      0.9318418E-05      0.1397468E+00      0.6193257E-11      0.2222440E-10      0.2441822E-02
      0.2520983E-01      0.9318418E-05      0.1399082E+00      0.6236340E-11      0.2227795E-10      0.2456452E-02
      0.2531400E-01      0.9318419E-05      0.1400685E+00      0.6328597E-11      0.2235881E-10      0.2471098E-02
      0.2541817E-01      0.9318420E-05      0.1402279E+00      0.6328102E-11      0.2241347E-10      0.2485762E-02
      0.2552235E-01      0.9318421E-05      0.1403862E+00      0.6432726E-11      0.2250958E-10      0.2500442E-02
      0.2562652E-01      0.9318422E-05      0.1405436E+00      0.6501336E-11      0.2257788E-10      0.2515139E-02
      0.2573069E-01      0.9318423E-05      0.1407000E+00      0.6540048E-11      0.2270983E-10      0.2529852E-02
      0.2583487E-01      0.9318423E-05      0.1408554E+00      0.6590335E-11      0.2279278E-10      0.2544582E-02
      0.2593904E-01      0.9318425E-05      0.1410098E+00      0.6624946E-11      0.2286533E-10      0.2559328E-02
      0.2604321E-01      0.9318426E-05      0.1411633E+00      0.6666352E-11      0.2293236E-10      0.2574090E-02
      0.2614738E-01      0.9318479E-05      0.1413135E+00      0.4766775E-11      0.1886378E-10      0.2588938E-02
      0.2625156E-01      0.9318476E-05      0.1414651E+00      0.4772851E-11      0.1891603E-10      0.2603732E-02
